building_chain_availability_sets_tables
0
building_chain	set_key
wh2_main_special_settlement_itza_emp	wh_main_bas_ksl
wh2_main_special_settlement_karaz_a_karak_emp	wh_main_bas_ksl
wh2_main_special_settlement_khemri_emp	wh_main_bas_ksl
wh2_main_special_settlement_lahmia_emp	wh_main_bas_ksl
wh2_main_special_settlement_lothern_emp	wh_main_bas_ksl
wh2_main_special_settlement_naggarond_emp	wh_main_bas_ksl
wh2_main_special_settlement_skavenblight_other	wh_main_bas_ksl
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_ksl
wh2_main_special_shrine_of_khaine_other	wh_main_bas_ksl
wh2_main_special_tower_of_hoeth_emp	wh_main_bas_ksl
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_ksl
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_ksl
wh_main_EMPIRE_barracks	wh_main_bas_ksl
wh_main_EMPIRE_farm_basic	wh_main_bas_ksl
wh_main_EMPIRE_forges	wh_main_bas_ksl
wh_main_EMPIRE_garrison	wh_main_bas_ksl
wh_main_EMPIRE_industry_basic	wh_main_bas_ksl
wh_main_EMPIRE_outpostnorsca_major	wh_main_bas_ksl
wh_main_EMPIRE_outpostnorsca_major_coast	wh_main_bas_ksl
wh_main_EMPIRE_outpostnorsca_minor	wh_main_bas_ksl
wh_main_EMPIRE_outpostnorsca_minor_coast	wh_main_bas_ksl
wh_main_EMPIRE_settlement_major	wh_main_bas_ksl
wh_main_EMPIRE_settlement_major_coast	wh_main_bas_ksl
wh_main_EMPIRE_settlement_minor	wh_main_bas_ksl
wh_main_EMPIRE_settlement_minor_coast	wh_main_bas_ksl
wh_main_EMPIRE_smiths	wh_main_bas_ksl
wh_main_EMPIRE_stables	wh_main_bas_ksl
wh_main_EMPIRE_tavern	wh_main_bas_ksl
wh_main_EMPIRE_wizards	wh_main_bas_ksl
wh_main_HUMAN_KISLEV_worship	wh_main_bas_ksl
wh_main_HUMAN_resource_dyes	wh_main_bas_ksl
wh_main_HUMAN_resource_furs	wh_main_bas_ksl
wh_main_HUMAN_resource_gold	wh_main_bas_ksl
wh_main_HUMAN_resource_iron	wh_main_bas_ksl
wh_main_HUMAN_resource_marble	wh_main_bas_ksl
wh_main_HUMAN_resource_pastures	wh_main_bas_ksl
wh_main_HUMAN_resource_pottery	wh_main_bas_ksl
wh_main_HUMAN_resource_salt	wh_main_bas_ksl
wh_main_HUMAN_resource_timber	wh_main_bas_ksl
wh_main_HUMAN_resource_wine	wh_main_bas_ksl
wh_main_KISLEV_port	wh_main_bas_ksl
wh_main_KISLEV_walls	wh_main_bas_ksl
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_ksl
wh_main_special_archecclesiatium	wh_main_bas_ksl
wh_main_special_blazing_sun_chapterhouse	wh_main_bas_ksl
wh_main_special_bokha_palace	wh_main_bas_ksl
wh_main_special_bordeleaux_vineyards	wh_main_bas_ksl
wh_main_special_college_of_magic	wh_main_bas_ksl
wh_main_special_erengrad_port	wh_main_bas_ksl
wh_main_special_great_temple_of_ulric	wh_main_bas_ksl
wh_main_special_knights_panther_chapterhouse	wh_main_bas_ksl
wh_main_special_marienburg_port	wh_main_bas_ksl
wh_main_special_nuln_gunnery_school	wh_main_bas_ksl
wh_main_special_settlement_altdorf	wh_main_bas_ksl
wh_main_special_settlement_castle_drakenhof_empire	wh_main_bas_ksl
wh_main_special_settlement_couronne_empire	wh_main_bas_ksl
wh_main_special_settlement_kislev	wh_main_bas_ksl
wh_main_special_settlement_miragliano_empire	wh_main_bas_ksl
wh_main_special_tournament_grounds	wh_main_bas_ksl
wh2_main_special_settlement_altdorf_norsca	wh_main_bas_nor
wh2_main_special_settlement_athel_loren_norsca	wh_main_bas_nor
wh2_main_special_settlement_castle_drakenhof_norsca	wh_main_bas_nor
wh2_main_special_settlement_colony_major_other	wh_main_bas_nor
wh2_main_special_settlement_colony_minor_other	wh_main_bas_nor
wh2_main_special_settlement_couronne_norsca	wh_main_bas_nor
wh2_main_special_settlement_hellpit_other	wh_main_bas_nor
wh2_main_special_settlement_hexoatl_norsca	wh_main_bas_nor
wh2_main_special_settlement_itza_norsca	wh_main_bas_nor
wh2_main_special_settlement_khemri_norsca	wh_main_bas_nor
wh2_main_special_settlement_kislev_norsca	wh_main_bas_nor
wh2_main_special_settlement_lahmia_norsca	wh_main_bas_nor
wh2_main_special_settlement_lothern_norsca	wh_main_bas_nor
wh2_main_special_settlement_miragliano_norsca	wh_main_bas_nor
wh2_main_special_settlement_naggarond_norsca	wh_main_bas_nor
wh2_main_special_settlement_skavenblight_other	wh_main_bas_nor
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_nor
wh2_main_special_shrine_of_khaine_other	wh_main_bas_nor
wh2_main_special_ziggurat_of_dawn_beacon_chs	wh_main_bas_nor
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_nor
wh_main_NORSCA_garrison	wh_main_bas_nor
wh_main_NORSCA_military	wh_main_bas_nor
wh_main_NORSCA_outpost_major_human	wh_main_bas_nor
wh_main_NORSCA_outpost_major_human_coast	wh_main_bas_nor
wh_main_NORSCA_outpost_minor_human	wh_main_bas_nor
wh_main_NORSCA_outpost_minor_human_coast	wh_main_bas_nor
wh_main_NORSCA_port	wh_main_bas_nor
wh_main_NORSCA_settlement_major	wh_main_bas_nor
wh_main_NORSCA_settlement_major_coast	wh_main_bas_nor
wh_main_NORSCA_settlement_minor	wh_main_bas_nor
wh_main_NORSCA_settlement_minor_coast	wh_main_bas_nor
wh_main_NORSCA_smith	wh_main_bas_nor
wh_main_NORSCA_stables	wh_main_bas_nor
wh_main_NORSCA_worship	wh_main_bas_nor
wh_main_special_settlement_black_crag_norsca	wh_main_bas_nor
wh_main_special_settlement_eight_peaks_norsca	wh_main_bas_nor
wh_main_special_settlement_karaz_a_karak_norsca	wh_main_bas_nor
wh2_main_special_big_fort	wh_main_bas_orc
wh2_main_special_dorks_rock	wh_main_bas_orc
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_orc
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_orc
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_orc
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_orc
wh2_main_special_settlement_hellpit_other	wh_main_bas_orc
wh2_main_special_settlement_skavenblight_other	wh_main_bas_orc
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_orc
wh_dlc06_GREENSKIN_boars_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_garrison_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_garrison_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_military_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_major_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_major_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_minor_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_outpostnorsca_minor_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_major_coast_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_major_coast_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_minor_coast_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_minor_coast_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_minor_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_settlement_minor_wurrzag	wh_main_bas_orc
wh_dlc06_GREENSKIN_walls_skarsnik	wh_main_bas_orc
wh_dlc06_GREENSKIN_walls_wurrzag	wh_main_bas_orc
wh_dlc06_special_savage_orc_camp_wurrzag	wh_main_bas_orc
wh_main_GREENSKIN_boars	wh_main_bas_orc
wh_main_GREENSKIN_boss	wh_main_bas_orc
wh_main_GREENSKIN_boss_skarsnik	wh_main_bas_orc
wh_main_GREENSKIN_farm	wh_main_bas_orc
wh_main_GREENSKIN_garrison	wh_main_bas_orc
wh_main_GREENSKIN_industry	wh_main_bas_orc
wh_main_GREENSKIN_military	wh_main_bas_orc
wh_main_GREENSKIN_monsters	wh_main_bas_orc
wh_main_GREENSKIN_outpostnorsca_major	wh_main_bas_orc
wh_main_GREENSKIN_outpostnorsca_major_coast	wh_main_bas_orc
wh_main_GREENSKIN_outpostnorsca_minor	wh_main_bas_orc
wh_main_GREENSKIN_outpostnorsca_minor_coast	wh_main_bas_orc
wh_main_GREENSKIN_settlement_major	wh_main_bas_orc
wh_main_GREENSKIN_settlement_major_coast	wh_main_bas_orc
wh_main_GREENSKIN_settlement_minor	wh_main_bas_orc
wh_main_GREENSKIN_settlement_minor_coast	wh_main_bas_orc
wh_main_GREENSKIN_shaman	wh_main_bas_orc
wh_main_GREENSKIN_walls	wh_main_bas_orc
wh_main_GREENSKIN_workshop	wh_main_bas_orc
wh_main_special_savage_orc_camp	wh_main_bas_orc
wh_main_special_settlement_karaz_a_karak_greenskins	wh_main_bas_orc
wh2_main_savageorc_defence_norsca	wh_main_bas_savorc
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_savorc
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_savorc
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_savorc
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_savorc
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_savorc
wh2_main_special_pyramid_of_nagash_other	wh_main_bas_savorc
wh2_main_special_settlement_altdorf_savage	wh_main_bas_savorc
wh2_main_special_settlement_athel_loren_savage	wh_main_bas_savorc
wh2_main_special_settlement_castle_drakenhof_savage	wh_main_bas_savorc
wh2_main_special_settlement_colony_major_other	wh_main_bas_savorc
wh2_main_special_settlement_colony_minor_other	wh_main_bas_savorc
wh2_main_special_settlement_couronne_savage	wh_main_bas_savorc
wh2_main_special_settlement_hellpit_other	wh_main_bas_savorc
wh2_main_special_settlement_hexoatl_savage	wh_main_bas_savorc
wh2_main_special_settlement_itza_savage	wh_main_bas_savorc
wh2_main_special_settlement_khemri_savage	wh_main_bas_savorc
wh2_main_special_settlement_kislev_savage	wh_main_bas_savorc
wh2_main_special_settlement_lahmia_savage	wh_main_bas_savorc
wh2_main_special_settlement_lothern_savage	wh_main_bas_savorc
wh2_main_special_settlement_miragliano_savage	wh_main_bas_savorc
wh2_main_special_settlement_naggarond_savage	wh_main_bas_savorc
wh2_main_special_settlement_skavenblight_other	wh_main_bas_savorc
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_savorc
wh2_main_special_shrine_of_khaine_other	wh_main_bas_savorc
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_savorc
wh_main_GREENSKIN_boss	wh_main_bas_savorc
wh_main_GREENSKIN_boss_skarsnik	wh_main_bas_savorc
wh_main_GREENSKIN_farm	wh_main_bas_savorc
wh_main_GREENSKIN_industry	wh_main_bas_savorc
wh_main_GREENSKIN_monsters	wh_main_bas_savorc
wh_main_GREENSKIN_port	wh_main_bas_savorc
wh_main_GREENSKIN_walls	wh_main_bas_savorc
wh_main_SAVAGEORC_boars	wh_main_bas_savorc
wh_main_SAVAGEORC_boss	wh_main_bas_savorc
wh_main_SAVAGEORC_garrison	wh_main_bas_savorc
wh_main_SAVAGEORC_military	wh_main_bas_savorc
wh_main_SAVAGEORC_outpostnorsca_major	wh_main_bas_savorc
wh_main_SAVAGEORC_outpostnorsca_major_coast	wh_main_bas_savorc
wh_main_SAVAGEORC_outpostnorsca_minor	wh_main_bas_savorc
wh_main_SAVAGEORC_outpostnorsca_minor_coast	wh_main_bas_savorc
wh_main_SAVAGEORC_settlement_major	wh_main_bas_savorc
wh_main_SAVAGEORC_settlement_major_coast	wh_main_bas_savorc
wh_main_SAVAGEORC_settlement_minor	wh_main_bas_savorc
wh_main_SAVAGEORC_settlement_minor_coast	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_boars	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_farm	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_industry	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_military	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_monsters	wh_main_bas_savorc
wh_main_horde_SAVAGEORC_settlement	wh_main_bas_savorc
wh_main_special_settlement_black_crag_savage	wh_main_bas_savorc
wh_main_special_settlement_eight_peaks_savage	wh_main_bas_savorc
wh_main_special_settlement_karaz_a_karak_savage	wh_main_bas_savorc
wh2_main_EMPIRE_academy	wh_main_bas_teb
wh2_main_EMPIRE_roads	wh_main_bas_teb
wh2_main_HUMAN_resource_gemstones	wh_main_bas_teb
wh2_main_emp_defence_norsca	wh_main_bas_teb
wh2_main_emp_resource_animals	wh_main_bas_teb
wh2_main_emp_resource_medicine	wh_main_bas_teb
wh2_main_emp_resource_obsidian	wh_main_bas_teb
wh2_main_emp_resource_spices	wh_main_bas_teb
wh2_main_special_altdorf_imperial_palace	wh_main_bas_teb
wh2_main_special_chamber_of_visions	wh_main_bas_teb
wh2_main_special_clar_karond_lairs_other	wh_main_bas_teb
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_teb
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_teb
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_teb
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_teb
wh2_main_special_ghrond_convent_of_sorcery_emp	wh_main_bas_teb
wh2_main_special_glittering_tower	wh_main_bas_teb
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_teb
wh2_main_special_hag_graef_mines	wh_main_bas_teb
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_teb
wh2_main_special_itza_emerald_pools	wh_main_bas_teb
wh2_main_special_lothern_port_other	wh_main_bas_teb
wh2_main_special_quintex	wh_main_bas_teb
wh2_main_special_settlement_athel_loren_emp	wh_main_bas_teb
wh2_main_special_settlement_black_crag_emp	wh_main_bas_teb
wh2_main_special_settlement_colony_major_other	wh_main_bas_teb
wh2_main_special_settlement_colony_minor_other	wh_main_bas_teb
wh2_main_special_settlement_eight_peaks_emp	wh_main_bas_teb
wh2_main_special_settlement_hellpit_other	wh_main_bas_teb
wh2_main_special_settlement_hexoatl_emp	wh_main_bas_teb
wh2_main_special_settlement_itza_emp	wh_main_bas_teb
wh2_main_special_settlement_karaz_a_karak_emp	wh_main_bas_teb
wh2_main_special_settlement_khemri_emp	wh_main_bas_teb
wh2_main_special_settlement_lahmia_emp	wh_main_bas_teb
wh2_main_special_settlement_lothern_emp	wh_main_bas_teb
wh2_main_special_settlement_naggarond_emp	wh_main_bas_teb
wh2_main_special_settlement_skavenblight_other	wh_main_bas_teb
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_teb
wh2_main_special_shrine_of_khaine_other	wh_main_bas_teb
wh2_main_special_tower_of_hoeth_emp	wh_main_bas_teb
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_teb
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_teb
wh_main_EMPIRE_barracks	wh_main_bas_teb
wh_main_EMPIRE_farm_basic	wh_main_bas_teb
wh_main_EMPIRE_forges	wh_main_bas_teb
wh_main_EMPIRE_garrison	wh_main_bas_teb
wh_main_EMPIRE_industry_basic	wh_main_bas_teb
wh_main_EMPIRE_outpostnorsca_major	wh_main_bas_teb
wh_main_EMPIRE_outpostnorsca_major_coast	wh_main_bas_teb
wh_main_EMPIRE_outpostnorsca_minor	wh_main_bas_teb
wh_main_EMPIRE_outpostnorsca_minor_coast	wh_main_bas_teb
wh_main_EMPIRE_settlement_major	wh_main_bas_teb
wh_main_EMPIRE_settlement_major_coast	wh_main_bas_teb
wh_main_EMPIRE_settlement_minor	wh_main_bas_teb
wh_main_EMPIRE_settlement_minor_coast	wh_main_bas_teb
wh_main_EMPIRE_smiths	wh_main_bas_teb
wh_main_EMPIRE_stables	wh_main_bas_teb
wh_main_EMPIRE_tavern	wh_main_bas_teb
wh_main_EMPIRE_wizards	wh_main_bas_teb
wh_main_HUMAN_TEB_worship	wh_main_bas_teb
wh_main_HUMAN_resource_dyes	wh_main_bas_teb
wh_main_HUMAN_resource_furs	wh_main_bas_teb
wh_main_HUMAN_resource_gold	wh_main_bas_teb
wh_main_HUMAN_resource_iron	wh_main_bas_teb
wh_main_HUMAN_resource_marble	wh_main_bas_teb
wh_main_HUMAN_resource_pastures	wh_main_bas_teb
wh_main_HUMAN_resource_pottery	wh_main_bas_teb
wh_main_HUMAN_resource_salt	wh_main_bas_teb
wh_main_HUMAN_resource_timber	wh_main_bas_teb
wh_main_HUMAN_resource_wine	wh_main_bas_teb
wh_main_TEB_port	wh_main_bas_teb
wh_main_TEB_walls	wh_main_bas_teb
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_teb
wh_main_special_archecclesiatium	wh_main_bas_teb
wh_main_special_blazing_sun_chapterhouse	wh_main_bas_teb
wh_main_special_bokha_palace	wh_main_bas_teb
wh_main_special_bordeleaux_vineyards	wh_main_bas_teb
wh_main_special_college_of_magic	wh_main_bas_teb
wh_main_special_erengrad_port	wh_main_bas_teb
wh_main_special_great_temple_of_ulric	wh_main_bas_teb
wh_main_special_knights_panther_chapterhouse	wh_main_bas_teb
wh_main_special_marienburg_port	wh_main_bas_teb
wh_main_special_nuln_gunnery_school	wh_main_bas_teb
wh_main_special_settlement_altdorf	wh_main_bas_teb
wh_main_special_settlement_castle_drakenhof_empire	wh_main_bas_teb
wh_main_special_settlement_couronne_empire	wh_main_bas_teb
wh_main_special_settlement_kislev_empire	wh_main_bas_teb
wh_main_special_settlement_miragliano	wh_main_bas_teb
wh_main_special_tournament_grounds	wh_main_bas_teb
wh2_main_VAMPIRES_raisedead	wh_main_bas_vmp
wh2_main_VAMPIRES_resource_animals	wh_main_bas_vmp
wh2_main_VAMPIRES_resource_gemstones	wh_main_bas_vmp
wh2_main_VAMPIRES_resource_medicine	wh_main_bas_vmp
wh2_main_VAMPIRES_resource_obsidian	wh_main_bas_vmp
wh2_main_VAMPIRES_terrorgheists	wh_main_bas_vmp
wh2_main_VAMPIRES_wraiths	wh_main_bas_vmp
wh2_main_special_altar_of_ultimate_darkness_vmp	wh_main_bas_vmp
wh2_main_special_altdorf_imperial_palace_vmp	wh_main_bas_vmp
wh2_main_special_blood_keep	wh_main_bas_vmp
wh2_main_special_clar_karond_lairs_vmp	wh_main_bas_vmp
wh2_main_special_drakenhof_court	wh_main_bas_vmp
wh2_main_special_fortress_gate_eagle_vmp	wh_main_bas_vmp
wh2_main_special_fortress_gate_griffon_vmp	wh_main_bas_vmp
wh2_main_special_fortress_gate_phoenix_vmp	wh_main_bas_vmp
wh2_main_special_fortress_gate_unicorn_vmp	wh_main_bas_vmp
wh2_main_special_ghrond_convent_of_sorcery_vmp	wh_main_bas_vmp
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_vmp
wh2_main_special_lothern_port_other	wh_main_bas_vmp
wh2_main_special_mousillon_merovech	wh_main_bas_vmp
wh2_main_special_pyramid_of_nagash_vmp	wh_main_bas_vmp
wh2_main_special_settlement_athel_loren_vmp	wh_main_bas_vmp
wh2_main_special_settlement_black_crag_vmp	wh_main_bas_vmp
wh2_main_special_settlement_colony_major_other	wh_main_bas_vmp
wh2_main_special_settlement_colony_minor_other	wh_main_bas_vmp
wh2_main_special_settlement_eight_peaks_vmp	wh_main_bas_vmp
wh2_main_special_settlement_hellpit_other	wh_main_bas_vmp
wh2_main_special_settlement_hexoatl_vmp	wh_main_bas_vmp
wh2_main_special_settlement_itza_vmp	wh_main_bas_vmp
wh2_main_special_settlement_karaz_a_karak_vmp	wh_main_bas_vmp
wh2_main_special_settlement_khemri_vmp	wh_main_bas_vmp
wh2_main_special_settlement_lahmia_vmp	wh_main_bas_vmp
wh2_main_special_settlement_lothern_vmp	wh_main_bas_vmp
wh2_main_special_settlement_naggarond_vmp	wh_main_bas_vmp
wh2_main_special_settlement_skavenblight_other	wh_main_bas_vmp
wh2_main_special_shrine_of_asuryan_vmp	wh_main_bas_vmp
wh2_main_special_shrine_of_khaine_vmp	wh_main_bas_vmp
wh2_main_special_ziggurat_of_dawn_beacon_vmp	wh_main_bas_vmp
wh2_main_vmp_defence_norsca	wh_main_bas_vmp
wh2_main_vmp_resource_spices	wh_main_bas_vmp
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_vmp
wh_main_VAMPIRES_armoury	wh_main_bas_vmp
wh_main_VAMPIRES_balefire	wh_main_bas_vmp
wh_main_VAMPIRES_bindingcircle	wh_main_bas_vmp
wh_main_VAMPIRES_cemetary	wh_main_bas_vmp
wh_main_VAMPIRES_forest	wh_main_bas_vmp
wh_main_VAMPIRES_garrison	wh_main_bas_vmp
wh_main_VAMPIRES_necromancers	wh_main_bas_vmp
wh_main_VAMPIRES_ossuary	wh_main_bas_vmp
wh_main_VAMPIRES_outpostnorsca_major	wh_main_bas_vmp
wh_main_VAMPIRES_outpostnorsca_major_coast	wh_main_bas_vmp
wh_main_VAMPIRES_outpostnorsca_minor	wh_main_bas_vmp
wh_main_VAMPIRES_outpostnorsca_minor_coast	wh_main_bas_vmp
wh_main_VAMPIRES_port	wh_main_bas_vmp
wh_main_VAMPIRES_repression	wh_main_bas_vmp
wh_main_VAMPIRES_resource_dyes	wh_main_bas_vmp
wh_main_VAMPIRES_resource_furs	wh_main_bas_vmp
wh_main_VAMPIRES_resource_gold	wh_main_bas_vmp
wh_main_VAMPIRES_resource_iron	wh_main_bas_vmp
wh_main_VAMPIRES_resource_marble	wh_main_bas_vmp
wh_main_VAMPIRES_resource_pastures	wh_main_bas_vmp
wh_main_VAMPIRES_resource_pottery	wh_main_bas_vmp
wh_main_VAMPIRES_resource_salt	wh_main_bas_vmp
wh_main_VAMPIRES_resource_timber	wh_main_bas_vmp
wh_main_VAMPIRES_resource_wine	wh_main_bas_vmp
wh_main_VAMPIRES_settlement_major	wh_main_bas_vmp
wh_main_VAMPIRES_settlement_major_coast	wh_main_bas_vmp
wh_main_VAMPIRES_settlement_minor	wh_main_bas_vmp
wh_main_VAMPIRES_settlement_minor_coast	wh_main_bas_vmp
wh_main_VAMPIRES_vampires	wh_main_bas_vmp
wh_main_VAMPIRES_walls	wh_main_bas_vmp
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_vmp
wh_main_special_bokha_palace	wh_main_bas_vmp
wh_main_special_bordeleaux_vineyards	wh_main_bas_vmp
wh_main_special_college_of_magic_vampires	wh_main_bas_vmp
wh_main_special_erengrad_port	wh_main_bas_vmp
wh_main_special_marienburg_port	wh_main_bas_vmp
wh_main_special_settlement_altdorf_vampires	wh_main_bas_vmp
wh_main_special_settlement_castle_drakenhof	wh_main_bas_vmp
wh_main_special_settlement_couronne_vampires	wh_main_bas_vmp
wh_main_special_settlement_kislev_vampires	wh_main_bas_vmp
wh_main_special_settlement_miragliano_vampires	wh_main_bas_vmp
wh_pro02_VAMPIRES_isabella_unique	wh_main_bas_vmp
