dilemmas_tables
5
generate	key	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override
False	wh_dlc03_full_moon_preparations_full_moon_8	The great weird moon, Morrslieb, hangs low and large in the sky, casting its eerie and singular green incandescence over the canopies of the twisted forests. Its rise is a portent of greatness for the Beastmen - who now look to you, Beastlord. How will you direct them?	The Dark Moon	full_moon_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_full_moon_9	The great weird moon, Morrslieb, hangs low and large in the sky, casting its eerie and singular green incandescence over the canopies of the twisted forests. Its rise is a portent of greatness for the Beastmen - who now look to you, Beastlord. How will you direct them?	The Dark Moon	full_moon_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_1	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_10	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_11	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_12	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_13	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_14	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_15	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_16	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_17	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_18	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_19	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_2	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_20	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_3	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_4	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_5	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_6	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_7	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_8	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_lunar_eclipse_9	The moon is suffused with a deep, dark crimson - a sign of the rage of the Ruinous Powers, and a call for the Beastmen to see this rage manifested. It is you, Beastlord, who must channel this hatred and direct it upon our enemies.	The Dark Moon	lunar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_1	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_10	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_11	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_12	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_13	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_14	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_15	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_16	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_17	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_18	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_19	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_2	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_20	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_3	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_4	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_5	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_6	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_7	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_8	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc03_full_moon_preparations_solar_eclipse_9	Morrslieb is ascendant, usurping the sun's revered place in the firmament! The world is awash with its sick and terrible hue. Such an event is almost unheard of - it is a call to the Beastmen; a sign that the herd has an opportunity to dominate. Lead them, Beastlord - seize glory!	The Dark Moon	solar_eclipse_loop	True	dark_moon	UI_CAM_EVENT_Dilemma_Full_Moon	UI_CAM_HUD_Dilemma_Full_Moon
False	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2	Vlad has kept his revivification a secret from the general populace - both mortal and living - so far, as this serves to further his machinations, but now it is time to make the Midnight Aristocracy either quail in fear of domination or flock to his banner. But how best to display such power? Through a bloody massacre or the tempting of Dark Magic and the promise to share?	The Carstein Ring	generic	False	Quest		
True	wh_dlc05_wef_asrai_asur_druchii	Carried by elegantly-hewn ships, our cousins have travelled from the distant lands of Ulthuan to visit us. After so many long years, they have finally deigned to visit their forest brethren. Is this a gracious visit, or an omen of arrogance? Do you consider this a slight or a blessing? Will you grant them an audience with the Elven Council?	Asrai, Asur, Druchii	diplomacy	False	Event		
True	wh_dlc05_wef_children_of_eternity	The Asrai have long had a… patchy relationship with the denizens of the forest. Whilst often the two peoples get along harmoniously, there have been issues. Lately, malevolent Dryads have taken to kidnapping Elven children for fun. When brought to justice they remain unrepentant - it is their forest, they say. To burn them would anger the forest, but surely they must be made to pay for their crimes against the Asrai?	Children of Eternity	politics	False	Event		
True	wh_dlc05_wef_festival_of_the_equinox	Interlopers into the Trickster's Woods have been caught and brought before you to face justice. The sentence is clear: death. Yet before you can pass judgement, one of the captives issues a brazen challenge; if he can last one hour in battle with a Wardancer, then he and his friends go free. If not, he accepts your sentence. It is a... bold request, but one you have no obligation to accept.	Festival of the Equinox	politics	False	Event		
True	wh_dlc05_wef_heavens_or_the_underworld	The Asrai wish to erect a new shrine within Athel Loren, to give praise to the gods they so faithfully serve. Yet the question is posed - to whom should this shrine be dedicated? The two frontrunners are Asuryan or Khaine, yet ultimately the choice is yours. Do you wish honour the Phoenix King, Asuryan, the wise and just ruler of the Elven pantheon, or his brother Khaine; harsh and ruthless God of Battle?	Heavens or the Underworld?	diplomacy	False	Event		
True	wh_dlc05_wef_shape_shifters	The Elves of the Skymark Reaches, Cavaroc, come to you with a proposal. These subjects of Lord Edrael have ever been brash; always the first into battle and the last to apologise, yet their latest endeavours are somewhat more… nefarious. They wish to subvert the Bretonnian Dukedom of Quenelles by planting shapeshifting forest spirits amongst the court as Damsels. Such a sneaky scheme is sure to wreak havoc amongst the Bretonnians, which may be to our advantage. Do you wish to aid them, or not?	Shape-Shifters	messenger	False	Event		
True	wh_dlc05_wef_the_dreaming_wood	A young Glade Lord, full of hope and naivety, wishes to journey into the Dreaming Wood to recover a lost artefact. Headstrong and confident, perhaps to the point of arrogance; the Dreaming Wood is a twisted domain ruled by the Prince of Pleasure, Slaanesh - to enter is to dance with the Chaos God of madness and desire. Most who enter never return, claimed body and soul by the forces of Ruin. Yet this Glade Lord seems self-assured - do you allow them to recover this item or forbid the journey?	The Dreaming Wood	generic	False	Event		
True	wh_dlc05_wef_the_fate_of_the_body	As with all things of the natural world, a denizen of the forest has shed their mortal shell and become one with the woods. Yet the question remains of how to honour the body, now that they have passed. They could be sacrificed in the flames, immolated as Orion is each year - a warrior's pyre - or the body could be planted deep within the ground, allowing the hungry roots of the Deepwood to draw strength from the mouldering remains...	The Fate of the Body	funeral	False	Event		
True	wh_dlc05_wef_the_great_stag	The Great Stag is a revered and treasured creature of Athel Loren; renowned for its magical, ethereal properties, many say it represents the soul of the forest itself. On a hunt one day, you come across one of the majestic creatures, presenting you with a unique opportunity. It is the way of the forest to hunt, a part of the natural cycle of life. If you could claim the antlers of such a great beast, you would be honoured as true master of the Hunt. Yet there is much to be said for staying your hand, and leaving the beast in peace...	The Great Stag	civilisation_up	False	Event		
True	wh_dlc05_wef_the_night_glens	Lady Morlanna and Lord Arlas have been turning a blind eye to the practises of their subjects, and hence the shadowed Night Glens are awash with forbidden and arcane magics. The Elven subjects are ever-accommodating, and invite you to join them, perhaps in the hope that you may spare them retribution, and even learn something for your trouble...?	The Night Glens	army_morale_up	False	Event		
True	wh_dlc05_wef_vaults_of_winter	Arranoc lies under the eternal summer sun, scarcely knowing night. The guests to this mystical and radiant part of the forest have been feasting endlessly, fattening themselves for the coming sacrifice. Many whisper that this time is now, yet the guests could yet continue to feast themselves into a greater state of readiness. What do you think, my Lord?	Vaults of Winter	civilisation_up	False	Event		
True	wh_dlc07_brt_a_noble_feast	Following a great feast with much revelry, there is a glut of leftovers. The peasants grumble about 'hunger' and 'starving', but aren't they always? What to do with this surplus, then?	A Noble Feast	celebration	False	Event		
True	wh_dlc07_brt_dedicated_service	The noble Knights and aristocrats who keep the realm at peace deserve a token of our thanks, but how best to reward them?	Dedicated Service	generic	False	Event		
False	wh_dlc07_brt_final_battle_choice	Bretonnia stands strong as the protector of honour and chivalry. Yet one last challenge must still be met, in the wastes of the Old World. Our King prepares for battle on the grandest of scales and calls forth an Errantry War. I ask  you now to bestow your great virtues upon us and lead the Knightly Orders to their final victory over our enemy!	Wars of Errantry	errant_war	True	Event		
True	wh_dlc07_brt_food_hoarder	A treasonous peasant was discovered siphoning extra grain for himself and family, who are apparently 'starving'. The clerics say we should make an example of him; what do you think?	Food Hoarder	politics	False	Event		
True	wh_dlc07_brt_gifted_children	Whilst absently observing the noble children at play in the castle grounds, a squire observed some displaying a certain magical affinity. Could their latent talents be harnessed?	Gifted Children	messenger	False	Event		
True	wh_dlc07_brt_hidden_statue	On his travels a Knight, by happenstance, has stumbled upon a statue of the Lady, forged of solid gold. Many in the court suggest we bring it back to the city as a monument, but locals near the forest say it protects them from dark forces. What shall we do?	Hidden Statue	messenger	False	Event		
True	wh_dlc07_brt_hunting_grounds	Your nobles have stumbled upon lush fields, filled with game; a beautiful hunting ground. The local peasants say it is 'farmland', but the nobles do so want to hunt…	Hunting Grounds	generic	False	Event		
True	wh_dlc07_brt_knowledge_from_the_lady	The Servants of the Lady wish to pilgrimage to holy sites around the realm; a quest of knowledge and faith. They have asked that you donate to their worthy cause.	Knowledge from the Lady	politics	False	Event		
True	wh_dlc07_brt_mockery_of_our_vows	Gossip has spread throughout the court that a foreign Lord has been openly mocking the Bretonnian vows; will you let such a slur stand?	Mockery of our Vows	diplomacy	False	Event		
True	wh_dlc07_brt_pimples_and_brown_spots	Plague regularly visits Bretonnia, so we must be ever vigilant. Some nobles and peasants have shown peculiar discolouration on their skin, a potential sign of the Green Pox…	Pimples & Brown Spots	civilisation_down	False	Event		
True	wh_dlc07_brt_prosperous_harvest	An unusually bountiful harvest has left us with a rare and excessive surplus. This can be distributed immediately or stored for the future…	Prosperous Harvest	civilisation_up	False	Event		
False	wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	Although funds have been raised and a search party deployed, the results are as thin as a peasant in Winter. Alberic feels the clawing miasma of failure seeping in, and his questing dreams evaporating. However, when all seems lost, a suspicious man arrives in Bordeleaux, offering information on the whereabouts of the thieves. As these men always do, however, he seeks a price for the knowledge in gold or silver.	Trident of Manann	messenger	True	Quest		
True	wh_dlc07_brt_the_price_of_chivalry	The Damsels and Priests have come forth, claiming 'The  Lady is watching'. They speak with the words of the Enchantress, and so we must know - what great deeds shall we perform for her?	The Price of Chivalry	faction	False	Event		
True	wh_dlc07_brt_whispers_of_witchcraft	Panic has gripped the peasantry as rumours of a curse-hurling, child-snatching witch abound in local villages.	Whispers of Witchcraft	civilisation_down	False	Event		
True	wh_main_all_a_stranger_comes	A cloaked stranger, from the mist-shrouded land of Albion, approaches with a request. He is of sinister aspect but assures you that his intentions are good.	A Stranger Comes	messenger	False	Event		
True	wh_main_all_a_stranger_comes_vmp	A cloaked stranger, from the mist-shrouded land of Albion, approaches with a request. He is of sinister aspect but assures you that his intentions are good.	A Stranger Comes	messenger	False	Event		
True	wh_main_all_foolish_vainglory	They say you revel in victory. They say you spend more time erecting monuments to battles past than managing the realm. They say you are a fool.	Foolish Vainglory	politics	False	Event		
True	wh_main_all_the_gods_are_angry	The omens are ill - something you have done has angered the gods! Yet they are fickle; they may forgive you in time... or more immediate appeasement might be necessary!	The Gods are Angry	civilisation_down	False	Event		
True	wh_main_all_the_migration	A great migration comes to our borders, demanding shelter from larger threats abroad. Do we let them cross into our territory or turn them away?	The Migration	generic	False	Event		
True	wh_main_all_under_the_dark_moons_glare	Your warriors range deep into hostile lands, but all is not well. There are dark omens abroad, as if the shadow of some horned god was watching from the evil moon above. The army is fettered by Morrslieb's glare.	Under Morrslieb's Glare	faction	False	Event		
False	wh_main_azhag_the_slaughterer_azhags_ard_armour_stage_1	Azhag's Armour is alright. It's got spikes in the right places, the odd skull here and there and is decorated with the crusted blood of countless broken enemies. But it's missing something, and Azhag can't quite put his finger on what that is. He summons his Shamans to demand answers.	Azhag's 'Ard Armour	generic	False	Quest		
False	wh_main_brt_border_dispute	Our wine factors have fallen out with Empire traders over something to do with extra customs levies on our wine. Swords have yet to be drawn, but if no deal is struck this could escalate. How should we settle this?	Border Dispute	generic	False	Event		
False	wh_main_brt_corrupt_duke	The Duke of this realm does not exemplify the Lady's creed, he pockets taxes and never pays tribute to the King. He has even denied his hospitality to visiting Questing Knights, breaking a sacred Knightly vow!	Corrupt Duke	generic	False	Event		
False	wh_main_brt_peasant_riots	The peasantry have always been an ungrateful mob. Do they not see that taxes pay for the roads, the keeps and the walls they come running to when in need of protection? And now they riot! Something must be done.	Peasant Riots	generic	False	Event		
True	wh_main_chs_the_eye_closes	The Eye of the Gods is closed, or so your Sorcerers tell you. Maybe it is for the best - a time to grow in power unfettered by the Gods' demands. Or… perhaps a more grandiose glorifying act is needed to open the Eye once more?	The Eye Closes	land_victory	False	Event		
True	wh_main_chs_the_eye_opens	The Chaos Gods take notice of their champion, but rarely do they act in accord. Khorne demands slaughter, but Tzeentch orders a more subtle approach.	The Eye Opens	messenger	False	Event		
True	wh_main_chs_the_eye_opens_wider	The Chaos Gods see their champion, but each has its own agenda. Nurgle wishes the temperate southern regions, perfect for his unctuous poxes to spread. Slaanesh desires the colder north, where men look to their warm beds.	The Eye Opens Wider	celebration	False	Event		
True	wh_main_dwf_a_grudge_too_far	The enemy has wronged us… but righting this grudge will cost us deeply, perhaps too deeply. Maybe, just this once, we should ignore the slight and focus on the grander objective?	A Grudge Too Far	generic	False	Event		
True	wh_main_dwf_a_shameful_display	A close ally of ours, an influential Dawi sitting on several Guild councils, has shamed his family name with a craven act. He should by all accounts take the Slayer Oath and go into exile, but we will lose his influence.	A Shameful Display	civilisation_down	False	Event		
True	wh_main_dwf_besieged_khazid	A Dwarf trade caravan is ringed by Goblin Wolf raiders. A stalemate has developed, but the foe refuses to relent. Such a local affray should be dealt with by the local Lord, but your intervention could speed things up.	Caravan Raid	politics	False	Event		
True	wh_main_dwf_empire_in_flames	The manlings of Sigmar come pleading to us once again. They have witnessed our devastating flame weapons and beg that we share the secrets to this technology, as we once did with black powder.	Empire in Flames	civilisation_up	False	Event		
