cai_personality_group_junctions_tables
0
unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11
wh_group_dwarfs_default	wh_dwarfs_early_subordinate	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_early_variant1	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_subordinate	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default	wh_dwarfs_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_variant1	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default	wh_dwarfs_variant1_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_separatist_default	wh_dwarfs_separatist_default	1	2	95	105	200	1	1	1	1
wh_group_dwarfs_subjugator_easy	wh_dwarfs_early_subjugator_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_easy	wh_dwarfs_subjugator_easy	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subjugator_easy	wh_dwarfs_subjugator_easy_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subjugator_hard_against_civilised_factions	wh_dwarfs_early_subjugator_less_diplomatic_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard_against_civilised_factions	wh_dwarfs_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard_against_civilised_factions	wh_dwarfs_subjugator_less_diplomatic_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subjugator_hard_against_civilised_factions	wh_dwarfs_subjugator_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	wh_dwarfs_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	wh_dwarfs_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	wh_dwarfs_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard_easier_for_civilised_factions	wh_dwarfs_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subjugator_hard	wh_dwarfs_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard	wh_dwarfs_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subjugator_hard	wh_dwarfs_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator_hard	wh_dwarfs_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subjugator	wh_dwarfs_early_subjugator	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator	wh_dwarfs_subjugator	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subjugator	wh_dwarfs_subjugator_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subjugator	wh_dwarfs_subjugator_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subordinate_easy	wh_dwarfs_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subordinate_easy	wh_dwarfs_early_subordinate_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subordinate_easy	wh_dwarfs_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subordinate_easy	wh_dwarfs_subordinate_easy	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subordinate_hard	wh_dwarfs_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subordinate_hard	wh_dwarfs_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subordinate_hard	wh_dwarfs_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subordinate_hard	wh_dwarfs_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_subordinate	wh_dwarfs_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_subordinate	wh_dwarfs_early_subordinate	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_subordinate	wh_dwarfs_subordinate	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_subordinate	wh_dwarfs_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_default	0	2	95	105	200	1	1	0	0
wh_group_empire_default_easy	wh_empire_default_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_default_easy	wh_empire_dislikes_empire_easy	0	2	95	105	200	1	1	0	0
wh_group_empire_default_easy	wh_empire_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_early_dislikes_empire_easy	1	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_early_subordinate_easy	1	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_early_variant1_easy	1	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_easy	wh_empire_subordinate_easy	0	2	95	105	200	1	1	0	0
wh_group_empire_default_easy	wh_empire_variant1	0	2	95	105	200	1	1	0	0
wh_group_empire_default_easy	wh_empire_variant1_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_default_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_default_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_default_hard_against_civilised_factions	wh_empire_dislikes_empire_less_diplomatic_hard	0	2	95	105	200	8	8	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_early_default_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_early_dislikes_empire_less_diplomatic_hard	8	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_early_variant1_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_against_civilised_factions	wh_empire_variant1_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_default_hard	0	2	95	105	200	4	4	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_dislikes_empire_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_early_default_hard	4	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_early_dislikes_empire_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_early_subordinate_hard	8	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_early_variant1_hard	4	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_subordinate_hard	0	2	95	105	200	8	8	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_variant1_hard	0	2	95	105	200	4	4	0	0
wh_group_empire_default_hard_easier_for_civilised_factions	wh_empire_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_default_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard	wh_empire_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_default_hard	wh_empire_dislikes_empire_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard	wh_empire_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_early_dislikes_empire_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard	wh_empire_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default_hard	wh_empire_variant1_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_default_hard	wh_empire_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_default	0	2	95	105	200	1	1	0	0
wh_group_empire_default	wh_empire_default_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_default	wh_empire_dislikes_empire	0	2	95	105	200	1	1	0	0
wh_group_empire_default	wh_empire_early_default	1	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_early_dislikes_empire	1	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_early_subordinate	1	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_early_variant1	1	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_subordinate	0	2	95	105	200	1	1	0	0
wh_group_empire_default	wh_empire_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_default	wh_empire_variant1	0	2	95	105	200	1	1	0	0
wh_group_empire_default	wh_empire_variant1_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_separatist_default_easy	wh_empire_separatist_default_easy	1	2	95	105	200	1	1	0	1
wh_group_empire_separatist_default_easy	wh_empire_separatist_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_separatist_default	wh_empire_separatist_default	1	2	95	105	200	1	1	0	0
wh_group_empire_separatist_default	wh_empire_separatist_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_subjugator_easy	wh_empire_early_subjugator_easy	1	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_easy	wh_empire_subjugator_easy	0	2	95	105	200	1	1	0	0
wh_group_empire_subjugator_easy	wh_empire_subjugator_easy_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_subjugator_hard_against_civilised_factions	wh_empire_early_subjugator_less_diplomatic_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard_against_civilised_factions	wh_empire_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard_against_civilised_factions	wh_empire_subjugator_less_diplomatic_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_subjugator_hard_against_civilised_factions	wh_empire_subjugator_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_subjugator_hard_easier_for_civilised_factions	wh_empire_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard_easier_for_civilised_factions	wh_empire_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_subjugator_hard_easier_for_civilised_factions	wh_empire_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard_easier_for_civilised_factions	wh_empire_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_subjugator_hard	wh_empire_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard	wh_empire_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_empire_subjugator_hard	wh_empire_subjugator_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_subjugator_hard	wh_empire_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_empire_subjugator	wh_empire_early_subjugator	1	2	95	105	200	0	0	0	0
wh_group_empire_subjugator	wh_empire_subjugator	0	2	95	105	200	1	1	0	0
wh_group_empire_subjugator	wh_empire_subjugator_allied	0	2	95	105	200	0	0	0	0
wh_group_empire_subjugator	wh_empire_subjugator_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default_easy	wh_greenskins_default	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_easy	wh_greenskins_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default_easy	wh_greenskins_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_easy	wh_greenskins_early_subordinate_easy	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_easy	wh_greenskins_early_variant1_easy	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_easy	wh_greenskins_subordinate_easy	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_easy	wh_greenskins_variant1_easy	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_default_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_default_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_early_default_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_early_variant1_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard_against_greenskins	wh_greenskins_variant1_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_default_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_early_subordinate_hard	2	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_subordinate_hard	0	2	95	105	200	2	2	0	0
wh_group_greenskins_default_hard_more_subordinate	wh_greenskins_variant1_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard	wh_greenskins_default_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard	wh_greenskins_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default_hard	wh_greenskins_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard	wh_greenskins_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard	wh_greenskins_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default_hard	wh_greenskins_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default_hard	wh_greenskins_variant1_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default	wh_greenskins_default	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default	wh_greenskins_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_default	wh_greenskins_early_default	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default	wh_greenskins_early_subordinate	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default	wh_greenskins_early_variant1	1	2	95	105	200	0	0	0	0
wh_group_greenskins_default	wh_greenskins_subordinate	0	2	95	105	200	1	1	0	0
wh_group_greenskins_default	wh_greenskins_variant1	0	2	95	105	200	1	1	0	0
wh_group_greenskins_noraze_easy	wh_greenskins_default	0	2	95	105	200	1	1	1	1
wh_group_greenskins_noraze_easy	wh_greenskins_early_noraze_easy	1	2	95	105	200	0	0	0	0
wh_group_greenskins_noraze_hard	wh_greenskins_default_hard	0	2	95	105	200	1	1	1	1
wh_group_greenskins_noraze_hard	wh_greenskins_early_noraze_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_noraze	wh_greenskins_default	0	2	95	105	200	1	1	1	1
wh_group_greenskins_noraze	wh_greenskins_early_noraze	1	2	95	105	200	0	0	0	0
wh_group_greenskins_separatist_default	wh_greenskins_separatist_default	1	2	95	105	200	1	1	1	1
wh_group_greenskins_subjugator_easy	wh_greenskins_early_subjugator_easy	1	2	95	105	200	0	0	0	0
wh_group_greenskins_subjugator_easy	wh_greenskins_subjugator_easy	0	2	95	105	200	1	1	0	0
wh_group_greenskins_subjugator_easy	wh_greenskins_subjugator_easy_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_subjugator_hard_against_greenskins	wh_greenskins_early_subjugator_less_diplomatic_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_subjugator_hard_against_greenskins	wh_greenskins_subjugator_less_diplomatic_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_subjugator_hard_against_greenskins	wh_greenskins_subjugator_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_subjugator_hard_more_subordinate	wh_greenskins_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_subjugator_hard_more_subordinate	wh_greenskins_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_subjugator_hard_more_subordinate	wh_greenskins_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_subjugator_hard	wh_greenskins_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_group_greenskins_subjugator_hard	wh_greenskins_subjugator_hard	0	2	95	105	200	1	1	0	0
wh_group_greenskins_subjugator_hard	wh_greenskins_subjugator_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_subjugator	wh_greenskins_early_subjugator	1	2	95	105	200	0	0	0	0
wh_group_greenskins_subjugator	wh_greenskins_subjugator	0	2	95	105	200	1	1	0	0
wh_group_greenskins_subjugator	wh_greenskins_subjugator_late_game	0	2	95	105	200	0	0	1	1
wh_group_greenskins_waaagh	wh_greenskins_waaagh	1	2	95	105	200	1	1	1	1
wh_group_norsca_default_easy	wh_norsca_default	0	2	95	105	200	1	1	0	0
wh_group_norsca_default_easy	wh_norsca_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_default_easy	wh_norsca_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_norsca_default_hard	wh_norsca_default_hard	0	2	95	105	200	1	1	0	0
wh_group_norsca_default_hard	wh_norsca_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_default_hard	wh_norsca_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_norsca_default	wh_norsca_default	0	2	95	105	200	1	1	0	0
wh_group_norsca_default	wh_norsca_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_default	wh_norsca_early_default	1	2	95	105	200	0	0	0	0
wh_group_norsca_emerged_default	wh_norsca_emerged_default	1	50	100	105	200	1	1	0	0
wh_group_norsca_emerged_default	wh_norsca_emerged_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_separatist_default	wh_norsca_separatist_default	1	2	95	105	200	1	1	1	1
wh_group_norsca_start_aggressive_easy	wh_norsca_default	1	2	95	105	200	1	1	0	0
wh_group_norsca_start_aggressive_easy	wh_norsca_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_start_aggressive_hard	wh_norsca_default_hard	1	2	95	105	200	1	1	0	0
wh_group_norsca_start_aggressive_hard	wh_norsca_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_norsca_start_aggressive	wh_norsca_default	1	2	95	105	200	1	1	0	0
wh_group_norsca_start_aggressive	wh_norsca_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_teb_default_easy	wh_teb_default	0	2	95	105	200	1	1	0	0
wh_group_teb_default_easy	wh_teb_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_teb_default_easy	wh_teb_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_teb_default_hard	wh_teb_default_hard	0	2	95	105	200	1	1	0	0
wh_group_teb_default_hard	wh_teb_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_teb_default_hard	wh_teb_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_teb_default	wh_teb_default	0	2	95	105	200	1	1	0	0
wh_group_teb_default	wh_teb_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_teb_default	wh_teb_early_default	1	2	95	105	200	0	0	0	0
wh_group_teb_separatist_default	wh_teb_separatist_default	1	2	95	105	200	1	1	1	1
wh_group_vampires_default_easy	wh_vampires_default	0	2	95	105	200	1	1	0	0
wh_group_vampires_default_easy	wh_vampires_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_vampires_default_easy	wh_vampires_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_easy	wh_vampires_early_variant1_easy	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_easy	wh_vampires_variant1_easy	0	2	95	105	200	1	1	0	0
wh_group_vampires_default_hard_against_vampire_factions	wh_vampires_default_less_diplomatic_hard	0	2	95	105	200	1	1	0	0
wh_group_vampires_default_hard_against_vampire_factions	wh_vampires_default_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_vampires_default_hard_against_vampire_factions	wh_vampires_early_default_less_diplomatic_hard	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_hard_against_vampire_factions	wh_vampires_early_variant1_less_diplomatic_hard	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_hard_against_vampire_factions	wh_vampires_variant1_less_diplomatic_hard	0	2	95	105	200	1	1	0	0
wh_group_vampires_default_hard	wh_vampires_default_hard	0	2	95	105	200	1	1	0	0
wh_group_vampires_default_hard	wh_vampires_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_vampires_default_hard	wh_vampires_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_hard	wh_vampires_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_group_vampires_default_hard	wh_vampires_variant1_hard	0	2	95	105	200	1	1	0	0
wh_group_vampires_default	wh_script_foolishly_brave	0	2	95	105	200	0	0	0	0
wh_group_vampires_default	wh_vampires_default	0	2	95	105	200	1	1	0	0
wh_group_vampires_default	wh_vampires_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_vampires_default	wh_vampires_early_default	1	2	95	105	200	0	0	0	0
wh_group_vampires_default	wh_vampires_early_variant1	1	2	95	105	200	0	0	0	0
wh_group_vampires_default	wh_vampires_variant1	0	2	95	105	200	1	1	0	0
wh_group_vampires_separatist_default	wh_vampires_separatist_default	1	2	95	105	200	1	1	1	1
