building_chains_tables
5
key	unknown1	chain_category	unknown3	building_superchain	optional_tier_icon	unknown6
wh_dlc05_wef_resource_pastures		money	False	wh_dlc05_sch_wef_resource_pastures		0
wh_dlc05_wef_resource_pottery		money	False	wh_dlc05_sch_wef_resource_pottery		0
wh_dlc05_wef_resource_salt		money	False	wh_dlc05_sch_wef_resource_salt		0
wh_dlc05_wef_resource_timber		money	False	wh_dlc05_sch_wef_resource_timber		0
wh_dlc05_wef_resource_wine		money	False	wh_dlc05_sch_wef_resource_wine		0
wh_dlc05_wef_settlement_major		money	True	wh_dlc05_sch_wef_settlement_major	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_settlement_major_coast		money	False	wh_dlc05_sch_wef_settlement_major_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_settlement_major_main		money	True	wh_dlc05_sch_wef_settlement_major_main	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_settlement_minor		money	True	wh_dlc05_sch_wef_settlement_minor	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_settlement_minor_coast		money	False	wh_dlc05_sch_wef_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_spellsingers		military	True	wh_dlc05_sch_wef_sup_spellsingers		1
wh_dlc05_wef_temple_anath_raema		money	True	wh_dlc05_sch_temple_anath_raema		8
wh_dlc05_wef_temple_ereth_khial		money	True	wh_dlc05_sch_temple_ereth_khial		8
wh_dlc05_wef_temple_isha		money	True	wh_dlc05_sch_temple_isha		8
wh_dlc05_wef_temple_kurnous		money	True	wh_dlc05_sch_temple_kurnous		8
wh_dlc05_wef_tree_delliandra		money	True	wh_dlc05_sch_tree_delliandra		9
wh_dlc05_wef_tree_druthandor		money	True	wh_dlc05_sch_tree_druthandor		9
wh_dlc05_wef_tree_spirits		military	True	wh_dlc05_sch_wef_mil_tree_spirits		4
wh_dlc05_wef_tree_talrennic		money	True	wh_dlc05_sch_tree_talrennic		9
wh_dlc05_wef_tree_threllock		money	True	wh_dlc05_sch_tree_threllock		9
wh_dlc05_wef_walls		military	True	wh_dlc05_sch_wef_sdf_walls		2
wh_dlc06_DWARFS_eight_peaks		money	True	wh_dlc06_sch_special_eight_peaks	data\UI\Buildings\tier_icons\tier_dwarf_city_eight_peaks.png	9
wh_dlc06_DWARFS_ranger_hub		military	True	wh2_main_sch_military4_monsters		1
wh_dlc06_DWARFS_ranger_hub_all		military	True	wh2_main_sch_military4_monsters		1
wh_dlc06_GREENSKINS_resource_animals		military	True	wh2_main_sch_resource_animals		11
wh_dlc06_GREENSKIN_boars_skarsnik		military	True	wh_dlc06_sch_greenskin_boars_skarsnik		3
wh_dlc06_GREENSKIN_eight_peaks		money	True	wh_dlc06_sch_special_eight_peaks	data\UI\Buildings\tier_icons\tier_greenskins_city_eight_peaks.png	9
wh_dlc06_GREENSKIN_garrison_skarsnik		military	True	wh_main_sch_human_garrison		0
wh_dlc06_GREENSKIN_garrison_wurrzag		military	True	wh_main_sch_human_garrison		0
wh_dlc06_GREENSKIN_military_skarsnik		military	True	wh2_main_sch_military1_barracks		1
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_skarsnik		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_wurrzag		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_major_skarsnik		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_major_wurrzag		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_skarsnik		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_wurrzag		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_minor_skarsnik		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_outpostnorsca_minor_wurrzag		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_major_coast_skarsnik		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_major_coast_wurrzag		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_major_skarsnik		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_major_wurrzag		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_minor_coast_skarsnik		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_minor_coast_wurrzag		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_minor_skarsnik		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_settlement_minor_wurrzag		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_dlc06_GREENSKIN_squigs		money	True	wh2_main_sch_military4_monsters		9
wh_dlc06_GREENSKIN_walls_skarsnik		military	True	wh_main_sch_greenskin_walls		0
wh_dlc06_GREENSKIN_walls_wurrzag		military	True	wh_main_sch_greenskin_walls		0
wh_dlc06_special_savage_orc_camp_wurrzag		military	True	wh_dlc06_sch_special_savage_orc_camp_wurrzag		0
wh_main_BRETONNIA_barracks		military	True	wh2_main_sch_military1_barracks		1
wh_main_BRETONNIA_carpenter		military	True	wh2_main_sch_military3_warmachines		1
wh_main_BRETONNIA_farm_basic		money	True	wh2_main_sch_infrastructure1_farm		-6
wh_main_BRETONNIA_farm_extra		money	True	wh2_main_sch_infrastructure4_energy		-5
wh_main_BRETONNIA_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_BRETONNIA_hospital		happiness	True	wh2_main_sch_military4_monsters		-1
wh_main_BRETONNIA_industry_basic		money	True	wh2_main_sch_infrastructure2_industry		-4
wh_main_BRETONNIA_industry_extra		money	True	wh2_main_sch_infrastructure5_tradingspying		-3
wh_main_BRETONNIA_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major		0
wh_main_BRETONNIA_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast		0
wh_main_BRETONNIA_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor		0
wh_main_BRETONNIA_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast		0
wh_main_BRETONNIA_port		money	True	wh_main_sch_port		0
wh_main_BRETONNIA_resource_iron_military		military	True	wh_main_sch_human_resource_iron_military		11
wh_main_BRETONNIA_resource_pastures_military		military	True	wh_main_sch_human_resource_pastures_military		11
wh_main_BRETONNIA_resource_timber_military		military	True	wh_main_sch_human_resource_timber_military		11
wh_main_BRETONNIA_settlement_major		money	True	wh_main_sch_settlement_major		0
wh_main_BRETONNIA_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast		0
wh_main_BRETONNIA_settlement_minor		money	True	wh_main_sch_settlement_minor		0
wh_main_BRETONNIA_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast		0
wh_main_BRETONNIA_smith		military	True	wh2_main_sch_support1_smith		3
wh_main_BRETONNIA_stables		military	True	wh2_main_sch_military2_stables		2
wh_main_BRETONNIA_tavern		happiness	True	wh2_main_sch_infrastructure3_order		-2
wh_main_BRETONNIA_walls		military	True	wh_main_sch_bretonnia_walls		0
wh_main_BRETONNIA_worship		military	True	wh2_main_sch_support2_worship		2
wh_main_CHAOS_port		money	True	wh_main_sch_port		0
wh_main_DWARFS_barracks		military	True	wh2_main_sch_military1_barracks		1
wh_main_DWARFS_engineer		military	True	wh2_main_sch_support3_wizards		4
wh_main_DWARFS_farm		money	True	wh2_main_sch_infrastructure1_farm		1
wh_main_DWARFS_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_DWARFS_industry		money	True	wh2_main_sch_infrastructure2_industry		2
wh_main_DWARFS_oaths		military	True	wh2_main_sch_military5		3
wh_main_DWARFS_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_resource_brine		money	True	wh_main_sch_human_resource_salt		10
wh_main_DWARFS_resource_cinnabar		money	True	wh_main_sch_human_resource_dyes		10
wh_main_DWARFS_resource_coal		money	True	wh_main_sch_human_resource_timber		10
wh_main_DWARFS_resource_game		money	True	wh_main_sch_human_resource_furs		10
wh_main_DWARFS_resource_gemstones		money	True	wh2_main_sch_human_resource_gems		10
wh_main_DWARFS_resource_gold		money	True	wh_main_sch_human_resource_gold		10
wh_main_DWARFS_resource_iron		money	True	wh_main_sch_human_resource_iron		10
wh_main_DWARFS_resource_marble		money	True	wh_main_sch_human_resource_marble		10
wh_main_DWARFS_resource_pastures		money	True	wh_main_sch_human_resource_pastures		10
wh_main_DWARFS_resource_water		money	True	wh2_main_sch_human_resource_beer		10
wh_main_DWARFS_settlement_major		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_settlement_minor		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_dwarf_city.png	0
wh_main_DWARFS_slayers		military	True	wh2_main_sch_support2_worship		3
wh_main_DWARFS_smiths		military	True	wh2_main_sch_support1_smith		2
wh_main_DWARFS_tavern		happiness	True	wh2_main_sch_infrastructure3_order		3
wh_main_DWARFS_trade_depot		money	True	wh2_main_sch_infrastructure5_tradingspying		4
wh_main_DWARFS_walls		military	True	wh_main_sch_dwarf_walls		0
wh_main_DWARFS_workshops		military	True	wh2_main_sch_military3_warmachines		2
wh_main_DWARF_port		money	True	wh_main_sch_port		0
wh_main_DWARF_resource_iron_military		military	True	wh_main_sch_human_resource_iron_military		11
wh_main_DWARF_resource_salt_military		military	True	wh_main_sch_human_resource_salt_military		11
wh_main_EMPIRE_barracks		military	True	wh2_main_sch_military1_barracks		1
wh_main_EMPIRE_farm_basic		money	True	wh2_main_sch_infrastructure1_farm		1
wh_main_EMPIRE_forges		military	True	wh2_main_sch_military3_warmachines		3
wh_main_EMPIRE_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_EMPIRE_industry_basic		money	True	wh2_main_sch_infrastructure2_industry		2
wh_main_EMPIRE_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_port		money	True	wh_main_sch_port		0
wh_main_EMPIRE_resource_iron_military		military	True	wh_main_sch_human_resource_iron_military		11
wh_main_EMPIRE_resource_pastures_military		military	True	wh_main_sch_human_resource_pastures_military		11
wh_main_EMPIRE_resource_timber_military		military	True	wh_main_sch_human_resource_timber_military		11
wh_main_EMPIRE_settlement_major		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_settlement_minor		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_empire_city.png	0
wh_main_EMPIRE_smiths		military	True	wh2_main_sch_support1_smith		1
wh_main_EMPIRE_stables		military	True	wh2_main_sch_military2_stables		2
wh_main_EMPIRE_tavern		happiness	True	wh2_main_sch_infrastructure3_order		3
wh_main_EMPIRE_walls		military	True	wh_main_sch_empire_walls		0
wh_main_EMPIRE_wizards		military	True	wh2_main_sch_support3_wizards		3
wh_main_EMPIRE_worship		military	True	wh2_main_sch_support2_worship		2
wh_main_GREENSKINS_resource_gemstones		money	True	wh2_main_sch_human_resource_gems		10
wh_main_GREENSKINS_resource_gold		money	True	wh_main_sch_human_resource_gold		10
wh_main_GREENSKINS_resource_iron_military		military	True	wh_main_sch_human_resource_iron		11
wh_main_GREENSKINS_resource_pastures_furs_military		military	True	wh2_main_sch_human_resource_furs_military		11
wh_main_GREENSKINS_resource_timber_military		military	True	wh_main_sch_human_resource_timber		11
wh_main_GREENSKIN_boars		military	True	wh2_main_sch_military3_warmachines		3
wh_main_GREENSKIN_boss		military	True	wh2_main_sch_infrastructure3_order		0
wh_main_GREENSKIN_boss_skarsnik		military	True	wh2_main_sch_infrastructure3_order		0
wh_main_GREENSKIN_farm		money	True	wh2_main_sch_infrastructure1_farm		1
wh_main_GREENSKIN_forest_beasts		military	True	wh2_main_sch_military2_stables		2
wh_main_GREENSKIN_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_GREENSKIN_industry		money	True	wh2_main_sch_infrastructure2_industry		2
wh_main_GREENSKIN_military		military	True	wh2_main_sch_military1_barracks		1
wh_main_GREENSKIN_monsters		military	True	wh2_main_sch_support2_worship		0
wh_main_GREENSKIN_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_port		money	True	wh_main_sch_port		0
wh_main_GREENSKIN_settlement_major		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_settlement_minor		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_greenskins_orc_city.png	0
wh_main_GREENSKIN_shaman		military	True	wh2_main_sch_support3_wizards		0
wh_main_GREENSKIN_walls		military	True	wh_main_sch_greenskin_walls		0
wh_main_GREENSKIN_workshop		military	True	wh2_main_sch_support1_smith		0
wh_main_GRN-DWF_settlement_major_chaosruin		abandoned	False	wh_main_sch_settlement_major		0
wh_main_GRN-DWF_settlement_major_chaosruin_coast		abandoned	False	wh_main_sch_settlement_major_coast		0
wh_main_GRN-DWF_settlement_minor_chaosruin		abandoned	False	wh_main_sch_settlement_minor		0
wh_main_GRN-DWF_settlement_minor_chaosruin_coast		abandoned	False	wh_main_sch_settlement_minor_coast		0
wh_main_HUMAN_KISLEV_worship		military	False	wh_main_sch_human_worship		0
wh_main_HUMAN_MIDDENHEIM_worship		military	False	wh_main_sch_human_worship		0
wh_main_HUMAN_TALABEC_worship		military	False	wh_main_sch_human_worship		0
wh_main_HUMAN_TEB_worship		military	False	wh_main_sch_human_worship		0
wh_main_HUMAN_outpostnorsca_major_chaosruin		abandoned	False	wh_main_sch_norsca_settlement_major		0
wh_main_HUMAN_outpostnorsca_major_chaosruin_coast		abandoned	False	wh_main_sch_norsca_settlement_major_coast		0
wh_main_HUMAN_outpostnorsca_minor_chaosruin		abandoned	False	wh_main_sch_norsca_settlement_minor		0
wh_main_HUMAN_outpostnorsca_minor_chaosruin_coast		abandoned	False	wh_main_sch_norsca_settlement_minor_coast		0
wh_main_HUMAN_resource_dyes		money	True	wh_main_sch_human_resource_dyes		10
wh_main_HUMAN_resource_furs		money	True	wh_main_sch_human_resource_furs		10
wh_main_HUMAN_resource_gold		money	True	wh_main_sch_human_resource_gold		10
wh_main_HUMAN_resource_iron		money	True	wh_main_sch_human_resource_iron		10
wh_main_HUMAN_resource_marble		money	True	wh_main_sch_human_resource_marble		10
wh_main_HUMAN_resource_pastures		money	True	wh_main_sch_human_resource_pastures		10
wh_main_HUMAN_resource_pottery		money	True	wh_main_sch_human_resource_pottery		10
wh_main_HUMAN_resource_salt		money	True	wh_main_sch_human_resource_salt		10
wh_main_HUMAN_resource_timber		money	True	wh_main_sch_human_resource_timber		10
wh_main_HUMAN_resource_wine		money	True	wh_main_sch_human_resource_wine		10
wh_main_HUMAN_settlement_major_chaosruin		abandoned	False	wh_main_sch_settlement_major		0
wh_main_HUMAN_settlement_major_chaosruin_coast		abandoned	False	wh_main_sch_settlement_major_coast		0
wh_main_HUMAN_settlement_minor_chaosruin		abandoned	False	wh_main_sch_settlement_minor		0
wh_main_HUMAN_settlement_minor_chaosruin_coast		abandoned	False	wh_main_sch_settlement_minor_coast		0
wh_main_HUMAN_settlement_minor_vampireruin		abandoned	False	wh_main_sch_settlement_minor		0
wh_main_KISLEV_port		money	True	wh_main_sch_port		0
wh_main_KISLEV_walls		military	True	wh_main_sch_kislev_walls		0
wh_main_NORSCA_garrison		military	True	wh2_main_sch_defence_norsca		0
wh_main_NORSCA_military		military	True	wh2_main_sch_military1_barracks		0
wh_main_NORSCA_outpost_major_human		money	False	wh_main_sch_settlement_major		0
wh_main_NORSCA_outpost_major_human_coast		money	False	wh_main_sch_settlement_major_coast		0
wh_main_NORSCA_outpost_minor_human		money	False	wh_main_sch_settlement_minor		0
wh_main_NORSCA_outpost_minor_human_coast		money	False	wh_main_sch_settlement_minor_coast		0
wh_main_NORSCA_port		money	True	wh_main_sch_port		0
wh_main_NORSCA_settlement_major		military	True	wh_main_sch_norsca_settlement_major		0
wh_main_NORSCA_settlement_major_coast		military	True	wh_main_sch_norsca_settlement_major_coast		0
wh_main_NORSCA_settlement_minor		military	True	wh_main_sch_norsca_settlement_minor		0
wh_main_NORSCA_settlement_minor_coast		military	True	wh_main_sch_norsca_settlement_minor_coast		0
wh_main_NORSCA_smith		military	True	wh2_main_sch_support1_smith		0
wh_main_NORSCA_stables		military	True	wh2_main_sch_military2_stables		0
wh_main_NORSCA_worship		money	True	wh2_main_sch_support2_worship		0
wh_main_SAVAGEORC_boars		military	True	wh2_main_sch_military3_warmachines		0
wh_main_SAVAGEORC_boss		money	True	wh2_main_sch_infrastructure3_order		0
wh_main_SAVAGEORC_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_SAVAGEORC_military		military	True	wh2_main_sch_military1_barracks		0
wh_main_SAVAGEORC_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major		0
wh_main_SAVAGEORC_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast		0
wh_main_SAVAGEORC_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor		0
wh_main_SAVAGEORC_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast		0
wh_main_SAVAGEORC_settlement_major		money	True	wh_main_sch_settlement_major		0
wh_main_SAVAGEORC_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast		0
wh_main_SAVAGEORC_settlement_minor		money	True	wh_main_sch_settlement_minor		0
wh_main_SAVAGEORC_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast		0
wh_main_TEB_port		money	True	wh_main_sch_port		0
wh_main_TEB_walls		military	True	wh_main_sch_teb_walls		0
wh_main_VAMPIRES_armoury		military	True	wh2_main_sch_support1_smith		1
wh_main_VAMPIRES_balefire		military	True	wh2_main_sch_infrastructure4_energy		3
wh_main_VAMPIRES_bindingcircle		military	True	wh2_main_sch_military2_stables		3
wh_main_VAMPIRES_cemetary		military	True	wh2_main_sch_military1_barracks		1
wh_main_VAMPIRES_forest		military	True	wh2_main_sch_military3_warmachines		2
wh_main_VAMPIRES_garrison		military	True	wh_main_sch_human_garrison		0
wh_main_VAMPIRES_necromancers		military	True	wh2_main_sch_support3_wizards		4
wh_main_VAMPIRES_ossuary		military	True	wh2_main_sch_infrastructure1_farm		1
wh_main_VAMPIRES_outpostnorsca_major		money	True	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_outpostnorsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_outpostnorsca_minor		money	True	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_outpostnorsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_port		money	True	wh_main_sch_port		0
wh_main_VAMPIRES_repression		happiness	True	wh2_main_sch_infrastructure3_order		2
wh_main_VAMPIRES_resource_dyes		money	True	wh_main_sch_human_resource_dyes		10
wh_main_VAMPIRES_resource_furs		money	True	wh_main_sch_human_resource_furs		10
wh_main_VAMPIRES_resource_gold		money	True	wh_main_sch_human_resource_gold		10
wh_main_VAMPIRES_resource_iron		money	True	wh_main_sch_human_resource_iron		10
wh_main_VAMPIRES_resource_iron_military		military	True	wh_main_sch_human_resource_iron_military		11
wh_main_VAMPIRES_resource_marble		money	True	wh_main_sch_human_resource_marble		10
wh_main_VAMPIRES_resource_pastures		money	True	wh_main_sch_human_resource_pastures		10
wh_main_VAMPIRES_resource_pastures_timber_military		military	True	wh_main_sch_vampires_resource_furs_timber_military		11
wh_main_VAMPIRES_resource_pottery		money	True	wh_main_sch_human_resource_pottery		10
wh_main_VAMPIRES_resource_salt		money	True	wh_main_sch_human_resource_salt		10
wh_main_VAMPIRES_resource_timber		money	True	wh_main_sch_human_resource_timber		10
wh_main_VAMPIRES_resource_wine		money	True	wh_main_sch_human_resource_wine		10
wh_main_VAMPIRES_settlement_major		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_settlement_major_coast		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_settlement_minor		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_settlement_minor_coast		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_vampire_city.png	0
wh_main_VAMPIRES_vampires		military	True	wh2_main_sch_support4_other		3
wh_main_VAMPIRES_walls		military	True	wh_main_sch_vampires_walls		0
wh_main_bretonnia_legendary_bordeleaux		money	True	wh_main_sch_bretonnia_legendary_bordeleaux		9
wh_main_bretonnia_legendary_bretonnia		money	True	wh_main_sch_bretonnia_legendary_bretonnia		9
wh_main_bretonnia_legendary_carcassonne		money	True	wh_main_sch_bretonnia_legendary_carcassonne		9
wh_main_horde_SAVAGEORC_boars		military	True	wh_main_sch_horde_savage_boars		0
wh_main_horde_SAVAGEORC_farm		money	True	wh_main_sch_horde_savage_farm		1
wh_main_horde_SAVAGEORC_industry		money	True	wh_main_sch_horde_savage_industry		2
wh_main_horde_SAVAGEORC_military		military	True	wh_main_sch_horde_savage_military		0
wh_main_horde_SAVAGEORC_monsters		military	True	wh_main_sch_horde_savage_monsters		0
wh_main_horde_SAVAGEORC_settlement		money	True	wh_main_sch_horde_savage_settlement		0
wh_main_horde_chaos_dragon_ogres		military	True	wh_main_sch_horde_chaos_dragon_ogres		0
wh_main_horde_chaos_forge		military	True	wh_main_sch_horde_chaos_forge		0
wh_main_horde_chaos_giants		military	True	wh_main_sch_horde_chaos_giants		0
wh_main_horde_chaos_knights		military	True	wh_main_sch_horde_chaos_knights		0
wh_main_horde_chaos_magic		military	True	wh_main_sch_horde_chaos_magic		0
wh_main_horde_chaos_marauders		military	True	wh_main_sch_horde_chaos_marauders		0
wh_main_horde_chaos_settlement		military	True	wh_main_sch_horde_chaos_settlement	data\UI\Buildings\tier_icons\tier_chaos_camp.png	0
wh_main_horde_chaos_trolls		military	True	wh_main_sch_horde_chaos_trolls		0
wh_main_horde_chaos_warriors		military	True	wh_main_sch_horde_chaos_warriors		0
wh_main_horde_chaos_weapons		military	True	wh_main_sch_horde_chaos_weapons		0
wh_main_special_archecclesiatium		military	True	wh_main_sch_special_archecclesiatium		0
wh_main_special_blazing_sun_chapterhouse		military	True	wh_main_sch_special_blazing_sun_chapterhouse		0
wh_main_special_bokha_palace		military	True	wh_main_sch_special_bokha_palace		0
wh_main_special_bordeleaux_vineyards		money	True	wh_main_sch_special_bordeleaux_vineyards		0
wh_main_special_brightstone_mine		money	True	wh_main_sch_special_brightstone_mine		0
wh_main_special_college_of_magic		military	True	wh_main_sch_special_college_of_magic		1
wh_main_special_college_of_magic_vampires		military	True	wh_main_sch_special_college_of_magic		1
wh_main_special_erengrad_port		money	True	wh_main_sch_special_erengrad_port		0
wh_main_special_great_slayer_shrine		military	True	wh_main_sch_special_great_slayer_shrine		0
wh_main_special_great_temple_of_ulric		military	True	wh_main_sch_special_great_temple_of_ulric		0
wh_main_special_greenskin_vandalisation_1		slum	False	wh_main_sch_vandalization		0
wh_main_special_greenskin_vandalisation_2		slum	False	wh_main_sch_vandalization		0
wh_main_special_greenskin_vandalisation_3		slum	False	wh_main_sch_vandalization		0
wh_main_special_greenskin_vandalisation_4		slum	False	wh_main_sch_vandalization		0
wh_main_special_greenskin_vandalisation_5		slum	False	wh_main_sch_vandalization		0
wh_main_special_high_king_throne_hall		military	True	wh_main_sch_special_high_king_throne_hall		1
wh_main_special_knights_panther_chapterhouse		military	True	wh_main_sch_special_knights_panther_chapterhouse		0
