building_upgrades_junction_tables
0
from	to
wh2_main_special_settlement_black_crag_brt_ruin	wh2_main_special_settlement_black_crag_brt_1
wh2_main_special_settlement_black_crag_def_1	wh2_main_special_settlement_black_crag_def_2
wh2_main_special_settlement_black_crag_def_2	wh2_main_special_settlement_black_crag_def_3
wh2_main_special_settlement_black_crag_def_3	wh2_main_special_settlement_black_crag_def_4
wh2_main_special_settlement_black_crag_def_4	wh2_main_special_settlement_black_crag_def_5
wh2_main_special_settlement_black_crag_def_ruin	wh2_main_special_settlement_black_crag_def_1
wh2_main_special_settlement_black_crag_emp_1	wh2_main_special_settlement_black_crag_emp_2
wh2_main_special_settlement_black_crag_emp_2	wh2_main_special_settlement_black_crag_emp_3
wh2_main_special_settlement_black_crag_emp_3	wh2_main_special_settlement_black_crag_emp_4
wh2_main_special_settlement_black_crag_emp_4	wh2_main_special_settlement_black_crag_emp_5
wh2_main_special_settlement_black_crag_emp_ruin	wh2_main_special_settlement_black_crag_emp_1
wh2_main_special_settlement_black_crag_hef_1	wh2_main_special_settlement_black_crag_hef_2
wh2_main_special_settlement_black_crag_hef_2	wh2_main_special_settlement_black_crag_hef_3
wh2_main_special_settlement_black_crag_hef_3	wh2_main_special_settlement_black_crag_hef_4
wh2_main_special_settlement_black_crag_hef_4	wh2_main_special_settlement_black_crag_hef_5
wh2_main_special_settlement_black_crag_hef_ruin	wh2_main_special_settlement_black_crag_hef_1
wh2_main_special_settlement_black_crag_lzd_1	wh2_main_special_settlement_black_crag_lzd_2
wh2_main_special_settlement_black_crag_lzd_2	wh2_main_special_settlement_black_crag_lzd_3
wh2_main_special_settlement_black_crag_lzd_3	wh2_main_special_settlement_black_crag_lzd_4
wh2_main_special_settlement_black_crag_lzd_4	wh2_main_special_settlement_black_crag_lzd_5
wh2_main_special_settlement_black_crag_lzd_ruin	wh2_main_special_settlement_black_crag_lzd_1
wh2_main_special_settlement_black_crag_other_1	wh2_main_special_settlement_black_crag_other_2
wh2_main_special_settlement_black_crag_other_2	wh2_main_special_settlement_black_crag_other_3
wh2_main_special_settlement_black_crag_other_3	wh2_main_special_settlement_black_crag_other_4
wh2_main_special_settlement_black_crag_other_4	wh2_main_special_settlement_black_crag_other_5
wh2_main_special_settlement_black_crag_other_ruin	wh2_main_special_settlement_black_crag_other_1
wh2_main_special_settlement_black_crag_skv_1	wh2_main_special_settlement_black_crag_skv_2
wh2_main_special_settlement_black_crag_skv_2	wh2_main_special_settlement_black_crag_skv_3
wh2_main_special_settlement_black_crag_skv_3	wh2_main_special_settlement_black_crag_skv_4
wh2_main_special_settlement_black_crag_skv_4	wh2_main_special_settlement_black_crag_skv_5
wh2_main_special_settlement_black_crag_skv_ruin	wh2_main_special_settlement_black_crag_skv_1
wh2_main_special_settlement_black_crag_vmp_1	wh2_main_special_settlement_black_crag_vmp_2
wh2_main_special_settlement_black_crag_vmp_2	wh2_main_special_settlement_black_crag_vmp_3
wh2_main_special_settlement_black_crag_vmp_3	wh2_main_special_settlement_black_crag_vmp_4
wh2_main_special_settlement_black_crag_vmp_4	wh2_main_special_settlement_black_crag_vmp_5
wh2_main_special_settlement_black_crag_vmp_ruin	wh2_main_special_settlement_black_crag_vmp_1
wh2_main_special_settlement_castle_drakenhof_def_1	wh2_main_special_settlement_castle_drakenhof_def_2
wh2_main_special_settlement_castle_drakenhof_def_2	wh2_main_special_settlement_castle_drakenhof_def_3
wh2_main_special_settlement_castle_drakenhof_def_3	wh2_main_special_settlement_castle_drakenhof_def_4
wh2_main_special_settlement_castle_drakenhof_def_4	wh2_main_special_settlement_castle_drakenhof_def_5
wh2_main_special_settlement_castle_drakenhof_def_ruin	wh2_main_special_settlement_castle_drakenhof_def_1
wh2_main_special_settlement_castle_drakenhof_dwf_1	wh2_main_special_settlement_castle_drakenhof_dwf_2
wh2_main_special_settlement_castle_drakenhof_dwf_2	wh2_main_special_settlement_castle_drakenhof_dwf_3
wh2_main_special_settlement_castle_drakenhof_dwf_3	wh2_main_special_settlement_castle_drakenhof_dwf_4
wh2_main_special_settlement_castle_drakenhof_dwf_4	wh2_main_special_settlement_castle_drakenhof_dwf_5
wh2_main_special_settlement_castle_drakenhof_dwf_ruin	wh2_main_special_settlement_castle_drakenhof_dwf_1
wh2_main_special_settlement_castle_drakenhof_grn_1	wh2_main_special_settlement_castle_drakenhof_grn_2
wh2_main_special_settlement_castle_drakenhof_grn_2	wh2_main_special_settlement_castle_drakenhof_grn_3
wh2_main_special_settlement_castle_drakenhof_grn_3	wh2_main_special_settlement_castle_drakenhof_grn_4
wh2_main_special_settlement_castle_drakenhof_grn_4	wh2_main_special_settlement_castle_drakenhof_grn_5
wh2_main_special_settlement_castle_drakenhof_grn_ruin	wh2_main_special_settlement_castle_drakenhof_grn_1
wh2_main_special_settlement_castle_drakenhof_hef_1	wh2_main_special_settlement_castle_drakenhof_hef_2
wh2_main_special_settlement_castle_drakenhof_hef_2	wh2_main_special_settlement_castle_drakenhof_hef_3
wh2_main_special_settlement_castle_drakenhof_hef_3	wh2_main_special_settlement_castle_drakenhof_hef_4
wh2_main_special_settlement_castle_drakenhof_hef_4	wh2_main_special_settlement_castle_drakenhof_hef_5
wh2_main_special_settlement_castle_drakenhof_hef_ruin	wh2_main_special_settlement_castle_drakenhof_hef_1
wh2_main_special_settlement_castle_drakenhof_lzd_1	wh2_main_special_settlement_castle_drakenhof_lzd_2
wh2_main_special_settlement_castle_drakenhof_lzd_2	wh2_main_special_settlement_castle_drakenhof_lzd_3
wh2_main_special_settlement_castle_drakenhof_lzd_3	wh2_main_special_settlement_castle_drakenhof_lzd_4
wh2_main_special_settlement_castle_drakenhof_lzd_4	wh2_main_special_settlement_castle_drakenhof_lzd_5
wh2_main_special_settlement_castle_drakenhof_lzd_ruin	wh2_main_special_settlement_castle_drakenhof_lzd_1
wh2_main_special_settlement_castle_drakenhof_norsca_1	wh2_main_special_settlement_castle_drakenhof_norsca_2
wh2_main_special_settlement_castle_drakenhof_norsca_2	wh2_main_special_settlement_castle_drakenhof_norsca_3
wh2_main_special_settlement_castle_drakenhof_norsca_ruin	wh2_main_special_settlement_castle_drakenhof_norsca_1
wh2_main_special_settlement_castle_drakenhof_other_1	wh2_main_special_settlement_castle_drakenhof_other_2
wh2_main_special_settlement_castle_drakenhof_other_2	wh2_main_special_settlement_castle_drakenhof_other_3
wh2_main_special_settlement_castle_drakenhof_other_3	wh2_main_special_settlement_castle_drakenhof_other_4
wh2_main_special_settlement_castle_drakenhof_other_4	wh2_main_special_settlement_castle_drakenhof_other_5
wh2_main_special_settlement_castle_drakenhof_other_ruin	wh2_main_special_settlement_castle_drakenhof_other_1
wh2_main_special_settlement_castle_drakenhof_savage_1	wh2_main_special_settlement_castle_drakenhof_savage_2
wh2_main_special_settlement_castle_drakenhof_savage_2	wh2_main_special_settlement_castle_drakenhof_savage_3
wh2_main_special_settlement_castle_drakenhof_savage_ruin	wh2_main_special_settlement_castle_drakenhof_savage_1
wh2_main_special_settlement_castle_drakenhof_skv_1	wh2_main_special_settlement_castle_drakenhof_skv_2
wh2_main_special_settlement_castle_drakenhof_skv_2	wh2_main_special_settlement_castle_drakenhof_skv_3
wh2_main_special_settlement_castle_drakenhof_skv_3	wh2_main_special_settlement_castle_drakenhof_skv_4
wh2_main_special_settlement_castle_drakenhof_skv_4	wh2_main_special_settlement_castle_drakenhof_skv_5
wh2_main_special_settlement_castle_drakenhof_skv_ruin	wh2_main_special_settlement_castle_drakenhof_skv_1
wh2_main_special_settlement_colony_major_hef_1	wh2_main_special_settlement_colony_major_hef_2
wh2_main_special_settlement_colony_major_hef_2	wh2_main_special_settlement_colony_major_hef_3
wh2_main_special_settlement_colony_major_hef_3	wh2_main_special_settlement_colony_major_hef_4
wh2_main_special_settlement_colony_major_hef_4	wh2_main_special_settlement_colony_major_hef_5
wh2_main_special_settlement_colony_major_hef_ruin	wh2_main_special_settlement_colony_major_hef_1
wh2_main_special_settlement_colony_major_other_1	wh2_main_special_settlement_colony_major_other_2
wh2_main_special_settlement_colony_major_other_2	wh2_main_special_settlement_colony_major_other_3
wh2_main_special_settlement_colony_major_other_3	wh2_main_special_settlement_colony_major_other_4
wh2_main_special_settlement_colony_major_other_4	wh2_main_special_settlement_colony_major_other_5
wh2_main_special_settlement_colony_major_other_ruin	wh2_main_special_settlement_colony_major_other_1
wh2_main_special_settlement_colony_major_wef_1	wh2_main_special_settlement_colony_major_wef_2
wh2_main_special_settlement_colony_major_wef_2	wh2_main_special_settlement_colony_major_wef_3
wh2_main_special_settlement_colony_major_wef_ruin	wh2_main_special_settlement_colony_major_wef_1
wh2_main_special_settlement_colony_minor_hef_1	wh2_main_special_settlement_colony_minor_hef_2
wh2_main_special_settlement_colony_minor_hef_2	wh2_main_special_settlement_colony_minor_hef_3
wh2_main_special_settlement_colony_minor_hef_ruin	wh2_main_special_settlement_colony_minor_hef_1
wh2_main_special_settlement_colony_minor_other_1	wh2_main_special_settlement_colony_minor_other_2
wh2_main_special_settlement_colony_minor_other_2	wh2_main_special_settlement_colony_minor_other_3
wh2_main_special_settlement_colony_minor_other_ruin	wh2_main_special_settlement_colony_minor_other_1
wh2_main_special_settlement_colony_minor_wef_1	wh2_main_special_settlement_colony_minor_wef_2
wh2_main_special_settlement_colony_minor_wef_2	wh2_main_special_settlement_colony_minor_wef_3
wh2_main_special_settlement_colony_minor_wef_ruin	wh2_main_special_settlement_colony_minor_wef_1
wh2_main_special_settlement_couronne_def_1	wh2_main_special_settlement_couronne_def_2
wh2_main_special_settlement_couronne_def_2	wh2_main_special_settlement_couronne_def_3
wh2_main_special_settlement_couronne_def_3	wh2_main_special_settlement_couronne_def_4
wh2_main_special_settlement_couronne_def_4	wh2_main_special_settlement_couronne_def_5
wh2_main_special_settlement_couronne_def_ruin	wh2_main_special_settlement_couronne_def_1
wh2_main_special_settlement_couronne_dwf_1	wh2_main_special_settlement_couronne_dwf_2
wh2_main_special_settlement_couronne_dwf_2	wh2_main_special_settlement_couronne_dwf_3
wh2_main_special_settlement_couronne_dwf_3	wh2_main_special_settlement_couronne_dwf_4
wh2_main_special_settlement_couronne_dwf_4	wh2_main_special_settlement_couronne_dwf_5
wh2_main_special_settlement_couronne_dwf_ruin	wh2_main_special_settlement_couronne_dwf_1
wh2_main_special_settlement_couronne_grn_1	wh2_main_special_settlement_couronne_grn_2
wh2_main_special_settlement_couronne_grn_2	wh2_main_special_settlement_couronne_grn_3
wh2_main_special_settlement_couronne_grn_3	wh2_main_special_settlement_couronne_grn_4
wh2_main_special_settlement_couronne_grn_4	wh2_main_special_settlement_couronne_grn_5
wh2_main_special_settlement_couronne_grn_ruin	wh2_main_special_settlement_couronne_grn_1
wh2_main_special_settlement_couronne_hef_1	wh2_main_special_settlement_couronne_hef_2
wh2_main_special_settlement_couronne_hef_2	wh2_main_special_settlement_couronne_hef_3
wh2_main_special_settlement_couronne_hef_3	wh2_main_special_settlement_couronne_hef_4
wh2_main_special_settlement_couronne_hef_4	wh2_main_special_settlement_couronne_hef_5
wh2_main_special_settlement_couronne_hef_ruin	wh2_main_special_settlement_couronne_hef_1
wh2_main_special_settlement_couronne_lzd_1	wh2_main_special_settlement_couronne_lzd_2
wh2_main_special_settlement_couronne_lzd_2	wh2_main_special_settlement_couronne_lzd_3
wh2_main_special_settlement_couronne_lzd_3	wh2_main_special_settlement_couronne_lzd_4
wh2_main_special_settlement_couronne_lzd_4	wh2_main_special_settlement_couronne_lzd_5
wh2_main_special_settlement_couronne_lzd_ruin	wh2_main_special_settlement_couronne_lzd_1
wh2_main_special_settlement_couronne_norsca_1	wh2_main_special_settlement_couronne_norsca_2
wh2_main_special_settlement_couronne_norsca_2	wh2_main_special_settlement_couronne_norsca_3
wh2_main_special_settlement_couronne_norsca_ruin	wh2_main_special_settlement_couronne_norsca_1
wh2_main_special_settlement_couronne_other_1	wh2_main_special_settlement_couronne_other_2
wh2_main_special_settlement_couronne_other_2	wh2_main_special_settlement_couronne_other_3
wh2_main_special_settlement_couronne_other_3	wh2_main_special_settlement_couronne_other_4
wh2_main_special_settlement_couronne_other_4	wh2_main_special_settlement_couronne_other_5
wh2_main_special_settlement_couronne_other_ruin	wh2_main_special_settlement_couronne_other_1
wh2_main_special_settlement_couronne_savage_1	wh2_main_special_settlement_couronne_savage_2
wh2_main_special_settlement_couronne_savage_2	wh2_main_special_settlement_couronne_savage_3
wh2_main_special_settlement_couronne_savage_ruin	wh2_main_special_settlement_couronne_savage_1
wh2_main_special_settlement_couronne_skv_1	wh2_main_special_settlement_couronne_skv_2
wh2_main_special_settlement_couronne_skv_2	wh2_main_special_settlement_couronne_skv_3
wh2_main_special_settlement_couronne_skv_3	wh2_main_special_settlement_couronne_skv_4
wh2_main_special_settlement_couronne_skv_4	wh2_main_special_settlement_couronne_skv_5
wh2_main_special_settlement_couronne_skv_ruin	wh2_main_special_settlement_couronne_skv_1
wh2_main_special_settlement_eight_peaks_brt_1	wh2_main_special_settlement_eight_peaks_brt_2
wh2_main_special_settlement_eight_peaks_brt_2	wh2_main_special_settlement_eight_peaks_brt_3
wh2_main_special_settlement_eight_peaks_brt_3	wh2_main_special_settlement_eight_peaks_brt_4
wh2_main_special_settlement_eight_peaks_brt_4	wh2_main_special_settlement_eight_peaks_brt_5
wh2_main_special_settlement_eight_peaks_brt_ruin	wh2_main_special_settlement_eight_peaks_brt_1
wh2_main_special_settlement_eight_peaks_def_1	wh2_main_special_settlement_eight_peaks_def_2
wh2_main_special_settlement_eight_peaks_def_2	wh2_main_special_settlement_eight_peaks_def_3
wh2_main_special_settlement_eight_peaks_def_3	wh2_main_special_settlement_eight_peaks_def_4
wh2_main_special_settlement_eight_peaks_def_4	wh2_main_special_settlement_eight_peaks_def_5
wh2_main_special_settlement_eight_peaks_def_ruin	wh2_main_special_settlement_eight_peaks_def_1
wh2_main_special_settlement_eight_peaks_emp_1	wh2_main_special_settlement_eight_peaks_emp_2
wh2_main_special_settlement_eight_peaks_emp_2	wh2_main_special_settlement_eight_peaks_emp_3
wh2_main_special_settlement_eight_peaks_emp_3	wh2_main_special_settlement_eight_peaks_emp_4
wh2_main_special_settlement_eight_peaks_emp_4	wh2_main_special_settlement_eight_peaks_emp_5
wh2_main_special_settlement_eight_peaks_emp_ruin	wh2_main_special_settlement_eight_peaks_emp_1
wh2_main_special_settlement_eight_peaks_hef_1	wh2_main_special_settlement_eight_peaks_hef_2
wh2_main_special_settlement_eight_peaks_hef_2	wh2_main_special_settlement_eight_peaks_hef_3
wh2_main_special_settlement_eight_peaks_hef_3	wh2_main_special_settlement_eight_peaks_hef_4
wh2_main_special_settlement_eight_peaks_hef_4	wh2_main_special_settlement_eight_peaks_hef_5
wh2_main_special_settlement_eight_peaks_hef_ruin	wh2_main_special_settlement_eight_peaks_hef_1
wh2_main_special_settlement_eight_peaks_lzd_1	wh2_main_special_settlement_eight_peaks_lzd_2
wh2_main_special_settlement_eight_peaks_lzd_2	wh2_main_special_settlement_eight_peaks_lzd_3
wh2_main_special_settlement_eight_peaks_lzd_3	wh2_main_special_settlement_eight_peaks_lzd_4
wh2_main_special_settlement_eight_peaks_lzd_4	wh2_main_special_settlement_eight_peaks_lzd_5
wh2_main_special_settlement_eight_peaks_lzd_ruin	wh2_main_special_settlement_eight_peaks_lzd_1
wh2_main_special_settlement_eight_peaks_other_1	wh2_main_special_settlement_eight_peaks_other_2
wh2_main_special_settlement_eight_peaks_other_2	wh2_main_special_settlement_eight_peaks_other_3
wh2_main_special_settlement_eight_peaks_other_3	wh2_main_special_settlement_eight_peaks_other_4
wh2_main_special_settlement_eight_peaks_other_4	wh2_main_special_settlement_eight_peaks_other_5
wh2_main_special_settlement_eight_peaks_other_ruin	wh2_main_special_settlement_eight_peaks_other_1
wh2_main_special_settlement_eight_peaks_skv_1	wh2_main_special_settlement_eight_peaks_skv_2
wh2_main_special_settlement_eight_peaks_skv_2	wh2_main_special_settlement_eight_peaks_skv_3
wh2_main_special_settlement_eight_peaks_skv_3	wh2_main_special_settlement_eight_peaks_skv_4
wh2_main_special_settlement_eight_peaks_skv_4	wh2_main_special_settlement_eight_peaks_skv_5
wh2_main_special_settlement_eight_peaks_skv_ruin	wh2_main_special_settlement_eight_peaks_skv_1
wh2_main_special_settlement_eight_peaks_vmp_1	wh2_main_special_settlement_eight_peaks_vmp_2
wh2_main_special_settlement_eight_peaks_vmp_2	wh2_main_special_settlement_eight_peaks_vmp_3
wh2_main_special_settlement_eight_peaks_vmp_3	wh2_main_special_settlement_eight_peaks_vmp_4
wh2_main_special_settlement_eight_peaks_vmp_4	wh2_main_special_settlement_eight_peaks_vmp_5
wh2_main_special_settlement_eight_peaks_vmp_ruin	wh2_main_special_settlement_eight_peaks_vmp_1
wh2_main_special_settlement_hellpit_1	wh2_main_special_settlement_hellpit_2
wh2_main_special_settlement_hellpit_2	wh2_main_special_settlement_hellpit_3
wh2_main_special_settlement_hellpit_3	wh2_main_special_settlement_hellpit_4
wh2_main_special_settlement_hellpit_4	wh2_main_special_settlement_hellpit_5
wh2_main_special_settlement_hellpit_other_1	wh2_main_special_settlement_hellpit_other_2
wh2_main_special_settlement_hellpit_other_2	wh2_main_special_settlement_hellpit_other_3
wh2_main_special_settlement_hellpit_other_3	wh2_main_special_settlement_hellpit_other_4
wh2_main_special_settlement_hellpit_other_4	wh2_main_special_settlement_hellpit_other_5
wh2_main_special_settlement_hellpit_other_ruin	wh2_main_special_settlement_hellpit_other_1
wh2_main_special_settlement_hellpit_ruin	wh2_main_special_settlement_hellpit_1
wh2_main_special_settlement_hexoatl_brt_1	wh2_main_special_settlement_hexoatl_brt_2
wh2_main_special_settlement_hexoatl_brt_2	wh2_main_special_settlement_hexoatl_brt_3
wh2_main_special_settlement_hexoatl_brt_3	wh2_main_special_settlement_hexoatl_brt_4
wh2_main_special_settlement_hexoatl_brt_4	wh2_main_special_settlement_hexoatl_brt_5
wh2_main_special_settlement_hexoatl_brt_ruin	wh2_main_special_settlement_hexoatl_brt_1
wh2_main_special_settlement_hexoatl_def_1	wh2_main_special_settlement_hexoatl_def_2
wh2_main_special_settlement_hexoatl_def_2	wh2_main_special_settlement_hexoatl_def_3
wh2_main_special_settlement_hexoatl_def_3	wh2_main_special_settlement_hexoatl_def_4
wh2_main_special_settlement_hexoatl_def_4	wh2_main_special_settlement_hexoatl_def_5
wh2_main_special_settlement_hexoatl_def_ruin	wh2_main_special_settlement_hexoatl_def_1
wh2_main_special_settlement_hexoatl_dwf_1	wh2_main_special_settlement_hexoatl_dwf_2
wh2_main_special_settlement_hexoatl_dwf_2	wh2_main_special_settlement_hexoatl_dwf_3
wh2_main_special_settlement_hexoatl_dwf_3	wh2_main_special_settlement_hexoatl_dwf_4
wh2_main_special_settlement_hexoatl_dwf_4	wh2_main_special_settlement_hexoatl_dwf_5
wh2_main_special_settlement_hexoatl_dwf_ruin	wh2_main_special_settlement_hexoatl_dwf_1
wh2_main_special_settlement_hexoatl_emp_1	wh2_main_special_settlement_hexoatl_emp_2
wh2_main_special_settlement_hexoatl_emp_2	wh2_main_special_settlement_hexoatl_emp_3
wh2_main_special_settlement_hexoatl_emp_3	wh2_main_special_settlement_hexoatl_emp_4
wh2_main_special_settlement_hexoatl_emp_4	wh2_main_special_settlement_hexoatl_emp_5
wh2_main_special_settlement_hexoatl_emp_ruin	wh2_main_special_settlement_hexoatl_emp_1
wh2_main_special_settlement_hexoatl_grn_1	wh2_main_special_settlement_hexoatl_grn_2
wh2_main_special_settlement_hexoatl_grn_2	wh2_main_special_settlement_hexoatl_grn_3
wh2_main_special_settlement_hexoatl_grn_3	wh2_main_special_settlement_hexoatl_grn_4
wh2_main_special_settlement_hexoatl_grn_4	wh2_main_special_settlement_hexoatl_grn_5
wh2_main_special_settlement_hexoatl_grn_ruin	wh2_main_special_settlement_hexoatl_grn_1
wh2_main_special_settlement_hexoatl_hef_1	wh2_main_special_settlement_hexoatl_hef_2
wh2_main_special_settlement_hexoatl_hef_2	wh2_main_special_settlement_hexoatl_hef_3
wh2_main_special_settlement_hexoatl_hef_3	wh2_main_special_settlement_hexoatl_hef_4
wh2_main_special_settlement_hexoatl_hef_4	wh2_main_special_settlement_hexoatl_hef_5
wh2_main_special_settlement_hexoatl_hef_ruin	wh2_main_special_settlement_hexoatl_hef_1
wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_special_settlement_hexoatl_hexoatl_2
wh2_main_special_settlement_hexoatl_hexoatl_2	wh2_main_special_settlement_hexoatl_hexoatl_3
wh2_main_special_settlement_hexoatl_hexoatl_3	wh2_main_special_settlement_hexoatl_hexoatl_4
wh2_main_special_settlement_hexoatl_hexoatl_4	wh2_main_special_settlement_hexoatl_hexoatl_5
wh2_main_special_settlement_hexoatl_hexoatl_ruin	wh2_main_special_settlement_hexoatl_hexoatl_1
wh2_main_special_settlement_hexoatl_norsca_1	wh2_main_special_settlement_hexoatl_norsca_2
wh2_main_special_settlement_hexoatl_norsca_2	wh2_main_special_settlement_hexoatl_norsca_3
wh2_main_special_settlement_hexoatl_norsca_ruin	wh2_main_special_settlement_hexoatl_norsca_1
wh2_main_special_settlement_hexoatl_other_1	wh2_main_special_settlement_hexoatl_other_2
wh2_main_special_settlement_hexoatl_other_2	wh2_main_special_settlement_hexoatl_other_3
wh2_main_special_settlement_hexoatl_other_3	wh2_main_special_settlement_hexoatl_other_4
wh2_main_special_settlement_hexoatl_other_4	wh2_main_special_settlement_hexoatl_other_5
wh2_main_special_settlement_hexoatl_other_lzd_1	wh2_main_special_settlement_hexoatl_other_lzd_2
wh2_main_special_settlement_hexoatl_other_lzd_2	wh2_main_special_settlement_hexoatl_other_lzd_3
wh2_main_special_settlement_hexoatl_other_lzd_3	wh2_main_special_settlement_hexoatl_other_lzd_4
wh2_main_special_settlement_hexoatl_other_lzd_4	wh2_main_special_settlement_hexoatl_other_lzd_5
wh2_main_special_settlement_hexoatl_other_lzd_ruin	wh2_main_special_settlement_hexoatl_other_lzd_1
wh2_main_special_settlement_hexoatl_other_ruin	wh2_main_special_settlement_hexoatl_other_1
wh2_main_special_settlement_hexoatl_savage_1	wh2_main_special_settlement_hexoatl_savage_2
wh2_main_special_settlement_hexoatl_savage_2	wh2_main_special_settlement_hexoatl_savage_3
wh2_main_special_settlement_hexoatl_savage_ruin	wh2_main_special_settlement_hexoatl_savage_1
wh2_main_special_settlement_hexoatl_skv_1	wh2_main_special_settlement_hexoatl_skv_2
wh2_main_special_settlement_hexoatl_skv_2	wh2_main_special_settlement_hexoatl_skv_3
wh2_main_special_settlement_hexoatl_skv_3	wh2_main_special_settlement_hexoatl_skv_4
wh2_main_special_settlement_hexoatl_skv_4	wh2_main_special_settlement_hexoatl_skv_5
wh2_main_special_settlement_hexoatl_skv_ruin	wh2_main_special_settlement_hexoatl_skv_1
wh2_main_special_settlement_hexoatl_vmp_1	wh2_main_special_settlement_hexoatl_vmp_2
wh2_main_special_settlement_hexoatl_vmp_2	wh2_main_special_settlement_hexoatl_vmp_3
wh2_main_special_settlement_hexoatl_vmp_3	wh2_main_special_settlement_hexoatl_vmp_4
wh2_main_special_settlement_hexoatl_vmp_4	wh2_main_special_settlement_hexoatl_vmp_5
wh2_main_special_settlement_hexoatl_vmp_ruin	wh2_main_special_settlement_hexoatl_vmp_1
wh2_main_special_settlement_itza_brt_1	wh2_main_special_settlement_itza_brt_2
wh2_main_special_settlement_itza_brt_2	wh2_main_special_settlement_itza_brt_3
wh2_main_special_settlement_itza_brt_3	wh2_main_special_settlement_itza_brt_4
wh2_main_special_settlement_itza_brt_4	wh2_main_special_settlement_itza_brt_5
wh2_main_special_settlement_itza_brt_ruin	wh2_main_special_settlement_itza_brt_1
wh2_main_special_settlement_itza_def_1	wh2_main_special_settlement_itza_def_2
wh2_main_special_settlement_itza_def_2	wh2_main_special_settlement_itza_def_3
wh2_main_special_settlement_itza_def_3	wh2_main_special_settlement_itza_def_4
wh2_main_special_settlement_itza_def_4	wh2_main_special_settlement_itza_def_5
wh2_main_special_settlement_itza_def_ruin	wh2_main_special_settlement_itza_def_1
wh2_main_special_settlement_itza_dwf_1	wh2_main_special_settlement_itza_dwf_2
wh2_main_special_settlement_itza_dwf_2	wh2_main_special_settlement_itza_dwf_3
wh2_main_special_settlement_itza_dwf_3	wh2_main_special_settlement_itza_dwf_4
wh2_main_special_settlement_itza_dwf_4	wh2_main_special_settlement_itza_dwf_5
wh2_main_special_settlement_itza_dwf_ruin	wh2_main_special_settlement_itza_dwf_1
wh2_main_special_settlement_itza_emp_1	wh2_main_special_settlement_itza_emp_2
wh2_main_special_settlement_itza_emp_2	wh2_main_special_settlement_itza_emp_3
wh2_main_special_settlement_itza_emp_3	wh2_main_special_settlement_itza_emp_4
wh2_main_special_settlement_itza_emp_4	wh2_main_special_settlement_itza_emp_5
wh2_main_special_settlement_itza_emp_ruin	wh2_main_special_settlement_itza_emp_1
wh2_main_special_settlement_itza_grn_1	wh2_main_special_settlement_itza_grn_2
wh2_main_special_settlement_itza_grn_2	wh2_main_special_settlement_itza_grn_3
wh2_main_special_settlement_itza_grn_3	wh2_main_special_settlement_itza_grn_4
wh2_main_special_settlement_itza_grn_4	wh2_main_special_settlement_itza_grn_5
wh2_main_special_settlement_itza_grn_ruin	wh2_main_special_settlement_itza_grn_1
wh2_main_special_settlement_itza_hef_1	wh2_main_special_settlement_itza_hef_2
wh2_main_special_settlement_itza_hef_2	wh2_main_special_settlement_itza_hef_3
wh2_main_special_settlement_itza_hef_3	wh2_main_special_settlement_itza_hef_4
wh2_main_special_settlement_itza_hef_4	wh2_main_special_settlement_itza_hef_5
wh2_main_special_settlement_itza_hef_ruin	wh2_main_special_settlement_itza_hef_1
wh2_main_special_settlement_itza_itza_1	wh2_main_special_settlement_itza_itza_2
wh2_main_special_settlement_itza_itza_2	wh2_main_special_settlement_itza_itza_3
wh2_main_special_settlement_itza_itza_3	wh2_main_special_settlement_itza_itza_4
wh2_main_special_settlement_itza_itza_4	wh2_main_special_settlement_itza_itza_5
wh2_main_special_settlement_itza_itza_ruin	wh2_main_special_settlement_itza_itza_1
wh2_main_special_settlement_itza_norsca_1	wh2_main_special_settlement_itza_norsca_2
wh2_main_special_settlement_itza_norsca_2	wh2_main_special_settlement_itza_norsca_3
wh2_main_special_settlement_itza_norsca_ruin	wh2_main_special_settlement_itza_norsca_1
wh2_main_special_settlement_itza_other_1	wh2_main_special_settlement_itza_other_2
wh2_main_special_settlement_itza_other_2	wh2_main_special_settlement_itza_other_3
wh2_main_special_settlement_itza_other_3	wh2_main_special_settlement_itza_other_4
wh2_main_special_settlement_itza_other_4	wh2_main_special_settlement_itza_other_5
wh2_main_special_settlement_itza_other_lzd_1	wh2_main_special_settlement_itza_other_lzd_2
wh2_main_special_settlement_itza_other_lzd_2	wh2_main_special_settlement_itza_other_lzd_3
wh2_main_special_settlement_itza_other_lzd_3	wh2_main_special_settlement_itza_other_lzd_4
wh2_main_special_settlement_itza_other_lzd_4	wh2_main_special_settlement_itza_other_lzd_5
wh2_main_special_settlement_itza_other_lzd_ruin	wh2_main_special_settlement_itza_other_lzd_1
wh2_main_special_settlement_itza_other_ruin	wh2_main_special_settlement_itza_other_1
wh2_main_special_settlement_itza_savage_1	wh2_main_special_settlement_itza_savage_2
wh2_main_special_settlement_itza_savage_2	wh2_main_special_settlement_itza_savage_3
wh2_main_special_settlement_itza_savage_ruin	wh2_main_special_settlement_itza_savage_1
wh2_main_special_settlement_itza_skv_1	wh2_main_special_settlement_itza_skv_2
wh2_main_special_settlement_itza_skv_2	wh2_main_special_settlement_itza_skv_3
wh2_main_special_settlement_itza_skv_3	wh2_main_special_settlement_itza_skv_4
wh2_main_special_settlement_itza_skv_4	wh2_main_special_settlement_itza_skv_5
