Changes between .\build_effects_base.tsv (old) and .\new_build_effects.tsv (new)
Entry	Column	Old Value	New Value
EK:  wh2_main_special_settlement_altdorf_def_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_def_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_lzd_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_lzd_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_settlement_major_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_settlement_major_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_savage_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_savage_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_lzd_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_lzd_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_skv_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_skv_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_outpostnorsca_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_outpostnorsca_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_def_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_def_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_other_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_other_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_outpostnorsca_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_outpostnorsca_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_settlement_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_settlement_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_other_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_other_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_horde_savage_settlement_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_horde_savage_settlement_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_outpostnorsca_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_outpostnorsca_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_castle_drakenhof_2_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_castle_drakenhof_2_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_skv_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_skv_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_settlement_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_settlement_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_outpostnorsca_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_outpostnorsca_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_other_lzd_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_other_lzd_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_special_settlement_eight_peaks_1_wef  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_special_settlement_eight_peaks_1_wef', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_def_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_def_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_emp_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_emp_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_settlement_major_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_settlement_major_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_couronne_3_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_couronne_3_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_norsca_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_norsca_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_colony_major_other_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_colony_major_other_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_miragliano_5_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_miragliano_5_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_skv_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_skv_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_outpostnorsca_minor_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_outpostnorsca_minor_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_itza_itza_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_itza_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_def_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_def_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_skv_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_skv_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_emp_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_emp_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_itza_hef_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_hef_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_skv_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_skv_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_major_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_major_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_settlement_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_settlement_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_lzd_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_lzd_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_hef_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_hef_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_settlement_major_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_settlement_major_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_settlement_major_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_settlement_major_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_settlement_major_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_settlement_major_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_norsca_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_norsca_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_grn_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_grn_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_settlement_minor_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_settlement_minor_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_def_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_def_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_grn_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_grn_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_smiths_1  TO  wh_main_effect_technology_research_points	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_smiths_1', 'effect_scope': 'faction_to_faction_own_unseen', 'effect': 'wh_main_effect_technology_research_points', 'value': '15', 'value_ruined': '0', 'value_damaged': '10'}
EK:  wh2_main_special_settlement_lahmia_dwf_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_dwf_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_2_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_2_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_defence_minor_1  TO  wh_main_effect_settlement_walls_hidden	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_defence_minor_1', 'effect_scope': 'region_to_region_own', 'effect': 'wh_main_effect_settlement_walls_hidden', 'value': '1', 'value_ruined': '1', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_outpostnorsca_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_outpostnorsca_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_skv_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_skv_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_def_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_def_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_dwf_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_dwf_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_outpostnorsca_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_outpostnorsca_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_dwf_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_dwf_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_dwf_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_dwf_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_settlement_minor_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_settlement_minor_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_def_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_def_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_hef_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_hef_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_vmp_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_vmp_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_grn_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_grn_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_altdorf_5_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_altdorf_5_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_1_dwf  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_1_dwf', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
