building_set_to_building_junctions_tables
0
building_chain	building_level	building_set	exclude
wh2_main_special_settlement_naggarond_lzd		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_norsca		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_other		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_savage		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_skv		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_vmp		wh_main_set_settlement_major	False
wh2_main_special_settlement_naggarond_wef		wh_main_set_settlement_major	False
wh2_main_special_settlement_skavenblight		wh_main_set_settlement_major	False
wh2_main_special_settlement_skavenblight_other		wh_main_set_settlement_major	False
wh2_main_special_settlement_skavenblight_wef		wh_main_set_settlement_major	False
wh2_main_wef_oak_of_ages_occupied		wh_main_set_settlement_major	False
wh_dlc03_GRN-DWF_settlement_major_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_GRN-DWF_settlement_major_beastmenruin_coast		wh_main_set_settlement_major	False
wh_dlc03_HUMAN_outpostnorsca_major_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_HUMAN_outpostnorsca_major_beastmenruin_coast		wh_main_set_settlement_major	False
wh_dlc03_HUMAN_settlement_major_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_HUMAN_settlement_major_beastmenruin_coast		wh_main_set_settlement_major	False
wh_dlc03_special_city_altdorf_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_black_crag_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_castle_drakenhof_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_couronne_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_karaz_a_karak_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_kislev_beastmenruin		wh_main_set_settlement_major	False
wh_dlc03_special_city_miragliano_beastmenruin		wh_main_set_settlement_major	False
wh_dlc05_special_city_altdorf_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_black_crag_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_castle_drakenhof_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_couronne_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_eight_peaks_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_karaz_a_karak_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_kislev_woodelves		wh_main_set_settlement_major	False
wh_dlc05_special_city_miragliano_woodelves		wh_main_set_settlement_major	False
wh_dlc05_wef_oak_of_ages		wh_main_set_settlement_major	False
wh_dlc05_wef_oak_of_ages_mini		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_major_dwarfhold		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_major_dwarfhold_coast		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_major_human		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_major_human_coast		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_norsca_major		wh_main_set_settlement_major	False
wh_dlc05_wef_outpost_norsca_major_coast		wh_main_set_settlement_major	False
wh_dlc05_wef_settlement_major		wh_main_set_settlement_major	False
wh_dlc05_wef_settlement_major_coast		wh_main_set_settlement_major	False
wh_dlc05_wef_settlement_major_main		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_skarsnik		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_outpostnorsca_major_coast_wurrzag		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_outpostnorsca_major_skarsnik		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_outpostnorsca_major_wurrzag		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_settlement_major_coast_skarsnik		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_settlement_major_coast_wurrzag		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_settlement_major_skarsnik		wh_main_set_settlement_major	False
wh_dlc06_GREENSKIN_settlement_major_wurrzag		wh_main_set_settlement_major	False
wh_main_BRETONNIA_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_BRETONNIA_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_BRETONNIA_settlement_major		wh_main_set_settlement_major	False
wh_main_BRETONNIA_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_DWARFS_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_DWARFS_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_DWARFS_settlement_major		wh_main_set_settlement_major	False
wh_main_DWARFS_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_EMPIRE_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_EMPIRE_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_EMPIRE_settlement_major		wh_main_set_settlement_major	False
wh_main_EMPIRE_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_GREENSKIN_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_GREENSKIN_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_GREENSKIN_settlement_major		wh_main_set_settlement_major	False
wh_main_GREENSKIN_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_GRN-DWF_settlement_major_chaosruin		wh_main_set_settlement_major	False
wh_main_GRN-DWF_settlement_major_chaosruin_coast		wh_main_set_settlement_major	False
wh_main_HUMAN_outpostnorsca_major_chaosruin		wh_main_set_settlement_major	False
wh_main_HUMAN_outpostnorsca_major_chaosruin_coast		wh_main_set_settlement_major	False
wh_main_HUMAN_settlement_major_chaosruin		wh_main_set_settlement_major	False
wh_main_HUMAN_settlement_major_chaosruin_coast		wh_main_set_settlement_major	False
wh_main_NORSCA_outpost_major_human		wh_main_set_settlement_major	False
wh_main_NORSCA_outpost_major_human_coast		wh_main_set_settlement_major	False
wh_main_SAVAGEORC_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_SAVAGEORC_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_SAVAGEORC_settlement_major		wh_main_set_settlement_major	False
wh_main_SAVAGEORC_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_VAMPIRES_outpostnorsca_major		wh_main_set_settlement_major	False
wh_main_VAMPIRES_outpostnorsca_major_coast		wh_main_set_settlement_major	False
wh_main_VAMPIRES_settlement_major		wh_main_set_settlement_major	False
wh_main_VAMPIRES_settlement_major_coast		wh_main_set_settlement_major	False
wh_main_special_settlement_altdorf		wh_main_set_settlement_major	False
wh_main_special_settlement_altdorf_bretonnia		wh_main_set_settlement_major	False
wh_main_special_settlement_altdorf_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_altdorf_vampires		wh_main_set_settlement_major	False
wh_main_special_settlement_black_crag		wh_main_set_settlement_major	False
wh_main_special_settlement_black_crag_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_black_crag_dwarf		wh_main_set_settlement_major	False
wh_main_special_settlement_black_crag_norsca		wh_main_set_settlement_major	False
wh_main_special_settlement_black_crag_savage		wh_main_set_settlement_major	False
wh_main_special_settlement_castle_drakenhof		wh_main_set_settlement_major	False
wh_main_special_settlement_castle_drakenhof_bretonnia		wh_main_set_settlement_major	False
wh_main_special_settlement_castle_drakenhof_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_castle_drakenhof_empire		wh_main_set_settlement_major	False
wh_main_special_settlement_couronne		wh_main_set_settlement_major	False
wh_main_special_settlement_couronne_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_couronne_empire		wh_main_set_settlement_major	False
wh_main_special_settlement_couronne_vampires		wh_main_set_settlement_major	False
wh_main_special_settlement_eight_peaks		wh_main_set_settlement_major	False
wh_main_special_settlement_eight_peaks_dwarf		wh_main_set_settlement_major	False
wh_main_special_settlement_eight_peaks_norsca		wh_main_set_settlement_major	False
wh_main_special_settlement_eight_peaks_savage		wh_main_set_settlement_major	False
wh_main_special_settlement_karaz_a_karak		wh_main_set_settlement_major	False
wh_main_special_settlement_karaz_a_karak_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_karaz_a_karak_greenskins		wh_main_set_settlement_major	False
wh_main_special_settlement_karaz_a_karak_norsca		wh_main_set_settlement_major	False
wh_main_special_settlement_karaz_a_karak_savage		wh_main_set_settlement_major	False
wh_main_special_settlement_kislev		wh_main_set_settlement_major	False
wh_main_special_settlement_kislev_bretonnia		wh_main_set_settlement_major	False
wh_main_special_settlement_kislev_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_kislev_empire		wh_main_set_settlement_major	False
wh_main_special_settlement_kislev_vampires		wh_main_set_settlement_major	False
wh_main_special_settlement_miragliano		wh_main_set_settlement_major	False
wh_main_special_settlement_miragliano_bretonnia		wh_main_set_settlement_major	False
wh_main_special_settlement_miragliano_chaosruin		wh_main_set_settlement_major	False
wh_main_special_settlement_miragliano_empire		wh_main_set_settlement_major	False
wh_main_special_settlement_miragliano_vampires		wh_main_set_settlement_major	False
wh2_main_def_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh2_main_def_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh2_main_def_settlement_minor		wh_main_set_settlement_minor	False
wh2_main_def_settlement_minor_coast		wh_main_set_settlement_minor	False
wh2_main_hef_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh2_main_hef_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh2_main_hef_settlement_minor		wh_main_set_settlement_minor	False
wh2_main_hef_settlement_minor_coast		wh_main_set_settlement_minor	False
wh2_main_lzd_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh2_main_lzd_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh2_main_lzd_settlement_minor		wh_main_set_settlement_minor	False
wh2_main_lzd_settlement_minor_coast		wh_main_set_settlement_minor	False
wh2_main_rogue_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh2_main_rogue_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh2_main_skv_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh2_main_skv_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh2_main_skv_settlement_minor		wh_main_set_settlement_minor	False
wh2_main_skv_settlement_minor_coast		wh_main_set_settlement_minor	False
wh2_main_special_settlement_colony_minor_hef		wh_main_set_settlement_minor	False
wh2_main_special_settlement_colony_minor_other		wh_main_set_settlement_minor	False
wh2_main_special_settlement_colony_minor_wef		wh_main_set_settlement_minor	False
wh_dlc03_GRN-DWF_settlement_minor_beastmenruin		wh_main_set_settlement_minor	False
wh_dlc03_GRN-DWF_settlement_minor_beastmenruin_coast		wh_main_set_settlement_minor	False
wh_dlc03_HUMAN_outpostnorsca_minor_beastmenruin		wh_main_set_settlement_minor	False
wh_dlc03_HUMAN_outpostnorsca_minor_beastmenruin_coast		wh_main_set_settlement_minor	False
wh_dlc03_HUMAN_settlement_minor_beastmenruin		wh_main_set_settlement_minor	False
wh_dlc03_HUMAN_settlement_minor_beastmenruin_coast		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_minor_dwarfhold		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_minor_dwarfhold_coast		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_minor_human		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_minor_human_coast		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_norsca_minor		wh_main_set_settlement_minor	False
wh_dlc05_wef_outpost_norsca_minor_coast		wh_main_set_settlement_minor	False
wh_dlc05_wef_settlement_minor		wh_main_set_settlement_minor	False
wh_dlc05_wef_settlement_minor_coast		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_skarsnik		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_outpostnorsca_minor_coast_wurrzag		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_outpostnorsca_minor_skarsnik		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_outpostnorsca_minor_wurrzag		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_settlement_minor_coast_skarsnik		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_settlement_minor_coast_wurrzag		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_settlement_minor_skarsnik		wh_main_set_settlement_minor	False
wh_dlc06_GREENSKIN_settlement_minor_wurrzag		wh_main_set_settlement_minor	False
wh_main_BRETONNIA_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_BRETONNIA_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_BRETONNIA_settlement_minor		wh_main_set_settlement_minor	False
wh_main_BRETONNIA_settlement_minor_coast		wh_main_set_settlement_minor	False
wh_main_DWARFS_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_DWARFS_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_DWARFS_settlement_minor		wh_main_set_settlement_minor	False
wh_main_EMPIRE_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_EMPIRE_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_EMPIRE_settlement_minor		wh_main_set_settlement_minor	False
wh_main_EMPIRE_settlement_minor_coast		wh_main_set_settlement_minor	False
wh_main_GREENSKIN_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_GREENSKIN_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_GREENSKIN_settlement_minor		wh_main_set_settlement_minor	False
wh_main_GREENSKIN_settlement_minor_coast		wh_main_set_settlement_minor	False
wh_main_GRN-DWF_settlement_minor_chaosruin		wh_main_set_settlement_minor	False
wh_main_GRN-DWF_settlement_minor_chaosruin_coast		wh_main_set_settlement_minor	False
wh_main_HUMAN_outpostnorsca_minor_chaosruin		wh_main_set_settlement_minor	False
wh_main_HUMAN_outpostnorsca_minor_chaosruin_coast		wh_main_set_settlement_minor	False
wh_main_HUMAN_settlement_minor_chaosruin		wh_main_set_settlement_minor	False
wh_main_HUMAN_settlement_minor_chaosruin_coast		wh_main_set_settlement_minor	False
wh_main_HUMAN_settlement_minor_vampireruin		wh_main_set_settlement_minor	False
wh_main_NORSCA_outpost_minor_human		wh_main_set_settlement_minor	False
wh_main_NORSCA_outpost_minor_human_coast		wh_main_set_settlement_minor	False
wh_main_NORSCA_settlement_minor		wh_main_set_settlement_minor	False
wh_main_SAVAGEORC_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_SAVAGEORC_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_SAVAGEORC_settlement_minor		wh_main_set_settlement_minor	False
wh_main_SAVAGEORC_settlement_minor_coast		wh_main_set_settlement_minor	False
wh_main_VAMPIRES_outpostnorsca_minor		wh_main_set_settlement_minor	False
wh_main_VAMPIRES_outpostnorsca_minor_coast		wh_main_set_settlement_minor	False
wh_main_VAMPIRES_settlement_minor		wh_main_set_settlement_minor	False
wh_main_VAMPIRES_settlement_minor_coast		wh_main_set_settlement_minor	False
wh2_main_VAMPIRES_raisedead		wh_main_set_vampire_defence	False
wh2_main_vmp_defence_norsca		wh_main_set_vampire_defence	False
wh_main_VAMPIRES_garrison		wh_main_set_vampire_defence	False
wh_main_VAMPIRES_walls		wh_main_set_vampire_defence	False
wh_main_VAMPIRES_balefire		wh_main_set_vampire_economy	False
wh_main_VAMPIRES_ossuary		wh_main_set_vampire_economy	False
wh_main_VAMPIRES_repression		wh_main_set_vampire_economy	False
wh_main_VAMPIRES_bindingcircle		wh_main_set_vampire_military_recruitment	False
wh_main_VAMPIRES_cemetary		wh_main_set_vampire_military_recruitment	False
wh_main_VAMPIRES_forest		wh_main_set_vampire_military_recruitment	False
wh_pro02_VAMPIRES_isabella_unique		wh_main_set_vampire_military_recruitment	False
wh2_main_VAMPIRES_terrorgheists		wh_main_set_vampire_military_support	False
wh2_main_VAMPIRES_wraiths		wh_main_set_vampire_military_support	False
wh_main_VAMPIRES_armoury		wh_main_set_vampire_military_support	False
wh_main_VAMPIRES_necromancers		wh_main_set_vampire_military_support	False
wh_main_VAMPIRES_vampires		wh_main_set_vampire_military_support	False
wh_main_special_college_of_magic_vampires		wh_main_set_vampire_military_support	False
