campaign_map_attrition_faction_immunities_tables
0
attrition	faction
wasteland	wh2_main_rogue_wrath_of_nature
wasteland	wh2_main_vmp_necrarch_brotherhood
wasteland	wh2_main_vmp_strygos_empire
wasteland	wh2_main_vmp_the_silver_host
wasteland	wh2_main_vmp_vampire_coast
wasteland	wh_dlc05_vmp_mousillon
wasteland	wh_main_grn_black_venom
wasteland	wh_main_grn_black_venom_waaagh
wasteland	wh_main_grn_bloody_spearz
wasteland	wh_main_grn_bloody_spearz_waaagh
wasteland	wh_main_grn_broken_nose
wasteland	wh_main_grn_broken_nose_waaagh
wasteland	wh_main_grn_crooked_moon
wasteland	wh_main_grn_crooked_moon_waaagh
wasteland	wh_main_grn_greenskins
wasteland	wh_main_grn_greenskins_rebels
wasteland	wh_main_grn_greenskins_rebels_waaagh
wasteland	wh_main_grn_greenskins_waaagh
wasteland	wh_main_grn_necksnappers
wasteland	wh_main_grn_necksnappers_waaagh
wasteland	wh_main_grn_orcs_of_the_bloody_hand
wasteland	wh_main_grn_orcs_of_the_bloody_hand_waaagh
wasteland	wh_main_grn_red_eye
wasteland	wh_main_grn_red_eye_waaagh
wasteland	wh_main_grn_red_fangs
wasteland	wh_main_grn_red_fangs_waaagh
wasteland	wh_main_grn_scabby_eye
wasteland	wh_main_grn_scabby_eye_waaagh
wasteland	wh_main_grn_skull-takerz
wasteland	wh_main_grn_skull-takerz_waaagh
wasteland	wh_main_grn_skullsmasherz
wasteland	wh_main_grn_skullsmasherz_waaagh
wasteland	wh_main_grn_teef_snatchaz
wasteland	wh_main_grn_teef_snatchaz_waaagh
wasteland	wh_main_grn_top_knotz
wasteland	wh_main_grn_top_knotz_waaagh
wasteland	wh_main_vmp_mousillon
wasteland	wh_main_vmp_rival_sylvanian_vamps
wasteland	wh_main_vmp_schwartzhafen
wasteland	wh_main_vmp_vampire_counts
wasteland	wh_main_vmp_vampire_rebels
wasteland	wh_main_vmp_waldenhof
