campaign_map_regions_tables
0
campaign_map	region
wh2_main_great_vortex_map_2	wh2_main_vor_saphery_tor_finu
wh2_main_great_vortex_map_2	wh2_main_vor_saphery_tower_of_hoeth
wh2_main_great_vortex_map_2	wh2_main_vor_sartosa_sartosa
wh2_main_great_vortex_map_2	wh2_main_vor_scorpion_coast_chotec
wh2_main_great_vortex_map_2	wh2_main_vor_scorpion_coast_temple_of_tlencan
wh2_main_great_vortex_map_2	wh2_main_vor_sea_bay_of_corsairs
wh2_main_great_vortex_map_2	wh2_main_vor_sea_boiling_sea
wh2_main_great_vortex_map_2	wh2_main_vor_sea_eastern_gulf_of_lustria
wh2_main_great_vortex_map_2	wh2_main_vor_sea_eastern_straits_of_the_great_ocean
wh2_main_great_vortex_map_2	wh2_main_vor_sea_far_sea
wh2_main_great_vortex_map_2	wh2_main_vor_sea_gulf_of_medes
wh2_main_great_vortex_map_2	wh2_main_vor_sea_gulf_of_sufaga
wh2_main_great_vortex_map_2	wh2_main_vor_sea_lake
wh2_main_great_vortex_map_2	wh2_main_vor_sea_mangrove_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_northern_straits_of_the_great_ocean
wh2_main_great_vortex_map_2	wh2_main_vor_sea_of_dread_tor_elasor
wh2_main_great_vortex_map_2	wh2_main_vor_sea_of_dread_tower_of_the_stars
wh2_main_great_vortex_map_2	wh2_main_vor_sea_of_dread_tower_of_the_sun
wh2_main_great_vortex_map_2	wh2_main_vor_sea_pirate_coast_of_araby
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_chaos
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_chill
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_dreams
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_dusk
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_malice
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_serpents
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sea_of_squalls
wh2_main_great_vortex_map_2	wh2_main_vor_sea_serpents_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_shark_straits
wh2_main_great_vortex_map_2	wh2_main_vor_sea_shifting_isles
wh2_main_great_vortex_map_2	wh2_main_vor_sea_southern_straits_of_the_great_ocean
wh2_main_great_vortex_map_2	wh2_main_vor_sea_straits_of_fear
wh2_main_great_vortex_map_2	wh2_main_vor_sea_sunken_lands
wh2_main_great_vortex_map_2	wh2_main_vor_sea_tarantula_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_bitter_sea
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_black_ocean
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_bleak_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_churning_gulf
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_dragon_spine
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_forbidding_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_great_ocean
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_isles
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_sea_of_dread
wh2_main_great_vortex_map_2	wh2_main_vor_sea_the_vampire_coast
wh2_main_great_vortex_map_2	wh2_main_vor_sea_volcanic_islands
wh2_main_great_vortex_map_2	wh2_main_vor_sea_western_gulf_of_lustria
wh2_main_great_vortex_map_2	wh2_main_vor_settlers_coast_port_reaver
wh2_main_great_vortex_map_2	wh2_main_vor_settlers_coast_skeggi
wh2_main_great_vortex_map_2	wh2_main_vor_settlers_coast_swamp_town
wh2_main_great_vortex_map_2	wh2_main_vor_shadow_wood_circle_of_destruction
wh2_main_great_vortex_map_2	wh2_main_vor_shadow_wood_clar_karond
wh2_main_great_vortex_map_2	wh2_main_vor_shadow_wood_daldrachs_lair
wh2_main_great_vortex_map_2	wh2_main_vor_shadow_wood_venom_glade
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_mangrove_coastline_temple_avenue_of_gold
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_mangrove_coastline_teotiqua
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_sands_antoch
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_sands_bhagar
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_sands_ka-sabar
wh2_main_great_vortex_map_2	wh2_main_vor_shifting_sands_plain_of_tuskers
wh2_main_great_vortex_map_2	wh2_main_vor_southern_badlands_galbaraz
wh2_main_great_vortex_map_2	wh2_main_vor_southern_badlands_gor_gazan
wh2_main_great_vortex_map_2	wh2_main_vor_southern_great_jungle_gwakmol_crater
wh2_main_great_vortex_map_2	wh2_main_vor_southern_great_jungle_mortuary_of_tzulaqua
wh2_main_great_vortex_map_2	wh2_main_vor_southern_great_jungle_xhotl
wh2_main_great_vortex_map_2	wh2_main_vor_southern_jungles_dawns_light
wh2_main_great_vortex_map_2	wh2_main_vor_southern_jungles_scrag_hole
wh2_main_great_vortex_map_2	wh2_main_vor_southern_jungles_yuatek
wh2_main_great_vortex_map_2	wh2_main_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls
wh2_main_great_vortex_map_2	wh2_main_vor_southern_spine_of_sotek_thrice-cursed_peak
wh2_main_great_vortex_map_2	wh2_main_vor_southern_yvresse_cairn_thel
wh2_main_great_vortex_map_2	wh2_main_vor_southern_yvresse_elessaeli
wh2_main_great_vortex_map_2	wh2_main_vor_southern_yvresse_shrine_of_loec
wh2_main_great_vortex_map_2	wh2_main_vor_southlands_world_edge_mountains_karag_orrud
wh2_main_great_vortex_map_2	wh2_main_vor_southlands_world_edge_mountains_karak_zorn
wh2_main_great_vortex_map_2	wh2_main_vor_southlands_world_edge_mountains_lost_plateau
wh2_main_great_vortex_map_2	wh2_main_vor_southlands_world_edge_mountains_mount_arachnos
wh2_main_great_vortex_map_2	wh2_main_vor_straits_of_lothern_glittering_tower
wh2_main_great_vortex_map_2	wh2_main_vor_straits_of_lothern_lothern
wh2_main_great_vortex_map_2	wh2_main_vor_straits_of_lothern_tower_of_lysean
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_coast_arnheim
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_coast_bleak_hold_fortress
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_coast_hag_hall
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_coast_vauls_anvil
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_flood_hag_graef
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_flood_storag_kor
wh2_main_great_vortex_map_2	wh2_main_vor_the_black_flood_temple_of_khaine
wh2_main_great_vortex_map_2	wh2_main_vor_the_broken_land_black_creek_spire
wh2_main_great_vortex_map_2	wh2_main_vor_the_broken_land_blacklight_tower
wh2_main_great_vortex_map_2	wh2_main_vor_the_broken_land_karond_kar
wh2_main_great_vortex_map_2	wh2_main_vor_the_broken_land_slavers_point
wh2_main_great_vortex_map_2	wh2_main_vor_the_capes_citadel_of_dusk
wh2_main_great_vortex_map_2	wh2_main_vor_the_capes_fortress_of_dawn
wh2_main_great_vortex_map_2	wh2_main_vor_the_chill_road_ashrak
wh2_main_great_vortex_map_2	wh2_main_vor_the_chill_road_ghrond
wh2_main_great_vortex_map_2	wh2_main_vor_the_chill_road_the_great_arena
wh2_main_great_vortex_map_2	wh2_main_vor_the_clawed_coast_hoteks_column
wh2_main_great_vortex_map_2	wh2_main_vor_the_clawed_coast_the_monoliths
wh2_main_great_vortex_map_2	wh2_main_vor_the_clawed_coast_the_twisted_glade
wh2_main_great_vortex_map_2	wh2_main_vor_the_creeping_jungle_temple_of_kara
wh2_main_great_vortex_map_2	wh2_main_vor_the_creeping_jungle_tlanxla
wh2_main_great_vortex_map_2	wh2_main_vor_the_creeping_jungle_tlaxtlan
wh2_main_great_vortex_map_2	wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull
wh2_main_great_vortex_map_2	wh2_main_vor_the_dragon_isles_the_blood_hall
wh2_main_great_vortex_map_2	wh2_main_vor_the_forbidden_jungle_chamber_of_visions
wh2_main_great_vortex_map_2	wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti
wh2_main_great_vortex_map_2	wh2_main_vor_the_great_desert_bel_aliad
wh2_main_great_vortex_map_2	wh2_main_vor_the_great_desert_black_tower_of_arkhan
wh2_main_great_vortex_map_2	wh2_main_vor_the_great_desert_pools_of_despair
wh2_main_great_vortex_map_2	wh2_main_vor_the_isle_of_the_dead
wh2_main_great_vortex_map_2	wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek
wh2_main_great_vortex_map_2	wh2_main_vor_the_jungles_of_the_gods_tor_surpindar
wh2_main_great_vortex_map_2	wh2_main_vor_the_lost_valleys_oyxl
wh2_main_great_vortex_map_2	wh2_main_vor_the_lost_valleys_subatuun
wh2_main_great_vortex_map_2	wh2_main_vor_the_lost_valleys_the_sentinel_of_time
wh2_main_great_vortex_map_2	wh2_main_vor_the_red_rivers_cuexotl
wh2_main_great_vortex_map_2	wh2_main_vor_the_red_rivers_golden_tower_of_the_gods
wh2_main_great_vortex_map_2	wh2_main_vor_the_red_rivers_nahuontl
wh2_main_great_vortex_map_2	wh2_main_vor_the_red_rivers_zlatan
wh2_main_great_vortex_map_2	wh2_main_vor_the_road_of_skulls_har_ganeth
wh2_main_great_vortex_map_2	wh2_main_vor_the_road_of_skulls_kauark
wh2_main_great_vortex_map_2	wh2_main_vor_the_road_of_skulls_spite_reach
wh2_main_great_vortex_map_2	wh2_main_vor_the_road_of_skulls_the_black_pillar
wh2_main_great_vortex_map_2	wh2_main_vor_the_turtle_isles_golden_ziggurat
wh2_main_great_vortex_map_2	wh2_main_vor_the_turtle_isles_great_turtle_isle
wh2_main_great_vortex_map_2	wh2_main_vor_the_turtle_isles_mud_isle
wh2_main_great_vortex_map_2	wh2_main_vor_the_vampire_coast_pox_marsh
wh2_main_great_vortex_map_2	wh2_main_vor_the_vampire_coast_the_awakening
wh2_main_great_vortex_map_2	wh2_main_vor_the_vampire_coast_the_blood_swamps
wh2_main_great_vortex_map_2	wh2_main_vor_the_vampire_coast_the_star_tower
wh2_main_great_vortex_map_2	wh2_main_vor_tiranoc_salvation_isle
wh2_main_great_vortex_map_2	wh2_main_vor_tiranoc_the_high_vale
wh2_main_great_vortex_map_2	wh2_main_vor_tiranoc_tor_anroc
wh2_main_great_vortex_map_2	wh2_main_vor_tiranoc_whitepeak
wh2_main_great_vortex_map_2	wh2_main_vor_unicorn_gate
wh2_main_great_vortex_map_2	wh2_main_vor_western_jungles_deaths-head_monoliths
wh2_main_great_vortex_map_2	wh2_main_vor_western_jungles_statues_of_the_gods
wh2_main_great_vortex_map_2	wh2_main_vor_western_jungles_tlaqua
