factions_tables
34
key	index	-	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	card_colour_r	card_colour_g	card_colour_b	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	win_movie	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	default_audio_actor_vo_group	feature_forest
wh_dlc03_bst_redhorn	2041770862	0	wh_dlc03_sc_bst_beastmen	playable	Redhorn Tribe	Beastmen	131	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	False	False	False	ui\flags\wh_dlc03_bst_beastmen_redhorn		ui\flags\wh_dlc03_bst_beastmen_redhorn	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	71	False	False	131	131	You are attacking the Redhorn Tribe!	You are defending against the Redhorn Tribe!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	0	wh_dlc03_vo_culture_Beastmen	default	bst		False	wh_dlc03_bst_redhorn_brayherd	wh_dlc03_bst_inf_bestigor_herd_0	False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_HORDE
wh_dlc03_bst_redhorn_brayherd	2041770869	0	wh_dlc03_sc_bst_beastmen	playable	Redhorn Tribe Brayherd	Beastmen	131	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	False	False	False	ui\flags\wh_dlc03_bst_beastmen_redhorn		ui\flags\wh_dlc03_bst_beastmen_redhorn	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	71	False	False	131	131	You are attacking the Redhorn Tribe Brayherd!	You are defending against the Redhorn Tribe Brayherd!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	0	wh_dlc03_vo_culture_Beastmen	default	bst		False			False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_COMPANION
wh_dlc03_emp_carroburg	2041770830	0	wh_main_sc_emp_empire	playable	Carroburg	Carroburg	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_dlc03_mini_emp_carroburg		ui\flags\wh_dlc03_mini_emp_carroburg	146	38	38	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Carroburg!	You are defending against Carroburg!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	default	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_cult_of_ulric	2041770839	0	wh_main_sc_emp_empire	playable	Cult of Ulric	Cult of Ulric	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_dlc03_mini_emp_ulric		ui\flags\wh_dlc03_mini_emp_ulric	155	175	220	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking the Cult of Ulric!	You are defending against the Cult of Ulric!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	default	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_empire_qb1	2041770731	0	wh_main_sc_emp_empire	playable	The Empire	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_empire		ui\flags\wh_main_emp_empire	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_empire_qb2	2041770735	0	wh_main_sc_emp_empire	playable	The Empire	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_empire		ui\flags\wh_main_emp_empire	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_empire_qb3	2041770739	0	wh_main_sc_emp_empire	playable	The Empire	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_empire		ui\flags\wh_main_emp_empire	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_empire_qb4	2041770747	0	wh_main_sc_emp_empire	playable	The Empire	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_empire		ui\flags\wh_main_emp_empire	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_empire_rebels	2041770140	0	wh_main_sc_emp_empire	playable	Empire Rebels	Empire	89	wh_main_emp_empire	wh_main_emp_empire	True	False	False	ui\flags\wh_main_emp_empire_rebels		ui\flags\wh_main_emp_empire_rebels	47	47	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking The Empire!	You are defending against The Empire!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_hochland	2041770105	0	wh_main_sc_emp_empire	playable	Hochland	Hochland	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_hochland		ui\flags\wh_main_emp_hochland	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Hochland	You are defending against Hochland!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_marienburg	2041770110	0	wh_main_sc_emp_empire	playable	Marienburg	Marienburg	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_marienburg		ui\flags\wh_main_emp_marienburg	235	218	75	0	0	0	30	30	30	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Marienburg!	You are defending against Marienburg!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_marienburg_rebels	2041770165	0	wh_main_sc_emp_empire	playable	Marienburg Rebels	Marienburg	89	wh_main_emp_empire	wh_main_emp_empire	True	False	False	ui\flags\wh_main_emp_marienburg_rebels		ui\flags\wh_main_emp_marienburg_rebels	242	239	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Marienburg!	You are defending against Marienburg!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_middenland	2041770101	0	wh_main_sc_emp_empire	playable	Middenheim	Middenheim	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_middenheim		ui\flags\wh_main_emp_middenheim	44	39	118	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Middenheim!	You are defending against Middenheim!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_middenland_qb1	2041770663	0	wh_main_sc_emp_empire	playable	Middenland	Middenland	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_middenland		ui\flags\wh_main_emp_middenland	44	39	118	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Middenland!	You are defending against Middenland!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_middenland_qb2	2041770664	0	wh_main_sc_emp_empire	playable	Middenland	Middenland	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_middenland		ui\flags\wh_main_emp_middenland	44	39	118	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	wh_main_group_empire	0	0	0	0	False	False	89	89	You are attacking Middenland!	You are defending against Middenland!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_wissenland_qb1	2041770699	0	wh_main_sc_emp_empire	playable	Wissenland	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_wissenland		ui\flags\wh_main_emp_wissenland	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_wissenland_qb2	2041770709	0	wh_main_sc_emp_empire	playable	Wissenland	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_wissenland		ui\flags\wh_main_emp_wissenland	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_wissenland_qb3	2041770710	0	wh_main_sc_emp_empire	playable	Wissenland	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_wissenland		ui\flags\wh_main_emp_wissenland	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_emp_wissenland_qb4	2041770717	0	wh_main_sc_emp_empire	playable	Wissenland	Empire	89	wh_main_emp_empire	wh_main_emp_empire	False	False	False	ui\flags\wh_main_emp_wissenland		ui\flags\wh_main_emp_wissenland	224	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_empire_reikland	0	0	0	71	False	False	89	89	You are attacking the Empire!	You are defending against the Empire!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp		False			True	WH_Empire	wh_main_vo_actor_Empire_General	LOCKED_STANDARD
wh_dlc03_grn_black_pit	2041770113	0	wh_main_sc_grn_greenskins	playable	The Black Pit Tribe	Black Pit	88	wh_main_grn_greenskins_vertical		False	False	False	ui\flags\wh_dlc03_mini_grn_black_pit		ui\flags\wh_dlc03_grn_black_pit	26	27	27	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False	wh_dlc03_grn_black_pit_waaagh	wh_main_grn_inf_black_orcs	False	WH_Greenskins	wh_main_vo_actor_Orc_Shaman	LOCKED_STANDARD
wh_dlc03_grn_black_pit_waaagh	2041770131	0	wh_main_sc_grn_greenskins	playable	The Black Pit Tribe Waaagh!	Black Pit	88	wh_main_grn_greenskins		False	False	False	ui\flags\wh_dlc03_mini_grn_black_pit		ui\flags\wh_dlc03_grn_black_pit	26	27	27	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False		wh_main_grn_inf_black_orcs	False	WH_Greenskins_Waaagh	wh_main_vo_actor_Orc_Shaman	LOCKED_COMPANION
wh_dlc03_grn_gloomy_woods	2041770123	0	wh_main_sc_grn_greenskins	playable	Gloomy Woodz Tribe	Gloomy Woodz	88	wh_main_grn_greenskins_vertical		False	False	False	ui\flags\wh_dlc03_mini_grn_gloomy_woods		ui\flags\wh_dlc03_grn_gloomy_woods	79	88	28	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False	wh_dlc03_grn_gloomy_woods_waaagh	wh_main_grn_inf_black_orcs	False	WH_Greenskins	wh_main_vo_actor_Orc_Shaman	LOCKED_STANDARD
wh_dlc03_grn_gloomy_woods_waaagh	2041770127	0	wh_main_sc_grn_greenskins	playable	Gloomy Woodz Tribe Waaagh!	Gloomy Woodz	88	wh_main_grn_greenskins		False	False	False	ui\flags\wh_dlc03_mini_grn_gloomy_woods		ui\flags\wh_dlc03_grn_gloomy_woods	79	88	28	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False		wh_main_grn_inf_black_orcs	False	WH_Greenskins_Waaagh	wh_main_vo_actor_Orc_Shaman	LOCKED_COMPANION
wh_dlc03_grn_greenskin_rebels	2041770148	0	wh_main_sc_grn_greenskins	playable	Greenskin Rebels	Greenskin	88	wh_main_grn_greenskins_vertical		True	False	False	ui\flags\wh_main_grn_greenskins_rebels		ui\flags\wh_main_grn_greenskins_rebels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False	wh_main_grn_greenskins_rebels_waaagh	wh_main_grn_inf_black_orcs	False	WH_Greenskins	wh_main_vo_actor_Orc_Shaman	LOCKED_STANDARD
wh_dlc03_grn_greenskin_rebels_waaagh	2041770156	0	wh_main_sc_grn_greenskins	playable	Greenskin Rebels Waaagh!	Greenskin	88	wh_main_grn_greenskins		True	False	False	ui\flags\wh_main_grn_greenskins_rebels		ui\flags\wh_main_grn_greenskins_rebels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False		wh_main_grn_inf_black_orcs	False	WH_Greenskins_Waaagh	wh_main_vo_actor_Orc_Shaman	LOCKED_COMPANION
wh_dlc05_brt_mini_aquitaine	2041770457	0	wh_main_sc_brt_bretonnia	playable	Aquitaine	Aquitaine	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_dlc05_brt_aquitaine		ui\flags\wh_dlc05_brt_aquitaine	220	176	48	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_bastonne	2041770455	0	wh_main_sc_brt_bretonnia	playable	Bastonne	Bastonne	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_main_brt_bastonne		ui\flags\wh_main_brt_bastonne	229	213	50	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_bordeleaux	2041770464	0	wh_main_sc_brt_bretonnia	playable	Bordeleaux	Bordeleaux	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_main_brt_bordeleaux		ui\flags\wh_main_brt_bordeleaux	73	87	154	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_bretonnia_rebels	2041770469	0	wh_main_sc_brt_bretonnia	playable	Bretonnian Rebels	Bretonnian	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	True	False	False	ui\flags\wh_main_brt_bretonnia_rebels		ui\flags\wh_main_brt_bretonnia_rebels	78	81	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_brionne	2041770466	0	wh_main_sc_brt_bretonnia	playable	Brionne	Brionne	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_dlc05_brt_brionne		ui\flags\wh_dlc05_brt_brionne	248	244	228	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_carcassonne	2041770432	0	wh_main_sc_brt_bretonnia	playable	Carcassonne	Carcassonne	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_main_brt_carcassonne		ui\flags\wh_main_brt_carcassonne	92	89	169	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_gisoreux	2041770438	0	wh_main_sc_brt_bretonnia	playable	Gisoreux	Gisoreux	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_dlc05_brt_gisoreux		ui\flags\wh_dlc05_brt_gisoreux	162	42	50	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_montfort	2041770447	0	wh_main_sc_brt_bretonnia	playable	Montfort	Montfort	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_dlc05_brt_montfort		ui\flags\wh_dlc05_brt_montfort	50	50	50	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_parravon	2041770430	0	wh_main_sc_brt_bretonnia	playable	Parravon	Parravon	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_main_brt_parravon		ui\flags\wh_main_brt_parravon	50	50	50	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_brt_mini_quenelles	2041770465	0	wh_main_sc_brt_bretonnia	playable	Quenelles	Quenelles	162	wh_main_brt_bretonnia	wh_main_brt_bretonnia	False	False	False	ui\flags\wh_dlc05_brt_quenelles		ui\flags\wh_dlc05_brt_quenelles	28	73	150	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_bretonnia	0	0	0	0	False	False	162	162	You are attacking Bretonnia!	You are defending against Bretonnia!	FACTION_CHOSOKABE	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	LOCKED_STANDARD
wh_dlc05_bst_mini_beastmen_rebels	2041770490	0	wh_dlc03_sc_bst_beastmen	playable	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	True	False	False	ui\flags\wh_dlc03_bst_beastmen_rebels		ui\flags\wh_dlc03_bst_beastmen_rebels	141	119	107	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	71	False	False	131	131	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	0	wh_dlc03_vo_culture_Beastmen	default	bst		False	wh_dlc05_bst_mini_beastmen_rebels_brayherd	wh_dlc03_bst_inf_bestigor_herd_0	False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_HORDE
wh_dlc05_bst_mini_beastmen_rebels_brayherd	2041770821	0	wh_dlc03_sc_bst_beastmen	playable	Beastmen Rebels Brayherd	Beastmen	131	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	False	False	False	ui\flags\wh_dlc03_bst_beastmen_rebels		ui\flags\wh_dlc03_bst_beastmen_rebels	141	119	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	0	False	False	131	131	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	0	0	0	0	wh_dlc03_vo_culture_Beastmen	default	bst		False			False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_COMPANION
wh_dlc05_bst_mini_morghur_herd	2041770481	0	wh_dlc03_sc_bst_beastmen	playable	Warherd of the Shadowgave	Beastmen	131	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	False	True	False	ui\flags\wh_dlc05_bst_beastmen_morghur_herd		ui\flags\wh_dlc05_bst_beastmen_morghur_herd	237	218	199	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	71	False	False	131	131	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	0	wh_dlc03_vo_culture_Beastmen	default	bst		False	wh_dlc05_bst_mini_morghur_herd_brayherd	wh_dlc03_bst_inf_bestigor_herd_0	False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_HORDE
wh_dlc05_bst_mini_morghur_herd_brayherd	2041770814	0	wh_dlc03_sc_bst_beastmen	playable	Brayherd of the Shadowgave	Beastmen	131	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	False	False	False	ui\flags\wh_dlc05_bst_beastmen_morghur_herd		ui\flags\wh_dlc05_bst_beastmen_morghur_herd	237	218	199	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	0	0	0	71	False	False	131	131	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	0	wh_dlc03_vo_culture_Beastmen	default	bst		False			False	WH_Beastmen	wh_dlc03_vo_actor_Beastlord	LOCKED_COMPANION
wh_dlc05_dwf_mini_karak_ziflin	2041770896	0	wh_main_sc_dwf_dwarfs	playable	Karak Ziflin	Karak Ziflin	106	wh_main_dwf_dwarfs	wh_main_dwf_dwarf	False	False	False	ui\flags\wh_main_dwf_karak_ziflin		ui\flags\wh_main_dwf_karak_ziflin	158	93	66	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_dwarfs	0	0	0	0	False	False	106	106	You are attacking Karak Ziflin!	You are defending against Karak Ziflin!	FACTION_CHOSOKABE	1086324736	1086324736	1086324736	500	wh_main_vo_culture_Dwarf	default	dwf		False			False	WH_Dwarfs	wh_main_vo_actor_Dwarf_Lord	LOCKED_STANDARD
wh_dlc05_grn_mini_deff_grindaz	2041770390	0	wh_main_sc_grn_greenskins	playable	Deff Grindaz Tribe	Deff Grindaz	88	wh_main_grn_greenskins_vertical		False	False	False	ui\flags\wh_dlc05_grn_deff_grindaz		ui\flags\wh_dlc05_grn_deff_grindaz	104	69	162	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	wh_main_group_greenskins	0	0	0	0	False	False	88	88	You are attacking Greenskins!	You are defending against Greenskins!	FACTION_ODA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False	wh_dlc05_grn_mini_deff_grindaz_waaagh	wh_main_grn_inf_black_orcs	False	WH_Greenskins	wh_main_vo_actor_Orc_Shaman	LOCKED_STANDARD
