cai_construction_system_building_values_tables
0
unknown	unknown2	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	unknown8	culture	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	score_end_inclusive	score_or_score_start_inclusive	unknown29
		wh2_main_special_ghrond_convent_of_sorcery_1_emp	wh2_main_special_ghrond_convent_of_sorcery_2_emp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_ghrond_convent_of_sorcery_1_hef	wh2_main_special_ghrond_convent_of_sorcery_2_hef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_ghrond_convent_of_sorcery_1_other	wh2_main_special_ghrond_convent_of_sorcery_2_other			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_ghrond_convent_of_sorcery_1_vmp	wh2_main_special_ghrond_convent_of_sorcery_2_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_ghrond_convent_of_sorcery_1	wh2_main_special_ghrond_convent_of_sorcery_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	300	
		wh2_main_special_glittering_tower	wh2_main_special_glittering_tower			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_golden_tower_of_the_gods_lzd	wh2_main_special_golden_tower_of_the_gods_lzd			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	400	
		wh2_main_special_golden_tower_of_the_gods_other	wh2_main_special_golden_tower_of_the_gods_other			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	400	
		wh2_main_special_hag_graef_mines_1	wh2_main_special_hag_graef_mines_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	200	
		wh2_main_special_hall_of_dragons	wh2_main_special_hall_of_dragons			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_har_ganeth_hellebron_palace	wh2_main_special_har_ganeth_hellebron_palace			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_har_ganeth_temple_of_khaine_1_hef	wh2_main_special_har_ganeth_temple_of_khaine_1_hef			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_har_ganeth_temple_of_khaine_1	wh2_main_special_har_ganeth_temple_of_khaine_1			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_hellpit_pits	wh2_main_special_hellpit_pits			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_hexoatl_incubator	wh2_main_special_hexoatl_incubator			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_hexoatl_stellar_pyramids_other	wh2_main_special_hexoatl_stellar_pyramids_other			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_hexoatl_stellar_pyramids	wh2_main_special_hexoatl_stellar_pyramids			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_itza_emerald_pools	wh2_main_special_itza_emerald_pools			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_itza_vaults_of_the_old_ones	wh2_main_special_itza_vaults_of_the_old_ones			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_karond_kar_slavers	wh2_main_special_karond_kar_slavers			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_lothern_port_1	wh2_main_special_lothern_port_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	120	
		wh2_main_special_lothern_port_1	wh2_main_special_lothern_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	120	
		wh2_main_special_lothern_port_other_1	wh2_main_special_lothern_port_other_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	120	
		wh2_main_special_lothern_port_other_1	wh2_main_special_lothern_port_other_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	120	
		wh2_main_special_mors_hq_1	wh2_main_special_mors_hq_1			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_mousillon_merovech	wh2_main_special_mousillon_merovech			cai_military_group				0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5000	5000	
		wh2_main_special_mousillon_merovech	wh2_main_special_mousillon_merovech			cai_support_group				0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5000	5000	
		wh2_main_special_naggarond_blackguard	wh2_main_special_naggarond_blackguard			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_naggarond_witch_king_def	wh2_main_special_naggarond_witch_king_def			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_naggarond_witch_king_hef	wh2_main_special_naggarond_witch_king_hef			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_oyxl_shrine_of_birds	wh2_main_special_oyxl_shrine_of_birds			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_phoenix_king_court	wh2_main_special_phoenix_king_court			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_pyramid_of_nagash_other	wh2_main_special_pyramid_of_nagash_other			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	250	250	
		wh2_main_special_pyramid_of_nagash_vmp	wh2_main_special_pyramid_of_nagash_vmp			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_quetza_serpent_lairs	wh2_main_special_quetza_serpent_lairs			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200	
		wh2_main_special_quintex_0	wh2_main_special_quintex_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	500	
		wh2_main_special_roflcopter	wh2_main_special_roflcopter			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_settlement_altdorf_def_1	wh2_main_special_settlement_altdorf_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_dwf_1	wh2_main_special_settlement_altdorf_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_grn_1	wh2_main_special_settlement_altdorf_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_hef_1	wh2_main_special_settlement_altdorf_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_lzd_1	wh2_main_special_settlement_altdorf_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_norsca_1	wh2_main_special_settlement_altdorf_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_other_1	wh2_main_special_settlement_altdorf_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_other_1	wh2_main_special_settlement_altdorf_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_savage_1	wh2_main_special_settlement_altdorf_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_altdorf_skv_1	wh2_main_special_settlement_altdorf_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_brt_1	wh2_main_special_settlement_athel_loren_brt_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_def_1	wh2_main_special_settlement_athel_loren_def_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_dwf_1	wh2_main_special_settlement_athel_loren_dwf_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_emp_1	wh2_main_special_settlement_athel_loren_emp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_grn_1	wh2_main_special_settlement_athel_loren_grn_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_hef_1	wh2_main_special_settlement_athel_loren_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_lzd_1	wh2_main_special_settlement_athel_loren_lzd_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_norsca_1	wh2_main_special_settlement_athel_loren_norsca_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_rogue_1	wh2_main_special_settlement_athel_loren_rogue_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_rogue_1	wh2_main_special_settlement_athel_loren_rogue_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_savage_1	wh2_main_special_settlement_athel_loren_savage_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_skv_1	wh2_main_special_settlement_athel_loren_skv_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_athel_loren_vmp_1	wh2_main_special_settlement_athel_loren_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_brt_1	wh2_main_special_settlement_black_crag_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_def_1	wh2_main_special_settlement_black_crag_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_emp_1	wh2_main_special_settlement_black_crag_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_hef_1	wh2_main_special_settlement_black_crag_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_lzd_1	wh2_main_special_settlement_black_crag_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_other_1	wh2_main_special_settlement_black_crag_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_other_1	wh2_main_special_settlement_black_crag_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_skv_1	wh2_main_special_settlement_black_crag_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_black_crag_vmp_1	wh2_main_special_settlement_black_crag_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_def_1	wh2_main_special_settlement_castle_drakenhof_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_dwf_1	wh2_main_special_settlement_castle_drakenhof_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_grn_1	wh2_main_special_settlement_castle_drakenhof_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_hef_1	wh2_main_special_settlement_castle_drakenhof_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_lzd_1	wh2_main_special_settlement_castle_drakenhof_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_norsca_1	wh2_main_special_settlement_castle_drakenhof_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_savage_1	wh2_main_special_settlement_castle_drakenhof_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_castle_drakenhof_skv_1	wh2_main_special_settlement_castle_drakenhof_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_colony_major_hef_1	wh2_main_special_settlement_colony_major_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_settlement_colony_major_other_1	wh2_main_special_settlement_colony_major_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_settlement_colony_minor_hef_1	wh2_main_special_settlement_colony_minor_hef_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_settlement_colony_minor_other_1	wh2_main_special_settlement_colony_minor_other_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_settlement_couronne_def_1	wh2_main_special_settlement_couronne_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_dwf_1	wh2_main_special_settlement_couronne_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_grn_1	wh2_main_special_settlement_couronne_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_hef_1	wh2_main_special_settlement_couronne_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_lzd_1	wh2_main_special_settlement_couronne_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_norsca_1	wh2_main_special_settlement_couronne_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_other_1	wh2_main_special_settlement_couronne_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_other_1	wh2_main_special_settlement_couronne_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_savage_1	wh2_main_special_settlement_couronne_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_couronne_skv_1	wh2_main_special_settlement_couronne_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_brt_1	wh2_main_special_settlement_eight_peaks_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_def_1	wh2_main_special_settlement_eight_peaks_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_emp_1	wh2_main_special_settlement_eight_peaks_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_hef_1	wh2_main_special_settlement_eight_peaks_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_lzd_1	wh2_main_special_settlement_eight_peaks_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_other_1	wh2_main_special_settlement_eight_peaks_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_other_1	wh2_main_special_settlement_eight_peaks_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_skv_1	wh2_main_special_settlement_eight_peaks_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_eight_peaks_vmp_1	wh2_main_special_settlement_eight_peaks_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hellpit_1	wh2_main_special_settlement_hellpit_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hellpit_other_1	wh2_main_special_settlement_hellpit_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_brt_1	wh2_main_special_settlement_hexoatl_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_def_1	wh2_main_special_settlement_hexoatl_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_dwf_1	wh2_main_special_settlement_hexoatl_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_emp_1	wh2_main_special_settlement_hexoatl_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_grn_1	wh2_main_special_settlement_hexoatl_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_hef_1	wh2_main_special_settlement_hexoatl_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_special_settlement_hexoatl_hexoatl_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_norsca_1	wh2_main_special_settlement_hexoatl_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_other_1	wh2_main_special_settlement_hexoatl_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_other_1	wh2_main_special_settlement_hexoatl_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_other_lzd_1	wh2_main_special_settlement_hexoatl_other_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_savage_1	wh2_main_special_settlement_hexoatl_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_skv_1	wh2_main_special_settlement_hexoatl_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_hexoatl_vmp_1	wh2_main_special_settlement_hexoatl_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_brt_1	wh2_main_special_settlement_itza_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_def_1	wh2_main_special_settlement_itza_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_dwf_1	wh2_main_special_settlement_itza_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_emp_1	wh2_main_special_settlement_itza_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_grn_1	wh2_main_special_settlement_itza_grn_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_hef_1	wh2_main_special_settlement_itza_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_itza_1	wh2_main_special_settlement_itza_itza_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_norsca_1	wh2_main_special_settlement_itza_norsca_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_other_1	wh2_main_special_settlement_itza_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_other_1	wh2_main_special_settlement_itza_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_other_lzd_1	wh2_main_special_settlement_itza_other_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_savage_1	wh2_main_special_settlement_itza_savage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_skv_1	wh2_main_special_settlement_itza_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_itza_vmp_1	wh2_main_special_settlement_itza_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_brt_1	wh2_main_special_settlement_karaz_a_karak_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_def_1	wh2_main_special_settlement_karaz_a_karak_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_emp_1	wh2_main_special_settlement_karaz_a_karak_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_hef_1	wh2_main_special_settlement_karaz_a_karak_hef_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_lzd_1	wh2_main_special_settlement_karaz_a_karak_lzd_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_other_1	wh2_main_special_settlement_karaz_a_karak_other_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_other_1	wh2_main_special_settlement_karaz_a_karak_other_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_skv_1	wh2_main_special_settlement_karaz_a_karak_skv_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_karaz_a_karak_vmp_1	wh2_main_special_settlement_karaz_a_karak_vmp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_brt_1	wh2_main_special_settlement_khemri_brt_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_brt_1	wh2_main_special_settlement_khemri_brt_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_def_1	wh2_main_special_settlement_khemri_def_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_def_1	wh2_main_special_settlement_khemri_def_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_dwf_1	wh2_main_special_settlement_khemri_dwf_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_dwf_1	wh2_main_special_settlement_khemri_dwf_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_emp_1	wh2_main_special_settlement_khemri_emp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_emp_1	wh2_main_special_settlement_khemri_emp_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_settlement_khemri_grn_1	wh2_main_special_settlement_khemri_grn_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
