ancillary_included_subcultures_tables
0
ancillary	subculture
wh_main_anc_follower_all_men_zealot	wh_main_sc_teb_teb
wh_main_anc_follower_all_student	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_student	wh_main_sc_chs_chaos
wh_main_anc_follower_all_student	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_all_student	wh_main_sc_emp_empire
wh_main_anc_follower_all_student	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_student	wh_main_sc_nor_norsca
wh_main_anc_follower_all_student	wh_main_sc_teb_teb
wh_main_anc_follower_all_student	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_bretonnia_court_jester	wh_main_sc_brt_bretonnia
wh_main_anc_follower_bretonnia_squire	wh_main_sc_brt_bretonnia
wh_main_anc_follower_dwarfs_archivist	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_brewmaster	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_candle_maker	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_choir_master	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_cooper	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_daughter_of_valaya	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_dwarf_bride	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_dwarfen_tattooist	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_goldsmith	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_grudgekeeper	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_guildmaster	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_jewelsmith	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_miner	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_powder_mixer	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_prospector	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_reckoner	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_runebearer	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_runesmith_apprentice	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_sapper	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_shieldbreaker	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_shipwright	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_slayer_ward	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_stonemason	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_teller_of_tales	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_treasure_hunter	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_dwarfs_troll_slayer	wh_main_sc_dwf_dwarfs
wh_main_anc_follower_empire_agitator	wh_main_sc_emp_empire
wh_main_anc_follower_empire_apprentice_wizard	wh_main_sc_emp_empire
wh_main_anc_follower_empire_barber_surgeon	wh_main_sc_emp_empire
wh_main_anc_follower_empire_bone_picker	wh_main_sc_emp_empire
wh_main_anc_follower_empire_burgher	wh_main_sc_emp_empire
wh_main_anc_follower_empire_camp_follower	wh_main_sc_emp_empire
wh_main_anc_follower_empire_charcoal_burner	wh_main_sc_emp_empire
wh_main_anc_follower_empire_coachman	wh_main_sc_emp_empire
wh_main_anc_follower_empire_entertainer	wh_main_sc_emp_empire
wh_main_anc_follower_empire_estalian_diestro	wh_main_sc_brt_bretonnia
wh_main_anc_follower_empire_estalian_diestro	wh_main_sc_emp_empire
wh_main_anc_follower_empire_estalian_diestro	wh_main_sc_ksl_kislev
wh_main_anc_follower_empire_estalian_diestro	wh_main_sc_teb_teb
wh_main_anc_follower_empire_ferryman	wh_main_sc_emp_empire
wh_main_anc_follower_empire_hunter	wh_main_sc_emp_empire
wh_main_anc_follower_empire_jailer	wh_main_sc_emp_empire
wh_main_anc_follower_empire_light_college_acolyte	wh_main_sc_emp_empire
wh_main_anc_follower_empire_marine	wh_main_sc_emp_empire
wh_main_anc_follower_empire_messenger	wh_main_sc_emp_empire
wh_main_anc_follower_empire_noble	wh_main_sc_emp_empire
wh_main_anc_follower_empire_peasant	wh_main_sc_emp_empire
wh_main_anc_follower_empire_rat_catcher	wh_main_sc_emp_empire
wh_main_anc_follower_empire_road_warden	wh_main_sc_emp_empire
wh_main_anc_follower_empire_scribe	wh_main_sc_emp_empire
wh_main_anc_follower_empire_seaman	wh_main_sc_emp_empire
wh_main_anc_follower_empire_thief	wh_main_sc_emp_empire
wh_main_anc_follower_empire_tradesman	wh_main_sc_emp_empire
wh_main_anc_follower_empire_watchman	wh_main_sc_emp_empire
wh_main_anc_follower_empire_woodsman	wh_main_sc_emp_empire
wh_main_anc_follower_greenskins_backstabba	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_backstabba	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_bat-winged_loony	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_bat-winged_loony	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_boggart	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_boggart	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_bully	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_bully	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_dog_boy_scout	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_dog_boy_scout	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_dung_collector	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_dung_collector	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_gobbo_ranta	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_gobbo_ranta	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_idol_carva	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_idol_carva	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_pit_boss	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_pit_boss	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_savage_orc_prodda	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_savage_orc_prodda	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_serial_loota	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_serial_loota	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_shamans_lacky	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_shamans_lacky	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_shroom_gathera	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_shroom_gathera	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_snotling_scavengers	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_snotling_scavengers	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_spider-god_priest	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_spider-god_priest	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_squig_mascot	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_squig_mascot	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_swindla	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_swindla	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_greenskins_troll_herder	wh_main_sc_grn_greenskins
wh_main_anc_follower_greenskins_troll_herder	wh_main_sc_grn_savage_orcs
wh_main_anc_follower_halfling_fieldwarden	wh_main_sc_emp_empire
wh_main_anc_follower_norsca_berserker	wh_main_sc_chs_chaos
wh_main_anc_follower_norsca_berserker	wh_main_sc_nor_norsca
wh_main_anc_follower_undead_black_cat	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_carrion	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_corpse_thief	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_crone	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_dreg	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_flesh_golem	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_grave_digger	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_manservant	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_mortal_informer	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_poltergeist	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_possessed_mirror	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_treasurer	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_warlock	wh_main_sc_vmp_vampire_counts
wh_main_anc_follower_undead_warp_stone_hunter	wh_main_sc_vmp_vampire_counts
wh_main_anc_magic_standard_banner_of_lost_holds	wh_main_sc_dwf_dwarfs
wh_main_anc_magic_standard_banner_of_rage	wh_dlc03_sc_bst_beastmen
wh_main_anc_magic_standard_banner_of_rage	wh_main_sc_chs_chaos
wh_main_anc_magic_standard_banner_of_the_barrows	wh_main_sc_vmp_vampire_counts
wh_main_anc_magic_standard_blasted_standard	wh_dlc03_sc_bst_beastmen
wh_main_anc_magic_standard_blasted_standard	wh_main_sc_chs_chaos
wh_main_anc_magic_standard_da_immortulz	wh_main_sc_grn_greenskins
wh_main_anc_magic_standard_griffon_banner	wh_main_sc_emp_empire
wh_main_anc_magic_standard_griffon_banner	wh_main_sc_ksl_kislev
wh_main_anc_magic_standard_griffon_banner	wh_main_sc_teb_teb
wh_main_anc_magic_standard_morks_war_banner	wh_main_sc_grn_greenskins
wh_main_anc_magic_standard_spider_banner	wh_main_sc_grn_greenskins
wh_main_anc_magic_standard_steel_standard	wh_main_sc_emp_empire
wh_main_anc_magic_standard_steel_standard	wh_main_sc_ksl_kislev
wh_main_anc_magic_standard_steel_standard	wh_main_sc_teb_teb
wh_main_anc_magic_standard_the_bad_moon_banner	wh_main_sc_grn_greenskins
wh_main_anc_magic_standard_the_screaming_banner	wh_main_sc_vmp_vampire_counts
wh_main_anc_mark_of_chaos_mark_of_khorne	wh_main_sc_chs_chaos
wh_main_anc_mark_of_chaos_mark_of_nurgle	wh_main_sc_chs_chaos
wh_main_anc_mark_of_chaos_mark_of_slaanesh	wh_main_sc_chs_chaos
wh_main_anc_mark_of_chaos_mark_of_tzeentch	wh_main_sc_chs_chaos
wh_main_anc_mount_brt_damsel_barded_warhorse	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_damsel_warhorse	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_general_barded_warhorse	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_general_hippogryph	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_general_royal_pegasus	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_louen_beaquis	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_paladin_barded_warhorse	wh_main_sc_brt_bretonnia
wh_main_anc_mount_brt_paladin_pegasus	wh_main_sc_brt_bretonnia
wh_main_anc_mount_chs_archaon_dorghar	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_lord_barded_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_lord_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_death_barded_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_death_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_fire_barded_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_fire_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_metal_barded_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_chaos_sorcerer_metal_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_exalted_hero_barded_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_chs_exalted_hero_chaos_steed	wh_main_sc_chs_chaos
wh_main_anc_mount_emp_balthasar_imperial_pegasus	wh_main_sc_emp_empire
wh_main_anc_mount_emp_bright_wizard_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_bright_wizard_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_captain_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_captain_imperial_pegasus	wh_main_sc_emp_empire
wh_main_anc_mount_emp_captain_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_celestial_wizard_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_celestial_wizard_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_general_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_general_imperial_griffon	wh_main_sc_emp_empire
wh_main_anc_mount_emp_general_imperial_pegasus	wh_main_sc_emp_empire
wh_main_anc_mount_emp_general_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_karl_franz_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_karl_franz_deathclaw	wh_main_sc_emp_empire
wh_main_anc_mount_emp_karl_franz_imperial_pegasus	wh_main_sc_emp_empire
wh_main_anc_mount_emp_karl_franz_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_light_wizard_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_light_wizard_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_warrior_priest_barded_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_emp_warrior_priest_warhorse	wh_main_sc_emp_empire
wh_main_anc_mount_grn_azhag_skullmuncha	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_goblin_big_boss_giant_spider	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_goblin_big_boss_giant_wolf	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_orc_warboss_war_boar	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_orc_warboss_wyvern	wh_main_sc_grn_greenskins
wh_main_anc_mount_grn_wizard_orc_shaman_war_boar	wh_main_sc_grn_greenskins
wh_main_anc_mount_ksl_captain_barded_warhorse	wh_main_sc_ksl_kislev
wh_main_anc_mount_ksl_captain_warhorse	wh_main_sc_ksl_kislev
wh_main_anc_mount_ksl_celestial_wizard_warhorse	wh_main_sc_ksl_kislev
wh_main_anc_mount_ksl_general_barded_warhorse	wh_main_sc_ksl_kislev
wh_main_anc_mount_ksl_general_warhorse	wh_main_sc_ksl_kislev
wh_main_anc_mount_nor_chaos_sorcerer_warhorse	wh_main_sc_nor_norsca
wh_main_anc_mount_nor_marauder_chieftain_warhorse	wh_main_sc_nor_norsca
wh_main_anc_mount_teb_bright_wizard_warhorse	wh_main_sc_teb_teb
wh_main_anc_mount_teb_captain_barded_warhorse	wh_main_sc_teb_teb
wh_main_anc_mount_teb_captain_warhorse	wh_main_sc_teb_teb
wh_main_anc_mount_teb_general_barded_warhorse	wh_main_sc_teb_teb
wh_main_anc_mount_teb_general_warhorse	wh_main_sc_teb_teb
wh_main_anc_mount_vmp_mannfred_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_mannfred_hellsteed	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_mannfred_zombie_dragon	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_master_necromancer_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_master_necromancer_hellsteed	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_necromancer_nightmare	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_vampire_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_vampire_hellsteed	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_vampire_lord_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_vampire_lord_hellsteed	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_vampire_lord_zombie_dragon	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_wight_king_barded_skeletal_steed	wh_main_sc_vmp_vampire_counts
wh_main_anc_mount_vmp_wight_king_skeletal_steed	wh_main_sc_vmp_vampire_counts
wh_main_anc_rune_ancestor_rune	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_battle	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_courage	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_groth_one-eye	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_grungni	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_sanctuary	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_slowness	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_stoicism	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_stromni_redbeard	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_master_rune_of_valaya	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_rune_of_fury	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_rune_of_might	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_rune_of_parrying	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_rune_of_striking	wh_main_sc_dwf_dwarfs
wh_main_anc_rune_strollaz_rune	wh_main_sc_dwf_dwarfs
wh_main_anc_talisman_amulet_of_sea_gold	wh_main_sc_emp_empire
wh_main_anc_talisman_dragon_cloak_of_fyrskar	wh_main_sc_dwf_dwarfs
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_brt_bretonnia
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_dwf_dwarfs
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_emp_empire
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_grn_greenskins
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_grn_savage_orcs
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_ksl_kislev
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_teb_teb
wh_main_anc_talisman_the_dragon_crown_of_karaz	wh_main_sc_dwf_dwarfs
wh_main_anc_talisman_the_eye_of_sheerian	wh_main_sc_chs_chaos
wh_main_anc_talisman_the_silver_seal	wh_main_sc_emp_empire
wh_main_anc_talisman_the_white_cloak_of_ulric	wh_main_sc_emp_empire
wh_main_anc_talisman_the_white_cloak_of_ulric	wh_main_sc_ksl_kislev
wh_main_anc_talisman_the_white_cloak_of_ulric	wh_main_sc_teb_teb
wh_main_anc_weapon_axe_of_dargo	wh_main_sc_dwf_dwarfs
wh_main_anc_weapon_bashas_axe_of_stunty_smashin	wh_main_sc_grn_greenskins
wh_main_anc_weapon_battleaxe_of_the_last_waaagh	wh_main_sc_grn_greenskins
wh_main_anc_weapon_chaos_tomb_blade	wh_main_sc_vmp_vampire_counts
wh_main_anc_weapon_filth_mace	wh_dlc03_sc_bst_beastmen
wh_main_anc_weapon_filth_mace	wh_main_sc_chs_chaos
wh_main_anc_weapon_ghal_maraz	wh_main_sc_emp_empire
wh_main_anc_weapon_gitsnik	wh_main_sc_grn_greenskins
wh_main_anc_weapon_hellfire_sword	wh_dlc03_sc_bst_beastmen
wh_main_anc_weapon_hellfire_sword	wh_main_sc_chs_chaos
wh_main_anc_weapon_red_axe_of_karak_eight_peaks	wh_main_sc_dwf_dwarfs
wh_main_anc_weapon_runefang	wh_main_sc_emp_empire
wh_main_anc_weapon_skabscrath	wh_main_sc_vmp_vampire_counts
wh_main_anc_weapon_slaggas_slashas	wh_main_sc_grn_greenskins
wh_main_anc_weapon_sliverslash	wh_main_sc_chs_chaos
wh_main_anc_weapon_starcrusher	wh_main_sc_chs_chaos
wh_main_anc_weapon_stave_of_ruinous_corruption	wh_dlc03_sc_bst_beastmen
wh_main_anc_weapon_sword_of_unholy_power	wh_main_sc_vmp_vampire_counts
wh_main_anc_weapon_the_axe_of_grimnir	wh_main_sc_dwf_dwarfs
wh_main_anc_weapon_the_hammer_of_karak_drazh	wh_main_sc_dwf_dwarfs
wh_main_anc_weapon_the_mace_of_helsturm	wh_main_sc_emp_empire
wh_main_anc_weapon_the_mace_of_helsturm	wh_main_sc_ksl_kislev
wh_main_anc_weapon_the_mace_of_helsturm	wh_main_sc_teb_teb
wh_main_anc_weapon_the_middenland_runefang	wh_main_sc_emp_empire
wh_main_anc_weapon_the_reikland_runefang	wh_main_sc_emp_empire
wh_main_anc_weapon_the_slayer_of_kings	wh_main_sc_chs_chaos
wh_main_anc_weapon_the_sword_of_couronne	wh_main_sc_brt_bretonnia
wh_pro01_anc_armour_armour_of_glimril_scales	wh_main_sc_dwf_dwarfs
wh_pro01_anc_enchanted_item_rune_helm_of_zhufbar	wh_main_sc_dwf_dwarfs
wh_pro01_anc_rune_rune_of_fury	wh_main_sc_dwf_dwarfs
wh_pro01_anc_rune_rune_of_might	wh_main_sc_dwf_dwarfs
wh_pro01_anc_rune_rune_of_parrying	wh_main_sc_dwf_dwarfs
wh_pro01_anc_rune_rune_of_striking	wh_main_sc_dwf_dwarfs
wh_pro01_anc_talisman_cloak_of_valaya	wh_main_sc_dwf_dwarfs
wh_pro01_anc_weapon_the_rune_axe_of_grombrindal	wh_main_sc_dwf_dwarfs
wh_pro02_anc_enchanted_item_blood_chalice_of_bathori	wh_main_sc_vmp_vampire_counts
wh_pro02_anc_mount_vmp_isabella_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_pro02_anc_mount_vmp_isabella_hellsteed	wh_main_sc_vmp_vampire_counts
