units_to_groupings_military_permissions_tables
0
unit	military_group
wh_main_grn_art_goblin_rock_lobber	wh2_main_rogue_black_spider_tribe
wh_main_grn_art_goblin_rock_lobber	wh_main_group_greenskins
wh_main_grn_cav_forest_goblin_spider_riders_0	wh2_main_rogue_black_spider_tribe
wh_main_grn_cav_forest_goblin_spider_riders_0	wh2_main_rogue_stuff_snatchers
wh_main_grn_cav_forest_goblin_spider_riders_0	wh_main_group_greenskins
wh_main_grn_cav_forest_goblin_spider_riders_1	wh2_main_rogue_black_spider_tribe
wh_main_grn_cav_forest_goblin_spider_riders_1	wh2_main_rogue_stuff_snatchers
wh_main_grn_cav_forest_goblin_spider_riders_1	wh_main_group_greenskins
wh_main_grn_cav_goblin_wolf_chariot	wh_main_group_greenskins
wh_main_grn_cav_goblin_wolf_riders_0	wh2_main_rogue_beastcatchas
wh_main_grn_cav_goblin_wolf_riders_0	wh2_main_rogue_mangy_houndz
wh_main_grn_cav_goblin_wolf_riders_0	wh_main_group_greenskins
wh_main_grn_cav_goblin_wolf_riders_1	wh2_main_rogue_beastcatchas
wh_main_grn_cav_goblin_wolf_riders_1	wh_main_group_greenskins
wh_main_grn_cav_orc_boar_boy_big_uns	wh_main_group_greenskins
wh_main_grn_cav_orc_boar_boyz	wh2_main_rogue_teef_snatchaz
wh_main_grn_cav_orc_boar_boyz	wh_main_group_greenskins
wh_main_grn_cav_orc_boar_chariot	wh_main_group_greenskins
wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh_main_group_greenskins
wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh_main_group_savage_orcs
wh_main_grn_cav_savage_orc_boar_boyz	wh_main_group_greenskins
wh_main_grn_cav_savage_orc_boar_boyz	wh_main_group_savage_orcs
wh_main_grn_cha_goblin_great_shaman_0	wh2_main_rogue_beastcatchas
wh_main_grn_cha_goblin_great_shaman_0	wh2_main_rogue_black_spider_tribe
wh_main_grn_cha_goblin_great_shaman_1	wh2_main_rogue_beastcatchas
wh_main_grn_cha_goblin_great_shaman_1	wh2_main_rogue_black_spider_tribe
wh_main_grn_cha_orc_warboss_0	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_cha_orc_warboss_0	wh2_main_rogue_teef_snatchaz
wh_main_grn_cha_orc_warboss_0	wh2_main_rogue_troll_skullz
wh_main_grn_cha_orc_warboss_1	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_cha_orc_warboss_1	wh2_main_rogue_teef_snatchaz
wh_main_grn_cha_orc_warboss_1	wh2_main_rogue_troll_skullz
wh_main_grn_cha_orc_warboss_2	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_cha_orc_warboss_2	wh2_main_rogue_teef_snatchaz
wh_main_grn_cha_orc_warboss_2	wh2_main_rogue_troll_skullz
wh_main_grn_inf_black_orcs	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_inf_black_orcs	wh2_main_rogue_gerhardts_mercenaries
wh_main_grn_inf_black_orcs	wh_main_group_greenskins
wh_main_grn_inf_goblin_archers	wh2_main_rogue_black_spider_tribe
wh_main_grn_inf_goblin_archers	wh_main_group_greenskins
wh_main_grn_inf_goblin_spearmen	wh2_main_rogue_black_spider_tribe
wh_main_grn_inf_goblin_spearmen	wh_main_group_greenskins
wh_main_grn_inf_night_goblin_archers	wh2_main_rogue_mangy_houndz
wh_main_grn_inf_night_goblin_archers	wh_main_group_greenskins
wh_main_grn_inf_night_goblin_fanatics_1	wh2_main_rogue_morrsliebs_howlers
wh_main_grn_inf_night_goblin_fanatics_1	wh2_main_rogue_stuff_snatchers
wh_main_grn_inf_night_goblin_fanatics_1	wh_main_group_greenskins
wh_main_grn_inf_night_goblin_fanatics	wh2_main_rogue_stuff_snatchers
wh_main_grn_inf_night_goblin_fanatics	wh_main_group_greenskins
wh_main_grn_inf_night_goblins	wh_main_group_greenskins
wh_main_grn_inf_orc_arrer_boyz	wh2_main_rogue_teef_snatchaz
wh_main_grn_inf_orc_arrer_boyz	wh_main_group_greenskins
wh_main_grn_inf_orc_big_uns	wh_main_group_greenskins
wh_main_grn_inf_orc_boyz	wh2_main_rogue_mangy_houndz
wh_main_grn_inf_orc_boyz	wh2_main_rogue_teef_snatchaz
wh_main_grn_inf_orc_boyz	wh_main_group_greenskins
wh_main_grn_inf_savage_orc_arrer_boyz	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_inf_savage_orc_arrer_boyz	wh_main_group_greenskins
wh_main_grn_inf_savage_orc_arrer_boyz	wh_main_group_savage_orcs
wh_main_grn_inf_savage_orc_big_uns	wh2_main_rogue_boneclubbers_tribe
wh_main_grn_inf_savage_orc_big_uns	wh_main_group_greenskins
wh_main_grn_inf_savage_orc_big_uns	wh_main_group_savage_orcs
wh_main_grn_inf_savage_orcs	wh_main_group_greenskins
wh_main_grn_inf_savage_orcs	wh_main_group_savage_orcs
wh_main_grn_mon_arachnarok_spider_0	wh2_main_rogue_black_spider_tribe
wh_main_grn_mon_arachnarok_spider_0	wh2_main_rogue_morrsliebs_howlers
wh_main_grn_mon_arachnarok_spider_0	wh_main_group_greenskins
wh_main_grn_mon_giant	wh2_main_rogue_gerhardts_mercenaries
wh_main_grn_mon_giant	wh2_main_rogue_troll_skullz
wh_main_grn_mon_giant	wh_main_group_greenskins
wh_main_grn_mon_trolls	wh2_main_rogue_black_spider_tribe
wh_main_grn_mon_trolls	wh2_main_rogue_troll_skullz
wh_main_grn_mon_trolls	wh_main_group_greenskins
wh_main_grn_mon_trolls	wh_main_group_savage_orcs
wh_main_grn_shp_bigchukka	wh_main_group_greenskins
wh_main_grn_shp_drillakilla	wh_main_group_greenskins
wh_main_grn_shp_hulk_general	wh_main_group_greenskins
wh_main_grn_shp_hulk	wh_main_group_greenskins
wh_main_ksl_cha_captain_0	wh_main_group_kislev
wh_main_ksl_cha_captain_1	wh_main_group_kislev
wh_main_ksl_cha_captain_2	wh_main_group_kislev
wh_main_ksl_cha_general_0	wh_main_group_kislev
wh_main_ksl_cha_general_1	wh_main_group_kislev
wh_main_ksl_cha_general_2	wh_main_group_kislev
wh_main_ksl_cha_wizard_0	wh_main_group_kislev
wh_main_ksl_cha_wizard_1	wh_main_group_kislev
wh_main_ksl_shp_greatship_general	wh_main_group_kislev
wh_main_ksl_shp_greatship	wh_main_group_kislev
wh_main_ksl_shp_wargalley	wh_main_group_kislev
wh_main_ksl_shp_wolfship	wh_main_group_kislev
wh_main_nor_cav_chaos_chariot	wh_main_group_norsca
wh_main_nor_cav_marauder_horsemen_0	wh_main_group_norsca
wh_main_nor_cav_marauder_horsemen_1	wh_main_group_norsca
wh_main_nor_cha_chaos_sorcerer_0	wh_main_group_norsca
wh_main_nor_cha_chaos_sorcerer_1	wh_main_group_norsca
wh_main_nor_cha_marauder_chieftan_0	wh_main_group_norsca
wh_main_nor_cha_marauder_chieftan_1	wh_main_group_norsca
wh_main_nor_inf_chaos_marauders_0	wh_main_group_norsca
wh_main_nor_inf_chaos_marauders_1	wh_main_group_norsca
wh_main_nor_mon_chaos_trolls	wh_main_group_norsca
wh_main_nor_mon_chaos_warhounds_0	wh_main_group_norsca
wh_main_nor_mon_chaos_warhounds_1	wh_main_group_norsca
wh_main_nor_shp_bloodship_general	wh_main_group_norsca
wh_main_nor_shp_bloodship	wh_main_group_norsca
wh_main_nor_shp_deathgalley	wh_main_group_norsca
wh_main_nor_shp_norscan_longship	wh_main_group_norsca
wh_main_teb_cha_captain_0	wh_main_group_teb
wh_main_teb_cha_captain_1	wh_main_group_teb
wh_main_teb_cha_captain_2	wh_main_group_teb
wh_main_teb_cha_general_0	wh_main_group_teb
wh_main_teb_cha_general_1	wh_main_group_teb
wh_main_teb_cha_general_2	wh_main_group_teb
wh_main_teb_cha_wizard_0	wh_main_group_teb
wh_main_teb_cha_wizard_1	wh_main_group_teb
wh_main_teb_shp_greatship_general	wh_main_group_teb
wh_main_teb_shp_greatship	wh_main_group_teb
wh_main_teb_shp_wargalley	wh_main_group_teb
wh_main_teb_shp_wolfship	wh_main_group_teb
wh_main_vmp_cav_black_knights_0	wh2_main_rogue_the_wandering_dead
wh_main_vmp_cav_black_knights_0	wh_main_group_vampire_counts
wh_main_vmp_cav_black_knights_3	wh2_main_rogue_scourge_of_aquitaine
wh_main_vmp_cav_black_knights_3	wh_main_group_vampire_counts
wh_main_vmp_cav_hexwraiths	wh_main_group_vampire_counts
wh_main_vmp_cha_banshee	wh_main_group_vampire_counts
wh_main_vmp_cha_heinrich_kemmler	wh_main_group_vampire_counts
wh_main_vmp_cha_mannfred_von_carstein_0	wh_main_group_vampire_counts
wh_main_vmp_cha_mannfred_von_carstein_2	wh_main_group_vampire_counts
wh_main_vmp_cha_mannfred_von_carstein_3	wh_main_group_vampire_counts
wh_main_vmp_cha_mannfred_von_carstein_4	wh_main_group_vampire_counts
wh_main_vmp_cha_master_necromancer_0	wh2_main_rogue_the_wandering_dead
wh_main_vmp_cha_master_necromancer_0	wh_main_group_vampire_counts
wh_main_vmp_cha_master_necromancer_4	wh2_main_rogue_the_wandering_dead
wh_main_vmp_cha_master_necromancer_4	wh_main_group_vampire_counts
wh_main_vmp_cha_master_necromancer_5	wh2_main_rogue_the_wandering_dead
wh_main_vmp_cha_master_necromancer_5	wh_main_group_vampire_counts
wh_main_vmp_cha_necromancer_0	wh_main_group_vampire_counts
wh_main_vmp_cha_necromancer_5	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_0	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_1	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_2	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_lord_0	wh2_main_rogue_scourge_of_aquitaine
wh_main_vmp_cha_vampire_lord_0	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_lord_2	wh2_main_rogue_scourge_of_aquitaine
wh_main_vmp_cha_vampire_lord_2	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_lord_3	wh2_main_rogue_scourge_of_aquitaine
wh_main_vmp_cha_vampire_lord_3	wh_main_group_vampire_counts
wh_main_vmp_cha_vampire_lord_5	wh2_main_rogue_scourge_of_aquitaine
wh_main_vmp_cha_vampire_lord_5	wh_main_group_vampire_counts
wh_main_vmp_cha_wight_king_0	wh_main_group_vampire_counts
wh_main_vmp_cha_wight_king_1	wh_main_group_vampire_counts
wh_main_vmp_cha_wight_king_2	wh_main_group_vampire_counts
wh_main_vmp_inf_cairn_wraiths	wh_main_group_vampire_counts
wh_main_vmp_inf_crypt_ghouls	wh2_main_rogue_abominations
wh_main_vmp_inf_crypt_ghouls	wh2_main_rogue_heirs_of_mourkain
wh_main_vmp_inf_crypt_ghouls	wh_main_group_vampire_counts
wh_main_vmp_inf_grave_guard_0	wh_main_group_vampire_counts
wh_main_vmp_inf_grave_guard_1	wh_main_group_vampire_counts
wh_main_vmp_inf_skeleton_warriors_0	wh2_main_rogue_the_wandering_dead
wh_main_vmp_inf_skeleton_warriors_0	wh_main_group_vampire_counts
wh_main_vmp_inf_skeleton_warriors_1	wh2_main_rogue_the_wandering_dead
wh_main_vmp_inf_skeleton_warriors_1	wh_main_group_vampire_counts
wh_main_vmp_inf_zombie	wh2_main_rogue_the_wandering_dead
wh_main_vmp_inf_zombie	wh_main_group_vampire_counts
wh_main_vmp_mon_crypt_horrors	wh2_main_rogue_abominations
wh_main_vmp_mon_crypt_horrors	wh2_main_rogue_heirs_of_mourkain
wh_main_vmp_mon_crypt_horrors	wh_main_group_vampire_counts
wh_main_vmp_mon_dire_wolves	wh2_main_rogue_heirs_of_mourkain
wh_main_vmp_mon_dire_wolves	wh_main_group_vampire_counts
wh_main_vmp_mon_fell_bats	wh2_main_rogue_beastcatchas
wh_main_vmp_mon_fell_bats	wh_main_group_vampire_counts
wh_main_vmp_mon_terrorgheist	wh_main_group_vampire_counts
wh_main_vmp_mon_vargheists	wh_main_group_vampire_counts
wh_main_vmp_mon_varghulf	wh_main_group_vampire_counts
wh_main_vmp_shp_direwolf_ship	wh_main_group_vampire_counts
wh_main_vmp_shp_griefship_general	wh_main_group_vampire_counts
wh_main_vmp_shp_griefship	wh_main_group_vampire_counts
wh_main_vmp_shp_vargalley	wh_main_group_vampire_counts
wh_main_vmp_veh_black_coach	wh_main_group_vampire_counts
