cai_personality_group_overrides_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6
1	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_easy	main_warhammer			
1	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_easy	wh2_main_great_vortex			
1	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_secondary_easy	wh2_main_great_vortex	wh2_main_lzd_hexoatl		
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard	main_warhammer			
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard	main_warhammer			
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_easy	main_warhammer			
1	wh2_main_lzd_sentinels_of_xeti	wh2_group_lizardmen_default_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_southern_sentinels	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_southern_sentinels	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
1	wh2_main_lzd_southern_sentinels	wh2_group_lizardmen_passive_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_hard	main_warhammer			
-2	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_hard	main_warhammer			
-3	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
1	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_easy	main_warhammer			
1	wh2_main_lzd_teotiqua	wh2_group_lizardmen_passive_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_tlaqua	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_tlaqua	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
1	wh2_main_lzd_tlaqua	wh2_group_lizardmen_passive_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_hard	main_warhammer			
-2	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_hard	main_warhammer			
-3	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_hard	wh2_main_great_vortex			
1	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_easy	main_warhammer			
1	wh2_main_lzd_tlaxtlan	wh2_group_lizardmen_passive_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard	main_warhammer			
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard	main_warhammer			
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_easy	main_warhammer			
1	wh2_main_lzd_xlanhuapec	wh2_group_lizardmen_default_easy	wh2_main_great_vortex			
-2	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_lzd_zlatan	wh2_group_lizardmen_default_easy	wh2_main_great_vortex			
-2	wh2_main_nor_aghol	wh2_group_norsca_default_hard	main_warhammer			
-2	wh2_main_nor_aghol	wh2_group_norsca_default_hard	wh2_main_great_vortex			
-3	wh2_main_nor_aghol	wh2_group_norsca_default_hard	main_warhammer			
-3	wh2_main_nor_aghol	wh2_group_norsca_default_hard	wh2_main_great_vortex			
1	wh2_main_nor_aghol	wh2_group_norsca_default_easy	main_warhammer			
1	wh2_main_nor_aghol	wh2_group_norsca_default_easy	wh2_main_great_vortex			
-2	wh2_main_nor_mung	wh2_group_norsca_default_hard	main_warhammer			
-2	wh2_main_nor_mung	wh2_group_norsca_default_hard	wh2_main_great_vortex			
-3	wh2_main_nor_mung	wh2_group_norsca_default_hard	main_warhammer			
-3	wh2_main_nor_mung	wh2_group_norsca_default_hard	wh2_main_great_vortex			
1	wh2_main_nor_mung	wh2_group_norsca_default_easy	main_warhammer			
1	wh2_main_nor_mung	wh2_group_norsca_default_easy	wh2_main_great_vortex			
-2	wh2_main_nor_skeggi	wh2_group_norsca_default_hard	wh2_main_great_vortex			
-3	wh2_main_nor_skeggi	wh2_group_norsca_default_hard	wh2_main_great_vortex			
1	wh2_main_nor_skeggi	wh2_group_norsca_default_easy	wh2_main_great_vortex			
-2	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_hard	main_warhammer			
-2	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_hard	wh2_main_great_vortex			
-3	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_hard	main_warhammer			
-3	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_hard	wh2_main_great_vortex			
1	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_easy	main_warhammer			
1	wh2_main_rogue_def_chs_vashnaar	wh2_group_rogue_default_easy	wh2_main_great_vortex			
-2	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_hard	main_warhammer			
-2	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_hard	wh2_main_great_vortex			
-3	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_hard	main_warhammer			
-3	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_hard	wh2_main_great_vortex			
1	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_easy	main_warhammer			
1	wh2_main_rogue_def_mengils_manflayers	wh2_group_rogue_default_easy	wh2_main_great_vortex			
-2	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_hard	main_warhammer			
-2	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_hard	wh2_main_great_vortex			
-3	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_hard	main_warhammer			
-3	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_hard	wh2_main_great_vortex			
1	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_easy	main_warhammer			
1	wh2_main_rogue_hef_tor_elithis	wh2_group_rogue_default_easy	wh2_main_great_vortex			
-2	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_hard	main_warhammer			
-2	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_hard	wh2_main_great_vortex			
-3	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_hard	main_warhammer			
-3	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_hard	wh2_main_great_vortex			
1	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_easy	main_warhammer			
1	wh2_main_rogue_vmp_heirs_of_mourkain	wh2_group_rogue_default_easy	wh2_main_great_vortex			
-2	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_hard	main_warhammer			
-2	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_hard	wh2_main_great_vortex			
-3	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_hard	main_warhammer			
-3	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_hard	wh2_main_great_vortex			
1	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_easy	main_warhammer			
1	wh2_main_rogue_wef_hunters_of_kurnous	wh2_group_rogue_default_easy	wh2_main_great_vortex			
-2	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_hard	main_warhammer			
-2	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_hard	main_warhammer			
-3	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
1	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_easy	main_warhammer			
1	wh2_main_skv_clan_eshin	wh2_group_skaven_passive_easy	wh2_main_great_vortex			
-2	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_hard	main_warhammer			
-2	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_hard	main_warhammer			
-3	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
1	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_easy	main_warhammer			
1	wh2_main_skv_clan_gnaw	wh2_group_skaven_passive_easy	wh2_main_great_vortex			
-2	wh2_main_skv_clan_mordkin	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_mordkin	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
1	wh2_main_skv_clan_mordkin	wh2_group_skaven_passive_easy	wh2_main_great_vortex			
-1	wh2_main_skv_clan_mors	wh2_group_skaven_major_secondary	wh2_main_great_vortex	wh2_main_skv_clan_pestilens		
-2	wh2_main_skv_clan_mors	wh2_group_skaven_major_hard	main_warhammer			
-2	wh2_main_skv_clan_mors	wh2_group_skaven_major_hard	wh2_main_great_vortex			
-2	wh2_main_skv_clan_mors	wh2_group_skaven_major_secondary_hard	wh2_main_great_vortex	wh2_main_skv_clan_pestilens		
-3	wh2_main_skv_clan_mors	wh2_group_skaven_major_hard	main_warhammer			
-3	wh2_main_skv_clan_mors	wh2_group_skaven_major_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_mors	wh2_group_skaven_major_secondary_hard	wh2_main_great_vortex	wh2_main_skv_clan_pestilens		
0	wh2_main_skv_clan_mors	wh2_group_skaven_major_secondary	wh2_main_great_vortex	wh2_main_skv_clan_pestilens		
1	wh2_main_skv_clan_mors	wh2_group_skaven_major_easy	main_warhammer			
1	wh2_main_skv_clan_mors	wh2_group_skaven_major_easy	wh2_main_great_vortex			
1	wh2_main_skv_clan_mors	wh2_group_skaven_major_secondary_easy	wh2_main_great_vortex	wh2_main_skv_clan_pestilens		
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard	main_warhammer			
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard	main_warhammer			
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_moulder	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_skv_clan_moulder	wh2_group_skaven_default_easy	main_warhammer			
1	wh2_main_skv_clan_moulder	wh2_group_skaven_default_easy	wh2_main_great_vortex			
-1	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_secondary	wh2_main_great_vortex	wh2_main_skv_clan_mors		
-2	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_hard	main_warhammer			
-2	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_hard	wh2_main_great_vortex			
-2	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_secondary_hard	wh2_main_great_vortex	wh2_main_skv_clan_mors		
-3	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_hard	main_warhammer			
-3	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_secondary_hard	wh2_main_great_vortex	wh2_main_skv_clan_mors		
0	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_secondary	wh2_main_great_vortex	wh2_main_skv_clan_mors		
1	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_easy	main_warhammer			
1	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_easy	wh2_main_great_vortex			
1	wh2_main_skv_clan_pestilens	wh2_group_skaven_major_secondary_easy	wh2_main_great_vortex	wh2_main_skv_clan_mors		
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard	main_warhammer			
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard	main_warhammer			
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_septik	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_skv_clan_septik	wh2_group_skaven_default_easy	main_warhammer			
1	wh2_main_skv_clan_septik	wh2_group_skaven_default_easy	wh2_main_great_vortex			
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard	main_warhammer			
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard	main_warhammer			
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_easier_for_skaven	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_skv_clan_skyre	wh2_group_skaven_default_hard_against_skaven	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_skv_clan_skyre	wh2_group_skaven_default_easy	main_warhammer			
1	wh2_main_skv_clan_skyre	wh2_group_skaven_default_easy	wh2_main_great_vortex			
-2	wh2_main_skv_clan_spittel	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
-3	wh2_main_skv_clan_spittel	wh2_group_skaven_passive_hard	wh2_main_great_vortex			
1	wh2_main_skv_clan_spittel	wh2_group_skaven_passive_easy	wh2_main_great_vortex			
-2	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_hard	main_warhammer			
-2	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_hard	main_warhammer			
-3	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_hard	wh2_main_great_vortex			
1	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_easy	main_warhammer			
1	wh2_main_vmp_necrarch_brotherhood	wh2_group_vampires_survivor_easy	wh2_main_great_vortex			
-2	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_hard	main_warhammer			
-2	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_hard	wh2_main_great_vortex			
-3	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_hard	main_warhammer			
-3	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_hard	wh2_main_great_vortex			
1	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_easy	main_warhammer			
1	wh2_main_vmp_strygos_empire	wh2_group_vampires_default_easy	wh2_main_great_vortex			
-2	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_hard	main_warhammer			
-2	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_hard	main_warhammer			
-3	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_hard	wh2_main_great_vortex			
1	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_easy	main_warhammer			
1	wh2_main_vmp_vampire_coast	wh2_group_vampires_survivor_easy	wh2_main_great_vortex			
