culture_settlement_occupation_options_tables
8
option	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_do_nothing		0	567347385	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	wh_main_bundle_horde_raze	1	570	0	Raze||All buildings are destroyed and the settlement is torched.	wh_main_chs_chaos_desolation	-100	0
occupation_decision_resettle		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_resettle		0	57148878	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_resettle		0	573886648	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy		0	576	0	Loot & Raze||You do not occupy the settlement but instead steal its wealth and torch the place.	wh_main_chs_chaos_sack	100	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_raze_without_occupy		0	578356147	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_do_nothing		0	578727725	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_vassal		0		0	wh2_main_sc_chs_chaos_occupation_decision_vassal		0	579	0	Subjugate||You become the master of the conquered faction, and they become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_colonise		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_colonise		0	588	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_do_nothing		0	596	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_raze_without_occupy		0	602187865	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_loot		0	604	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_occupy		0	608	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_raze_without_occupy		0	617	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_raze_without_occupy		0	617830228	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_occupy		0	620792444	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_resettle		0	626	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_occupy		0	626766733	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_sack		0	631	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_treasure_hunt		0	635674593	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_do_nothing		0	641469026	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_emp_empire_occupation_decision_colonise		0	643	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_raze_without_occupy		0	647377081	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_raze_without_occupy		0	649937788	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_emp_empire_occupation_decision_do_nothing		0	650	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_emp_empire_occupation_decision_loot		0	658	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_emp_empire_occupation_decision_occupy		0	662	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_emp_empire_occupation_decision_raze_without_occupy		0	664	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_resettle		0	667607113	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_sack		0	671289763	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_emp_empire_occupation_decision_resettle		0	673	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_sack		0	676695902	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_emp_empire_occupation_decision_sack		0	679	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_occupy		0	683105133	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_do_nothing		0	684880729	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_grn_greenskins_occupation_decision_colonise		0	691	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_abominations_occupation_decision_loot		0	69149356	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_sack		0	693790515	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_grn_greenskins_occupation_decision_do_nothing		0	694	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_colonise		0	694335004	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_gift_to_another_faction		0		0	wh2_main_sc_grn_greenskins_occupation_decision_gift_to_another_faction		0	695	0	Gift||The settlement is captured and gifted to another faction.	placeholder	0	1
occupation_decision_loot		0		0	wh2_main_sc_grn_greenskins_occupation_decision_loot		0	701	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_grn_greenskins_occupation_decision_occupy		0	707	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_grn_greenskins_occupation_decision_raze_without_occupy		0	716	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_grn_greenskins_occupation_decision_resettle		0	724	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_loot		0	724597048	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_treasure_hunt		0	727417632	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_raze_without_occupy		0	73066103	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack		0		0	wh2_main_sc_grn_greenskins_occupation_decision_sack		0	731	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_sack		0	747235696	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_treasure_hunt		0	750755312	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_occupy		0	756628881	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_loot		0	759801046	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_do_nothing		0	766765905	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_colonise		0	771572555	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_resettle		0	774382878	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_ksl_kislev_occupation_decision_colonise		0	777	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_ksl_kislev_occupation_decision_do_nothing		0	784	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_ksl_kislev_occupation_decision_loot		0	791	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_ksl_kislev_occupation_decision_occupy		0	794	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_do_nothing		0	798377337	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_ksl_kislev_occupation_decision_raze_without_occupy		0	801	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_ksl_kislev_occupation_decision_resettle		0	802	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_ksl_kislev_occupation_decision_sack		0	805	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh2_main_sc_nor_norsca_occupation_decision_colonise		0	823	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_sack		0	82467094	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_nor_norsca_occupation_decision_do_nothing		0	827	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_loot		0	828902462	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_loot		0		0	wh2_main_sc_nor_norsca_occupation_decision_loot		0	832	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_raze_without_occupy		0	833826373	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy		0		0	wh2_main_sc_nor_norsca_occupation_decision_occupy		0	838	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_sack		0	840978979	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_nor_norsca_occupation_decision_raze_without_occupy		0	841	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_do_nothing		0	843652244	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_nor_norsca_occupation_decision_resettle		0	847	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_occupy		0	847752454	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_nor_norsca_occupation_decision_sack		0	850	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_occupy		0	852431760	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_teb_teb_occupation_decision_colonise		0	859	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_teb_teb_occupation_decision_do_nothing		0	860	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_resettle		0	860350450	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_occupy		0	865416480	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_teb_teb_occupation_decision_loot		0	866	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_occupy		0	870148585	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_teb_teb_occupation_decision_occupy		0	874	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_colonise		0	877613312	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_teb_teb_occupation_decision_raze_without_occupy		0	883	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_teb_teb_occupation_decision_resettle		0	889	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_teb_teb_occupation_decision_sack		0	895	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_do_nothing		0	897029428	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_colonise		0	902372745	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_colonise		0	906	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_loot		0	910198734	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_colonise		0	912681004	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_do_nothing		0	915	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_colonise		0	917506445	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_loot		0	924	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_occupy		0	925419284	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_do_nothing		0	929122508	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_occupy		0	930	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_vassal		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_vassal		0	93506440	0	Subjugate||You will become the master of the conquered faction and they will become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_raze_without_occupy		0	939	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy	wh2_occupation_decission_occupy	0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_occupy		0	946502278	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_resettle		0	948	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_raze_without_occupy		0	95325896	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_sack		0	956	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy	wh2_occupation_decission_occupy	0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_occupy		0	960009275	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_treasure_hunt		0	960846971	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_do_nothing		0	962958990	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_resettle		0	964082100	0	Resettle||With no regions currently under your control you have the option to settle your army here.	colonise	0	1
occupation_decision_vassal		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_vassal		0	965	0	Subjugate||You become the master of the conquered faction, and they become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_resettle		0	968262900	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
