effect_bonus_value_unit_ability_junctions_tables
0
effect	bonus_value_id	unit_ability
wh2_main_effect_magic_metal_miscast_reduction_searing_doom_upgraded	miscast_percentage_mod	wh_main_spell_metal_searing_doom_upgraded
wh2_main_effect_magic_metal_miscast_reduction_transmutation_of_lead_upgraded	miscast_percentage_mod	wh_main_spell_metal_transmutation_of_lead_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_final_transmutation_upgraded	cost_mod	wh_main_spell_metal_final_transmutation_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_final_transmutation	cost_mod	wh_main_spell_metal_final_transmutation
wh2_main_effect_magic_metal_reduce_wom_cost_gehennas_golden_hounds_upgraded	cost_mod	wh_main_spell_metal_gehennas_golden_hounds_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_gehennas_golden_hounds	cost_mod	wh_main_spell_metal_gehennas_golden_hounds
wh2_main_effect_magic_metal_reduce_wom_cost_glittering_robe_upgraded	cost_mod	wh_main_spell_metal_glittering_robe_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_glittering_robe	cost_mod	wh_main_spell_metal_glittering_robe
wh2_main_effect_magic_metal_reduce_wom_cost_plague_of_rust_upgraded	cost_mod	wh_main_spell_metal_plague_of_rust_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_plague_of_rust	cost_mod	wh_main_spell_metal_plague_of_rust
wh2_main_effect_magic_metal_reduce_wom_cost_searing_doom_upgraded	cost_mod	wh_main_spell_metal_searing_doom_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_searing_doom	cost_mod	wh_main_spell_metal_searing_doom
wh2_main_effect_magic_metal_reduce_wom_cost_transmutation_of_lead_upgraded	cost_mod	wh_main_spell_metal_transmutation_of_lead_upgraded
wh2_main_effect_magic_metal_reduce_wom_cost_transmutation_of_lead	cost_mod	wh_main_spell_metal_transmutation_of_lead
wh2_main_effect_magic_mod_amount_of_uses_power_of_darkness	uses_mod	wh2_main_spell_dark_magic_power_of_darkness
wh2_main_effect_magic_mod_amount_of_uses_raise_dead_helman	uses_mod	wh_dlc04_spell_vampires_raise_dead_helman
wh2_main_effect_magic_mod_amount_of_uses_raise_dead	uses_mod	wh_main_spell_vampires_raise_dead
wh2_main_effect_magic_plague_cooldown_bless_with_filth	recharge_mod	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_magic_plague_cooldown_dreaded_thirteenth	recharge_mod	wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell
wh2_main_effect_magic_plague_cooldown_pestilent_birth	recharge_mod	wh2_main_spell_plague_pestilent_birth
wh2_main_effect_magic_plague_cooldown_pestilent_breath	recharge_mod	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_magic_plague_cooldown_plague	recharge_mod	wh2_main_spell_plague_plague
wh2_main_effect_magic_plague_cooldown_vermintide	recharge_mod	wh2_main_spell_plague_vermintide
wh2_main_effect_magic_plague_cooldown_wither	recharge_mod	wh2_main_spell_plague_wither
wh2_main_effect_magic_plague_enable_bless_with_filth_upgraded	enable_overchage	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_magic_plague_enable_bless_with_filth_upgraded	enable	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_magic_plague_enable_bless_with_filth	enable	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_magic_plague_enable_dreaded_thirteenth	enable	wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell
wh2_main_effect_magic_plague_enable_pestilent_birth	enable	wh2_main_spell_plague_pestilent_birth
wh2_main_effect_magic_plague_enable_pestilent_breath_upgraded	enable_overchage	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_magic_plague_enable_pestilent_breath_upgraded	enable	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_magic_plague_enable_pestilent_breath	enable	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_magic_plague_enable_plague_upgraded	enable_overchage	wh2_main_spell_plague_plague
wh2_main_effect_magic_plague_enable_plague_upgraded	enable	wh2_main_spell_plague_plague
wh2_main_effect_magic_plague_enable_plague	enable	wh2_main_spell_plague_plague
wh2_main_effect_magic_plague_enable_vermintide	enable	wh2_main_spell_plague_vermintide
wh2_main_effect_magic_plague_enable_wither_upgraded	enable_overchage	wh2_main_spell_plague_wither
wh2_main_effect_magic_plague_enable_wither_upgraded	enable	wh2_main_spell_plague_wither
wh2_main_effect_magic_plague_enable_wither	enable	wh2_main_spell_plague_wither
wh2_main_effect_magic_plague_miscast_reduction_bless_with_filth_upgraded	miscast_percentage_mod	wh2_main_spell_plague_bless_with_filth_upgraded
wh2_main_effect_magic_plague_miscast_reduction_pestilent_breath_upgraded	miscast_percentage_mod	wh2_main_spell_plague_pestilent_breath_upgraded
wh2_main_effect_magic_plague_miscast_reduction_plague_upgraded	miscast_percentage_mod	wh2_main_spell_plague_plague_upgraded
wh2_main_effect_magic_plague_miscast_reduction_wither_upgraded	miscast_percentage_mod	wh2_main_spell_plague_wither_upgraded
wh2_main_effect_magic_plague_reduce_wom_cost_bless_with_filth_upgraded	cost_mod	wh2_main_spell_plague_bless_with_filth_upgraded
wh2_main_effect_magic_plague_reduce_wom_cost_bless_with_filth	cost_mod	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_magic_plague_reduce_wom_cost_dreaded_thirteenth	cost_mod	wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell
wh2_main_effect_magic_plague_reduce_wom_cost_pestilent_birth	cost_mod	wh2_main_spell_plague_pestilent_birth
wh2_main_effect_magic_plague_reduce_wom_cost_pestilent_breath_upgraded	cost_mod	wh2_main_spell_plague_pestilent_breath_upgraded
wh2_main_effect_magic_plague_reduce_wom_cost_pestilent_breath	cost_mod	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_magic_plague_reduce_wom_cost_plague_upgraded	cost_mod	wh2_main_spell_plague_plague_upgraded
wh2_main_effect_magic_plague_reduce_wom_cost_plague	cost_mod	wh2_main_spell_plague_plague
wh2_main_effect_magic_plague_reduce_wom_cost_vermintide	cost_mod	wh2_main_spell_plague_vermintide
wh2_main_effect_magic_plague_reduce_wom_cost_wither_upgraded	cost_mod	wh2_main_spell_plague_wither_upgraded
wh2_main_effect_magic_plague_reduce_wom_cost_wither	cost_mod	wh2_main_spell_plague_wither
wh2_main_effect_magic_ruin_cooldown_cracks_call	recharge_mod	wh2_main_spell_ruin_cracks_call
wh2_main_effect_magic_ruin_cooldown_death_frenzy	recharge_mod	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_magic_ruin_cooldown_howling_warpgale	recharge_mod	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_magic_ruin_cooldown_skaven_scorch	recharge_mod	wh2_main_spell_ruin_scorch
wh2_main_effect_magic_ruin_cooldown_skitterleap	recharge_mod	wh2_main_spell_ruin_skitterleap
wh2_main_effect_magic_ruin_cooldown_warp_lightning	recharge_mod	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_magic_ruin_enable_cracks_call_upgrade	enable_overchage	wh2_main_spell_ruin_cracks_call
wh2_main_effect_magic_ruin_enable_cracks_call_upgrade	enable	wh2_main_spell_ruin_cracks_call
wh2_main_effect_magic_ruin_enable_cracks_call	enable	wh2_main_spell_ruin_cracks_call
wh2_main_effect_magic_ruin_enable_death_frenzy_upgrade	enable_overchage	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_magic_ruin_enable_death_frenzy_upgrade	enable	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_magic_ruin_enable_death_frenzy	enable	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_magic_ruin_enable_howling_warpgale_upgrade	enable_overchage	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_magic_ruin_enable_howling_warpgale_upgrade	enable	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_magic_ruin_enable_howling_warpgale	enable	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_magic_ruin_enable_skaven_scorch_upgrade	enable_overchage	wh2_main_spell_ruin_scorch
wh2_main_effect_magic_ruin_enable_skaven_scorch_upgrade	enable	wh2_main_spell_ruin_scorch
wh2_main_effect_magic_ruin_enable_skaven_scorch	enable	wh2_main_spell_ruin_scorch
wh2_main_effect_magic_ruin_enable_skitterleap_upgrade	enable_overchage	wh2_main_spell_ruin_skitterleap
wh2_main_effect_magic_ruin_enable_skitterleap_upgrade	enable	wh2_main_spell_ruin_skitterleap
wh2_main_effect_magic_ruin_enable_skitterleap	enable	wh2_main_spell_ruin_skitterleap
wh2_main_effect_magic_ruin_enable_warp_lightning_upgrade	enable_overchage	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_magic_ruin_enable_warp_lightning_upgrade	enable	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_magic_ruin_enable_warp_lightning	enable	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_magic_ruin_miscast_reduction_cracks_call_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_cracks_call_upgraded
wh2_main_effect_magic_ruin_miscast_reduction_death_frenzy_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_death_frenzy_upgraded
wh2_main_effect_magic_ruin_miscast_reduction_howling_warpgale_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_howling_warpgale_upgraded
wh2_main_effect_magic_ruin_miscast_reduction_skaven_scorch_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_scorch_upgraded
wh2_main_effect_magic_ruin_miscast_reduction_skitterleap_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_skitterleap_upgraded
wh2_main_effect_magic_ruin_miscast_reduction_warp_lightning_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_warp_lightning_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_cracks_call_upgrade	cost_mod	wh2_main_spell_ruin_cracks_call_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_cracks_call	cost_mod	wh2_main_spell_ruin_cracks_call
wh2_main_effect_magic_ruin_reduce_wom_cost_death_frenzy_upgrade	cost_mod	wh2_main_spell_ruin_death_frenzy_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_death_frenzy	cost_mod	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_magic_ruin_reduce_wom_cost_howling_warpgale_upgrade	cost_mod	wh2_main_spell_ruin_howling_warpgale_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_howling_warpgale	cost_mod	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_magic_ruin_reduce_wom_cost_skaven_scorch_upgrade	cost_mod	wh2_main_spell_ruin_scorch_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_skaven_scorch	cost_mod	wh2_main_spell_ruin_scorch
wh2_main_effect_magic_ruin_reduce_wom_cost_skitterleap_upgrade	cost_mod	wh2_main_spell_ruin_skitterleap_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_skitterleap	cost_mod	wh2_main_spell_ruin_skitterleap
wh2_main_effect_magic_ruin_reduce_wom_cost_warp_lightning_upgrade	cost_mod	wh2_main_spell_ruin_warp_lightning_upgraded
wh2_main_effect_magic_ruin_reduce_wom_cost_warp_lightning	cost_mod	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable	wh_dlc05_spell_shadow_the_withering
wh2_main_effect_magic_shadow_miscast_reduction_melkoths_enfeebling_foe_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_main_effect_magic_shadow_miscast_reduction_melkoths_mystifying_miasma_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_main_effect_magic_shadow_miscast_reduction_okkams_mindrazor_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_main_effect_magic_shadow_miscast_reduction_penumbral_pendulum_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_main_effect_magic_shadow_miscast_reduction_pit_of_shades_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_main_effect_magic_shadow_miscast_reduction_the_withering_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe_upgraded	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma_upgraded	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor_upgraded	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum_upgraded	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades_upgraded	cost_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades	cost_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering_upgraded	cost_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering	cost_mod	wh_dlc05_spell_shadow_the_withering
wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable_overchage	wh_main_spell_vampires_gaze_of_nagash
wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable	wh_main_spell_vampires_gaze_of_nagash
wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable_overchage	wh_main_spell_vampires_invocation_of_nehek
wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable	wh_main_spell_vampires_invocation_of_nehek
wh2_main_effect_magic_vampires_enable_raise_dead_upgraded	enable_overchage	wh_main_spell_vampires_raise_dead
wh2_main_effect_magic_vampires_enable_raise_dead_upgraded	enable	wh_main_spell_vampires_raise_dead
wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable_overchage	wh_main_spell_vampires_vanhels_danse_macabre
wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable	wh_main_spell_vampires_vanhels_danse_macabre
wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable_overchage	wh_main_spell_vampires_wind_of_death
wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable	wh_main_spell_vampires_wind_of_death
wh2_main_effect_magic_vampires_miscast_reduction_gaze_of_nagash_upgraded	miscast_percentage_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh2_main_effect_magic_vampires_miscast_reduction_invocation_of_nehek_upgraded	miscast_percentage_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh2_main_effect_magic_vampires_miscast_reduction_raise_dead_upgraded	miscast_percentage_mod	wh_main_spell_vampires_raise_dead_upgraded
wh2_main_effect_magic_vampires_miscast_reduction_vanhels_danse_macabre_upgraded	miscast_percentage_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh2_main_effect_magic_vampires_miscast_reduction_wind_of_death_upgraded	miscast_percentage_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_curse_of_years	cost_mod	wh_main_spell_vampires_curse_of_years
wh2_main_effect_magic_vampires_reduce_wom_cost_gaze_of_nagash_upgraded	cost_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_gaze_of_nagash	cost_mod	wh_main_spell_vampires_gaze_of_nagash
wh2_main_effect_magic_vampires_reduce_wom_cost_invocation_of_nehek_upgraded	cost_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_invocation_of_nehek	cost_mod	wh_main_spell_vampires_invocation_of_nehek
wh2_main_effect_magic_vampires_reduce_wom_cost_raise_dead_upgraded	cost_mod	wh_main_spell_vampires_raise_dead_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_raise_dead	cost_mod	wh_main_spell_vampires_raise_dead
wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre_upgraded	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death_upgraded	cost_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death	cost_mod	wh_main_spell_vampires_wind_of_death
wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable_overchage	wh_dlc03_spell_wild_bray_scream
wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable	wh_dlc03_spell_wild_bray_scream
wh2_main_effect_magic_wild_enable_devolve_upgraded	enable_overchage	wh_dlc03_spell_wild_devolve
wh2_main_effect_magic_wild_enable_devolve_upgraded	enable	wh_dlc03_spell_wild_devolve
wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable_overchage	wh_dlc03_spell_wild_traitor_kin
wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable	wh_dlc03_spell_wild_traitor_kin
wh2_main_effect_magic_wild_enable_viletide_upgraded	enable_overchage	wh_dlc03_spell_wild_viletide
wh2_main_effect_magic_wild_enable_viletide_upgraded	enable	wh_dlc03_spell_wild_viletide
wh2_main_effect_magic_wild_miscast_reduction_bray_scream_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_bray_scream_upgraded
wh2_main_effect_magic_wild_miscast_reduction_devolve_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_devolve_upgraded
wh2_main_effect_magic_wild_miscast_reduction_traitor_kin_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
wh2_main_effect_magic_wild_miscast_reduction_viletide_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_viletide_upgraded
wh2_main_effect_magic_wild_reduce_wom_cost_bray_scream_upgraded	cost_mod	wh_dlc03_spell_wild_bray_scream_upgraded
wh2_main_effect_magic_wild_reduce_wom_cost_bray_scream	cost_mod	wh_dlc03_spell_wild_bray_scream
wh2_main_effect_magic_wild_reduce_wom_cost_devolve_upgraded	cost_mod	wh_dlc03_spell_wild_devolve_upgraded
wh2_main_effect_magic_wild_reduce_wom_cost_devolve	cost_mod	wh_dlc03_spell_wild_devolve
wh2_main_effect_magic_wild_reduce_wom_cost_mantle_of_ghorok	cost_mod	wh_dlc03_spell_wild_mantle_of_ghorok
wh2_main_effect_magic_wild_reduce_wom_cost_raise_dead_helman_upgraded	cost_mod	wh_dlc04_spell_vampires_raise_dead_upgraded_helman
wh2_main_effect_magic_wild_reduce_wom_cost_raise_dead_helman	cost_mod	wh_dlc04_spell_vampires_raise_dead_helman
wh2_main_effect_magic_wild_reduce_wom_cost_savage_dominion	cost_mod	wh_dlc03_spell_wild_savage_dominion
wh2_main_effect_magic_wild_reduce_wom_cost_traitor_kin_upgraded	cost_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
wh2_main_effect_magic_wild_reduce_wom_cost_traitor_kin	cost_mod	wh_dlc03_spell_wild_traitor_kin
wh2_main_effect_magic_wild_reduce_wom_cost_viletide_upgraded	cost_mod	wh_dlc03_spell_wild_viletide_upgraded
wh2_main_effect_magic_wild_reduce_wom_cost_viletide	cost_mod	wh_dlc03_spell_wild_viletide
wh2_main_skill_ability_black_lotus	enable	wh2_main_character_abilities_black_lotus
wh2_main_skill_ability_dark_venom	enable	wh2_main_character_abilities_dark_venom
wh2_main_skill_ability_darken_the_skies	enable	wh2_main_character_passive_darken_the_skies
wh2_main_skill_ability_enchanting_beauty	enable	wh2_main_lord_passive_enchanting_beauty
wh2_main_skill_ability_feint_and_riposte	enable	wh2_main_lord_abilities_feint_and_reposte
wh2_main_skill_ability_fire_at_will	enable	wh2_main_character_passive_loose
wh2_main_skill_ability_gaze_of_malice	enable	wh2_main_lord_abilities_gaze_of_malice
wh2_main_skill_ability_glamour_of_hoeth	enable	wh2_main_lord_passive_glamour_of_hoeth
wh2_main_skill_ability_kindle_the_fury	enable	wh2_main_lord_passive_kindle_the_fury
wh2_main_skill_ability_potion_of_charoi	enable	wh2_main_lord_abilities_potion_of_charoi
wh2_main_skill_ability_ruination_of_cities	enable	wh2_main_lord_abilities_the_ruination_of_cities
wh2_main_skill_ability_skv_aura_of_pestilence	enable	wh2_main_character_passive_aura_of_pestilence
wh2_main_skill_ability_skv_doomrocket_engineer	enable	wh2_main_hero_abilities_doomrocket
wh2_main_skill_ability_skv_trophy_heads_assassin	enable	wh2_main_character_abilities_assassins_trophy
wh2_main_skill_ability_skv_trophy_heads_queek	enable	wh2_main_lord_abilities_trophy_heads
wh2_main_skill_ability_skv_verminous_valour	enable	wh2_main_character_abilities_verminous_valour
wh2_main_skill_ability_slann_forcefield	enable	wh2_main_character_abilities_shield_of_the_old_ones
wh2_main_skill_ability_smoke_bombs	enable	wh2_main_unit_abilities_concealment_bombs
wh2_main_skill_ability_strength_through_spite	enable	wh2_main_lord_passive_strength_through_spite
wh2_main_skill_ability_swiftness_of_itzl	enable	wh2_main_character_abilities_swiftness_of_itzl
wh2_main_skill_ability_volley_of_arrows	enable	wh2_main_character_abilities_volley_of_high_arrows
wh2_main_skill_ability_volley_of_dark_arrows	enable	wh2_main_character_abilities_volley_of_dark_arrows
wh2_main_skill_ability_witchbrew	enable	wh2_main_character_abilities_witchbrew
wh_dlc03_bst_effect_ability_enable_primal_fury	enable	wh_dlc03_unit_passive_primal_fury
wh_dlc03_effect_ability_disable_blood_lust	disable	wh_dlc03_character_abilities_blood_lust
wh_dlc03_effect_ability_disable_call_to_violence	disable	wh_dlc03_character_abilities_call_of_violence
wh_dlc03_effect_ability_enable_axe_of_men	enable	wh_dlc03_weapon_abilities_axe_of_men
wh_dlc03_effect_ability_enable_banner_of_outrage	enable	wh_main_unit_passive_frenzy
wh_dlc03_effect_ability_enable_banner_of_the_fallen_kings	enable	wh_dlc03_item_passive_banner_of_the_fallen_kings
wh_dlc03_effect_ability_enable_bestial_surge	enable	wh_dlc03_lore_passive_bestial_surge
wh_dlc03_effect_ability_enable_blackend_plate	enable	wh_dlc03_item_passive_blackened_plate
wh_dlc03_effect_ability_enable_blood_lust	enable	wh_dlc03_character_abilities_blood_lust
wh_dlc03_effect_ability_enable_bound_amber_spear	enable	wh_dlc03_spell_bound_the_amber_spear
wh_dlc03_effect_ability_enable_bound_viletide	enable	wh_dlc03_spell_bound_viletide
wh_dlc03_effect_ability_enable_chalice_of_dark_rain	enable	wh_dlc03_item_abilities_chalice_of_dark_rain
wh_dlc03_effect_ability_enable_deadly_onslaught	enable	wh_dlc03_character_abilities_deadly_onslaught
wh_dlc03_effect_ability_enable_everbleed	enable	wh_dlc03_weapon_passive_everbleed
wh_dlc03_effect_ability_enable_foe-seeker	enable	wh_dlc03_character_abilities_foe_seeker
wh_dlc03_effect_ability_enable_hagtree_fetish	enable	wh_dlc03_item_abilities_hagtree_fetish
wh_dlc03_effect_ability_enable_horn_of_the_first_beast	enable	wh_dlc03_item_abilities_horn_of_the_first_beast
wh_dlc03_effect_ability_enable_hunting_spear	enable	wh_dlc03_weapon_abilities_hunting_spear
wh_dlc03_effect_ability_enable_icon_of_vilification	enable	wh_dlc03_item_passive_icon_of_vilification
wh_dlc03_effect_ability_enable_jagged_dagger	enable	wh_dlc03_item_abilities_jagged_dagger
wh_dlc03_effect_ability_enable_manbane_standard	enable	wh_dlc03_banner_passive_manbane_standard
wh_dlc03_effect_ability_enable_mangelder	enable	wh_dlc03_weapon_passive_mangelder
wh_dlc03_effect_ability_enable_scourge	enable	wh_dlc03_weapon_abilities_scourge
wh_dlc03_effect_ability_enable_shard_of_the_herdstone	enable	wh_dlc03_item_passive_shard_of_the_herdstone
wh_dlc03_effect_ability_enable_skull_of_rarkos	enable	wh_dlc03_item_abilities_skull_of_rarkos
wh_dlc03_effect_ability_enable_slug_skin	enable	wh_dlc03_banner_passive_slug_skin
wh_dlc03_effect_ability_enable_the_brass_cleaver	enable	wh_dlc03_weapon_passive_the_brass_cleaver
wh_dlc03_effect_ability_enable_the_dark_mail	enable	wh_dlc03_item_passive_the_dark_mail
wh_dlc03_effect_ability_enable_totem_of_rust	enable	wh_dlc03_banner_passive_totem_of_rust
wh_dlc03_effect_ability_enable_trollhide	enable	wh_dlc03_item_passive_trollhide
wh_dlc03_effect_ability_enable_viletide	enable	wh_dlc03_spell_wild_viletide
wh_dlc03_effect_ability_enable_wild_heart	enable	wh_dlc03_lore_passive_wild_heart
wh_dlc03_effect_character_abilities_apocalyptic_vision	enable	wh_dlc03_character_abilities_apocalyptic_vision
wh_dlc03_effect_character_abilities_call_of_violence	enable	wh_dlc03_character_abilities_call_of_violence
wh_dlc03_effect_magic_beasts_cooldown_flock_of_doom	recharge_mod	wh_dlc03_spell_beasts_flock_of_doom
wh_dlc03_effect_magic_beasts_cooldown_panns_impenetrable_pelt	recharge_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh_dlc03_effect_magic_beasts_cooldown_the_amber_spear	recharge_mod	wh_dlc03_spell_beasts_the_amber_spear
wh_dlc03_effect_magic_beasts_cooldown_the_curse_of_anraheir	recharge_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh_dlc03_effect_magic_beasts_cooldown_transformation_of_kadon	recharge_mod	wh_dlc03_spell_beasts_transformation_of_kadon
wh_dlc03_effect_magic_beasts_cooldown_wyssans_wildform	recharge_mod	wh_dlc03_spell_beasts_wyssans_wildform
