cai_personality_deal_evaluation_deal_component_values_tables
4
best_friends_value	bitter_enemies_value	deal_component	friendly_value	neutral_value	personality_component	total_war_balance_factor	last_stand_balance_factor	unfriendly_value	very_friendly_value	very_unfriendly_value	war_balance_factor	tension_balance_factor	peace_balance_factor	treachery_value	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21
-12	4	REQUEST_BREAK_NON_AGGRESSION_PACT	-3	0	passive	65	75	1	-6	2	40	20	10	0	1	1	1	1	1	1	1
-12	4	REQUEST_CANCEL_CLIENT_STATE	-3	0	passive	40	50	1	-6	2	30	20	10	0	1	1	1	1	1	1	1
-12	4	REQUEST_CANCEL_MILITARY_ACCESS	-3	0	passive	40	50	1	-6	2	30	20	10	0	1	1	1	1	1	1	1
-12	4	REQUEST_CANCEL_TRADE_AGREEMENT	-3	0	passive	8	10	1	-6	2	6	5	5	0	1	1	1	1	1	1	1
-12	8	REQUEST_CANCEL_VASSALAGE	-3	0	passive	40	50	2	-6	4	30	20	10	0	1	1	1	1	1	1	1
-10	-10	REQUEST_CLIENT_STATE	-10	-10	passive	40	50	-10	-10	-10	30	20	10	1	1	1	1	1	1	1	1
-3	-1	REQUEST_DECLARE_WAR	-3	-2	passive	10	10	-2	-3	-1	8	6	5	0	1	1	1	1	1	1	1
-200	-200	REQUEST_DIPLOMATIC_MARRIAGE	-200	-200	passive	5	5	-200	-200	-200	5	5	5	1	1	1	1	1	1	1	1
2	5	REQUEST_GIFT	1	1	passive	1	1	3	1	4	1	1	1	0	1	1	1	1	1	1	1
0	0	REQUEST_JOIN_CONFEDERATION	0	0	passive	30	30	0	0	0	30	30	30	0	1	1	1	1	1	1	1
-5	-2	REQUEST_JOIN_WAR	-5	-5	passive	8	10	-4	-5	-2	7	6	5	0	1	1	1	1	1	1	1
-10	-10	REQUEST_VASSALAGE	-10	-10	passive	40	50	-10	-10	-10	30	20	10	1	1	1	1	1	1	1	1
0	0	STRATEGIC_BALANCE_CHANGE	0	0	passive	70	90	0	0	0	55	40	35	0	1	1	1	1	1	1	1
-5	-100	TRADE_AGREEMENT	-35	-75	passive	9	9	-100	-10	-100	9	10	10	1	1	1	1	1	1	1	1
-200	-5	WAR	-100	-40	passive	-30	-35	-25	-200	-15	-14	5	20	-0.5	1	1	1	1	1	1	1
-95	20	BREAK_DEFENSIVE_ALLIANCE	-30	-20	reliable	35	45	5	-55	10	15	15	10	-2	1	1	1	1	1	1	1
-95	20	BREAK_MILITARY_ALLIANCE	-25	-5	reliable	35	45	5	-55	10	15	15	10	-2	1	1	1	1	1	1	1
-60	15	BREAK_NON_AGGRESSION_PACT	-20	-10	reliable	12	15	2	-35	12	7	5	4	-2	1	1	1	1	1	1	1
-85	10	CANCEL_CLIENT_STATE	-40	-25	reliable	25	30	-15	-55	-8	15	15	15	-2	1	1	1	1	1	1	1
-55	5	CANCEL_MILITARY_ACCESS	-30	-15	reliable	12	15	-3	-35	0	6	5	4	-2	1	1	1	1	1	1	1
-50	15	CANCEL_TRADE_AGREEMENT	-35	-10	reliable	8	10	3	-40	10	6	5	4	-2	1	1	1	1	1	1	1
-200	-200	CANCEL_VASSALAGE	-200	-200	reliable	25	30	-200	-200	-200	15	15	15	-2	1	1	1	1	1	1	1
-95	20	OFFER_BREAK_DEFENSIVE_ALLIANCE	-25	0	reliable	20	20	5	-55	10	15	15	15	2	1	1	1	1	1	1	1
-95	20	OFFER_BREAK_MILITARY_ALLIANCE	-25	0	reliable	20	20	5	-55	10	15	15	15	2	1	1	1	1	1	1	1
-60	15	OFFER_BREAK_NON_AGGRESSION_PACT	-15	-5	reliable	5	5	2	-35	12	5	5	5	1	1	1	1	1	1	1	1
-85	10	OFFER_CANCEL_CLIENT_STATE	-40	-25	reliable	20	20	-15	-55	-8	15	15	15	1	1	1	1	1	1	1	1
-55	5	OFFER_CANCEL_MILITARY_ACCESS	-30	-25	reliable	5	5	-10	-35	0	5	5	5	1	1	1	1	1	1	1	1
-50	15	OFFER_CANCEL_TRADE_AGREEMENT	-30	-10	reliable	5	5	5	-40	10	5	5	5	1	1	1	1	1	1	1	1
-100	15	OFFER_CANCEL_VASSALAGE	-40	-25	reliable	20	20	-20	-60	0	15	15	15	0	1	1	1	1	1	1	1
-10	-135	OFFER_JOIN_CONFEDERATION	-80	-105	reliable_subordinate	20	25	-135	-45	-135	20	20	20	0	1	1	1	1	1	1	1
-75	-55	OFFER_VASSALAGE	-65	-65	reliable_subordinate	45	50	-65	-70	-60	40	35	35	0	1	1	1	1	1	1	1
-70	25	CANCEL_TRADE_AGREEMENT	-30	-16	reliable_trader	8	10	-2	-50	15	6	5	4	-1	1	1	1	1	1	1	1
-70	25	OFFER_CANCEL_TRADE_AGREEMENT	-30	-16	reliable_trader	5	5	-2	-50	15	5	5	5	1	1	1	1	1	1	1	1
0	-70	TRADE_AGREEMENT	-2	-5	reliable_trader	9	9	-15	0	-55	9	10	10	1	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	reliable_trader_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	reliable_trader_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	reliable_trader_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	reliable_trader_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	reliable_trader_unfriendly	45	50	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-2	-70	TRADE_AGREEMENT	-4	-7	reliable_trader_unfriendly	9	9	-17	-2	-55	9	10	10	1	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	reliable_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	reliable_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	reliable_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	reliable_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	reliable_unfriendly	45	50	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-5	-70	TRADE_AGREEMENT	-8	-13	reliable_unfriendly	9	9	-25	-6	-55	9	10	10	1	1	1	1	1	1	1	1
-200	-200	OFFER_CLIENT_STATE	-200	-200	repulsive	20	30	-200	-200	-200	10	5	0	3	1	1	1	1	1	1	1
-45	-2	OFFER_DECLARE_WAR	-25	-19	repulsive	-30	-35	-14	-30	-10	-14	15	65	-0.5	1	1	1	1	1	1	1
-45	-2	OFFER_JOIN_WAR	-25	-19	repulsive	-30	-35	-14	-30	-10	-14	15	65	0.5	1	1	1	1	1	1	1
-200	-200	OFFER_VASSALAGE	-200	-200	repulsive	55	65	-200	-200	-200	40	20	10	3	1	1	1	1	1	1	1
-40	3	WAR	-20	-14	repulsive	-30	-35	-9	-25	-5	-14	15	65	-0.5	1	1	1	1	1	1	1
-50	-145	OFFER_JOIN_CONFEDERATION	-110	-115	schemer	45	50	-145	-85	-145	40	35	35	0	1	1	1	1	1	1	1
-12	16	REQUEST_BREAK_DEFENSIVE_ALLIANCE	-3	0	schemer	40	50	4	-6	8	30	20	10	0	1	1	1	1	1	1	1
-12	20	REQUEST_BREAK_MILITARY_ALLIANCE	-3	0	schemer	40	50	5	-6	10	30	20	10	0	1	1	1	1	1	1	1
-12	10	REQUEST_BREAK_NON_AGGRESSION_PACT	-3	0	schemer	65	75	2	-6	5	40	20	10	0	1	1	1	1	1	1	1
-12	16	REQUEST_CANCEL_CLIENT_STATE	-3	0	schemer	40	50	4	-6	8	30	20	10	0	1	1	1	1	1	1	1
-12	14	REQUEST_CANCEL_MILITARY_ACCESS	-3	0	schemer	40	50	3	-6	7	30	20	10	0	1	1	1	1	1	1	1
-12	14	REQUEST_CANCEL_TRADE_AGREEMENT	-3	0	schemer	8	10	3	-6	7	6	5	5	0	1	1	1	1	1	1	1
-12	20	REQUEST_CANCEL_VASSALAGE	-3	0	schemer	40	50	5	-6	10	30	20	10	0	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	schemer_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	schemer_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	schemer_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	schemer_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	schemer_unfriendly	45	50	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-5	-70	TRADE_AGREEMENT	-8	-13	schemer_unfriendly	9	9	-25	-6	-55	9	10	10	1	1	1	1	1	1	1	1
-19	-300	DEFENSIVE_ALLIANCE	-23	-24	straightforward	25	25	-45	-21	-60	25	20	20	1	1	1	1	1	1	1	1
-17	-300	MILITARY_ACCESS	-21	-22	straightforward	25	25	-35	-19	-60	25	20	20	1	1	1	1	1	1	1	1
-30	-500	MILITARY_ALLIANCE	-38	-45	straightforward	32	35	-65	-32	-200	23	23	23	1	1	1	1	1	1	1	1
-2	-40	NON_AGGRESSION_PACT	-3	-4	straightforward	8	9	-6	-2	-14	5	5	5	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	straightforward	45	60	-145	-90	-145	40	35	35	0	1	1	1	1	1	1	1
-17	-300	DEFENSIVE_ALLIANCE	-21	-24	straightforward_friendly	25	25	-45	-19	-60	25	20	20	1	1	1	1	1	1	1	1
-15	-300	MILITARY_ACCESS	-19	-22	straightforward_friendly	25	25	-35	-17	-60	25	20	20	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-38	-45	straightforward_friendly	32	35	-65	-30	-200	23	23	23	1	1	1	1	1	1	1	1
-2	-40	NON_AGGRESSION_PACT	-3	-3	straightforward_friendly	8	9	-6	-2	-14	5	5	5	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	straightforward_friendly	45	60	-145	-90	-145	40	35	35	0	1	1	1	1	1	1	1
-25	-300	DEFENSIVE_ALLIANCE	-29	-30	straightforward_unfriendly	25	25	-49	-27	-60	25	20	20	1	1	1	1	1	1	1	1
-21	-300	MILITARY_ACCESS	-25	-26	straightforward_unfriendly	25	25	-39	-23	-60	25	20	20	1	1	1	1	1	1	1	1
-35	-500	MILITARY_ALLIANCE	-43	-50	straightforward_unfriendly	32	35	-65	-37	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	straightforward_unfriendly	8	9	-8	-4	-14	5	5	5	0.25	1	1	1	1	1	1	1
-80	-145	OFFER_JOIN_CONFEDERATION	-110	-115	straightforward_unfriendly	45	60	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-55	45	BREAK_DEFENSIVE_ALLIANCE	-5	16	unreliable	15	20	25	-30	35	15	10	10	-0.5	1	1	1	1	1	1	1
-55	60	BREAK_MILITARY_ALLIANCE	32	35	unreliable	15	20	40	-30	50	15	10	10	-0.5	1	1	1	1	1	1	1
-40	25	BREAK_NON_AGGRESSION_PACT	-2	4	unreliable	15	20	12	-15	18	15	10	10	-0.5	1	1	1	1	1	1	1
-55	25	CANCEL_CLIENT_STATE	-30	-15	unreliable	25	30	5	-35	10	15	15	15	-0.5	1	1	1	1	1	1	1
-50	43	CANCEL_MILITARY_ACCESS	-25	14	unreliable	15	20	23	-30	33	15	10	10	-0.5	1	1	1	1	1	1	1
-35	27	CANCEL_TRADE_AGREEMENT	-10	4	unreliable	15	20	14	-20	20	15	10	10	-0.5	1	1	1	1	1	1	1
-40	25	CANCEL_VASSALAGE	-20	-10	unreliable	25	30	0	-30	15	15	15	15	-0.5	1	1	1	1	1	1	1
-55	35	OFFER_BREAK_DEFENSIVE_ALLIANCE	-5	10	unreliable	20	20	20	-30	25	15	15	15	2	1	1	1	1	1	1	1
-55	35	OFFER_BREAK_MILITARY_ALLIANCE	-5	10	unreliable	20	20	20	-30	25	15	15	15	2	1	1	1	1	1	1	1
-40	25	OFFER_BREAK_NON_AGGRESSION_PACT	-2	5	unreliable	5	5	15	-15	20	5	5	5	1	1	1	1	1	1	1	1
-55	25	OFFER_CANCEL_CLIENT_STATE	-30	-15	unreliable	20	20	5	-35	10	15	15	15	1	1	1	1	1	1	1	1
-50	15	OFFER_CANCEL_MILITARY_ACCESS	-25	-20	unreliable	5	5	-5	-30	10	5	5	5	1	1	1	1	1	1	1	1
-35	30	OFFER_CANCEL_TRADE_AGREEMENT	-10	5	unreliable	5	5	18	-20	25	5	5	5	1	1	1	1	1	1	1	1
-40	25	OFFER_CANCEL_VASSALAGE	-20	-10	unreliable	20	20	0	-30	15	15	15	15	0	1	1	1	1	1	1	1
-105	-90	OFFER_JOIN_CONFEDERATION	-105	-105	unreliable_joins_strong	90	95	-105	-105	-95	60	35	35	0	1	1	1	1	1	1	1
-60	-85	OFFER_JOIN_CONFEDERATION	-100	-100	unreliable_joins_strong_subordinate	90	95	-100	-85	-90	60	35	35	0	1	1	1	1	1	1	1
-75	-55	OFFER_VASSALAGE	-65	-65	unreliable_joins_strong_subordinate	45	50	-65	-70	-60	40	35	35	0	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	unreliable_joins_strong_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	unreliable_joins_strong_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	unreliable_joins_strong_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	unreliable_joins_strong_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-115	-100	OFFER_JOIN_CONFEDERATION	-115	-115	unreliable_joins_strong_unfriendly	90	95	-115	-115	-105	60	35	35	0	1	1	1	1	1	1	1
-5	-70	TRADE_AGREEMENT	-8	-13	unreliable_joins_strong_unfriendly	9	9	-25	-6	-55	9	10	10	1	1	1	1	1	1	1	1
-12	16	REQUEST_BREAK_DEFENSIVE_ALLIANCE	-3	0	unreliable_schemer	40	50	4	-6	8	30	20	10	0	1	1	1	1	1	1	1
-12	20	REQUEST_BREAK_MILITARY_ALLIANCE	-3	0	unreliable_schemer	40	50	5	-6	10	30	20	10	0	1	1	1	1	1	1	1
-12	10	REQUEST_BREAK_NON_AGGRESSION_PACT	-3	0	unreliable_schemer	65	75	2	-6	5	40	20	10	0	1	1	1	1	1	1	1
-12	16	REQUEST_CANCEL_CLIENT_STATE	-3	0	unreliable_schemer	40	50	4	-6	8	30	20	10	0	1	1	1	1	1	1	1
-12	14	REQUEST_CANCEL_MILITARY_ACCESS	-3	0	unreliable_schemer	40	50	3	-6	7	30	20	10	0	1	1	1	1	1	1	1
-12	14	REQUEST_CANCEL_TRADE_AGREEMENT	-3	0	unreliable_schemer	8	10	3	-6	7	6	5	5	0	1	1	1	1	1	1	1
-12	20	REQUEST_CANCEL_VASSALAGE	-3	0	unreliable_schemer	40	50	5	-6	10	30	20	10	0	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	unreliable_schemer_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	unreliable_schemer_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	unreliable_schemer_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	unreliable_schemer_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	unreliable_schemer_unfriendly	45	50	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-5	-70	TRADE_AGREEMENT	-8	-13	unreliable_schemer_unfriendly	9	9	-25	-6	-55	9	10	10	1	1	1	1	1	1	1	1
-18	-300	DEFENSIVE_ALLIANCE	-29	-40	unreliable_unfriendly	25	25	-50	-22	-60	25	20	20	1	1	1	1	1	1	1	1
-14	-300	MILITARY_ACCESS	-23	-34	unreliable_unfriendly	25	25	-40	-18	-60	25	15	15	1	1	1	1	1	1	1	1
-28	-500	MILITARY_ALLIANCE	-42	-58	unreliable_unfriendly	32	35	-65	-33	-200	23	23	23	1	1	1	1	1	1	1	1
-4	-40	NON_AGGRESSION_PACT	-5	-6	unreliable_unfriendly	8	8	-10	-4	-14	8	8	8	0.25	1	1	1	1	1	1	1
-70	-145	OFFER_JOIN_CONFEDERATION	-110	-115	unreliable_unfriendly	45	50	-145	-110	-145	40	35	35	0	1	1	1	1	1	1	1
-5	-70	TRADE_AGREEMENT	-8	-13	unreliable_unfriendly	9	9	-25	-6	-55	9	10	10	1	1	1	1	1	1	1	1
