slot_template_to_building_superchain_junctions_tables
0
building_superchain	id	slot_template
wh_main_sch_human_smiths	19820	wh2_main_special_clar_karond_secondary
wh_main_sch_human_wizards	19829	wh2_main_special_clar_karond_secondary
wh2_main_sch_military2_stables	1983013839	wh2_main_special_def_vauls_anvil_secondary_ritual
wh_main_sch_human_worship	19837	wh2_main_special_clar_karond_secondary
wh_main_sch_empire_walls	19838	wh2_main_special_clar_karond_secondary
wh_main_sch_human_farm_basic	19841	wh2_main_special_clar_karond_secondary
wh_main_sch_special_reiksfort	198413777	wh_main_norsca_major_secondary_iron
wh2_main_sch_military4_monsters	1984156108	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_infrastructure3_order	1984855082	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_resource_timber	19851	wh2_main_special_clar_karond_secondary
wh2_main_sch_military3_warmachines	1985198079	wh2_main_special_khemri_secondary
wh2_main_sch_infrastructure5_tradingspying	1985207271	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_human_tavern	19855	wh2_main_special_clar_karond_secondary
wh_main_sch_human_forges	1985721758	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_bretonnia_farm_extra	1985831967	wh2_main_special_mousillon_secondary
wh_main_sch_vampires_forest	19860	wh2_main_special_clar_karond_secondary
wh_main_sch_vampires_vampires	19863	wh2_main_special_clar_karond_secondary
wh_main_sch_vampires_ossuary	19868	wh2_main_special_clar_karond_secondary
wh_dlc05_sch_wef_outpost_foraging	1987258161	wh_main_human_major_secondary_salt
wh_main_sch_vampires_balefire	19873	wh2_main_special_clar_karond_secondary
wh2_main_sch_vampires_raisedead	1987429076	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_vandalization	19877	wh2_main_special_clar_karond_secondary
wh_main_sch_human_industry_basic	19885	wh2_main_special_clar_karond_secondary
wh_dlc05_sch_wef_outpost_slaughter	1989168789	wh2_main_special_oyxl_secondary
wh_main_sch_human_barracks	1989189288	wh_main_special_marienburg_secondary
wh2_main_sch_support2_worship	1989257986	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_infrastructure4_energy	1989277005	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_military4_monsters	1989283714	wh_main_special_karag_dromar_secondary
wh_dlc05_sch_wef_resource_iron	1989525787	wh_main_norsca_minor_secondary_iron
wh2_main_sch_defence_major_def	1989922913	wh2_main_special_khemri_secondary
wh_main_sch_bretonnia_walls	19908	wh2_main_special_clar_karond_secondary
wh_dlc05_sch_wef_outpost_recruitment	1991409695	wh2_main_special_def_vauls_anvil_secondary
wh_main_sch_kislev_walls	19916	wh2_main_special_clar_karond_secondary
wh2_main_sch_infrastructure6_other	1991668206	wh_main_special_waterfall_palace_secondary
wh_main_sch_teb_walls	19921	wh2_main_special_clar_karond_secondary
wh_main_sch_greenskin_walls	1992390858	wh_main_human_major_secondary_wine
wh_dlc05_sch_wef_outpost_recruitment	1992463201	wh_main_special_carcassonne_secondary
wh2_main_sch_defence_major_hef	19928	wh2_main_special_clar_karond_secondary
wh2_main_sch_infrastructure1_farm	19937	wh2_main_special_clar_karond_secondary
wh_main_sch_special_reiksfort	1994116011	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_infrastructure2_industry	19945	wh2_main_special_clar_karond_secondary
wh2_main_sch_infrastructure3_order	19955	wh2_main_special_clar_karond_secondary
wh_dlc05_sch_wef_outpost_replenishment	1995922806	wh_main_human_minor_secondary_furs
wh_main_sch_kislev_walls	1996291960	wh2_main_special_lahmia_secondary
wh2_main_sch_infrastructure4_energy	19963	wh2_main_special_clar_karond_secondary
wh_main_sch_human_smiths	199665812	wh2_main_special_hellpit_secondary
wh2_main_sch_infrastructure5_tradingspying	19971	wh2_main_special_clar_karond_secondary
wh_main_sch_dwarf_walls	199733643	wh_main_special_altdorf_secondary
wh2_main_sch_special_hall_of_dragons	1997440184	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh2_main_sch_military1_barracks	19977	wh2_main_special_clar_karond_secondary
wh_main_sch_dwarf_walls	1998101589	wh_main_human_major_secondary_salt
wh2_main_sch_military2_stables	19986	wh2_main_special_clar_karond_secondary
wh2_main_sch_military3_warmachines	19993	wh2_main_special_clar_karond_secondary
wh2_main_sch_military4_monsters	19997	wh2_main_special_clar_karond_secondary
wh_main_sch_greenskin_boss	200	wh_main_dwarf_orc_major_secondary
wh2_main_sch_military5	20007	wh2_main_special_clar_karond_secondary
wh2_main_sch_support1_smith	20009	wh2_main_special_clar_karond_secondary
wh_main_sch_human_stables	2001023101	wh2_main_special_clarak_spire_secondary
wh2_main_sch_military5	2001483273	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_support2_worship	20016	wh2_main_special_clar_karond_secondary
wh2_main_sch_support3_wizards	20021	wh2_main_special_clar_karond_secondary
wh2_main_sch_vampires_raisedead	2002494821	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_support4_other	20026	wh2_main_special_clar_karond_secondary
wh_main_sch_vampires_walls	20027	wh2_main_special_clar_karond_secondary
wh2_main_sch_special_clar_karond_lairs	20031	wh2_main_special_clar_karond_secondary
wh_main_sch_teb_walls	2003358991	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_greenskin_resource_timber_military	20037	wh2_main_special_clar_karond_secondary
wh_main_sch_settlement_major	20084	wh2_main_special_quintex_primary
wh2_main_sch_ritual_skv	2008880560	wh2_main_special_shrine_of_khaine_secondary_ritual
wh2_main_sch_special_settlement_naggarond	20099	wh2_main_special_naggarond_primary
wh2_main_sch_support1_smith	201062422	wh_main_norsca_major_secondary_iron
wh_main_sch_bretonnia_walls	2010805812	wh2_main_special_tor_achare_secondary
wh_main_sch_settlement_major	20109	wh2_main_special_tower_of_hoeth_primary
wh_main_sch_settlement_major	20117	wh2_main_special_ghrond_primary
wh_main_sch_human_barracks	2011732114	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_settlement_major_coast	2011854141	wh2_main_special_tor_koruali_primary
wh_main_sch_human_stables	2012091516	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_vampires_forest	2012362490	wh_main_special_marienburg_secondary
wh_main_sch_bretonnia_industry_extra	2012596715	wh2_main_special_golden_colossus_secondary_ritual
wh2_main_sch_military2_stables	2012797207	wh_main_norsca_major_secondary
wh_main_sch_settlement_minor	20135	wh2_main_special_altar_of_ultimate_darkness_primary
wh_main_sch_settlement_major	20137	wh2_main_special_clar_karond_primary
wh_main_sch_human_wizards	201417116	wh2_main_special_tlaxtlan_secondary_ritual
wh2_main_sch_military4_monsters	2015385271	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_settlement_minor	20157	wh2_main_special_def_vauls_anvil_primary
wh_main_sch_settlement_major	20158	wh2_main_special_gaean_vale_primary
wh_main_sch_settlement_minor	20170	wh2_main_special_glittering_tower_primary
wh_main_sch_settlement_major_coast	20184	wh2_main_special_hag_graef_primary
wh_dlc05_sch_wef_resource_dyes	2019165274	wh_main_special_carcassonne_secondary
wh_main_sch_settlement_major	20194	wh2_main_special_har_ganeth_primary
wh_main_sch_vampires_forest	2019417123	wh2_main_special_lahmia_secondary
wh2_main_sch_infrastructure4_energy	2019519868	wh_main_special_erengrad_secondary
wh_main_sch_settlement_major	20200	wh2_main_special_hef_vauls_anvil_primary
wh_dlc05_sch_wef_outpost_recruitment	2020031251	wh2_main_special_ziggurat_of_dawn_secondary
wh_main_sch_settlement_major_coast	20214	wh2_main_special_karond_kar_primary
wh2_main_sch_special_settlement_lothern	20218	wh2_main_special_lothern_primary
wh2_main_sch_vampires_raisedead	2022450265	wh2_main_special_lahmia_secondary
wh_main_sch_settlement_minor	20227	wh2_main_special_shrine_of_asuryan_primary
wh2_main_sch_special_golden_tower_of_the_gods	2023105760	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh_main_sch_vampires_forest	202316299	wh_main_special_carcassonne_secondary
wh_main_sch_settlement_minor	20233	wh2_main_special_shrine_of_khaine_primary
wh_main_sch_greenskin_walls	2023470758	wh2_main_special_clar_karond_secondary
wh_main_sch_special_reiksfort	2024504472	wh_main_special_kislev_secondary
wh2_main_sch_defence_norsca	2025635914	wh_main_norsca_major_secondary_obsidian
wh_main_sch_settlement_major_coast	20257	wh2_main_special_tor_anlec_primary
wh_main_sch_human_farm_basic	2025890323	wh2_main_special_chamber_of_visions_secondary_ritual
wh2_main_sch_military3_warmachines	2026200029	wh_main_special_carcassonne_secondary
wh_main_sch_settlement_major_coast	20264	wh2_main_special_tor_anroc_primary
wh_dlc05_sch_wef_mil_flying	2026642235	wh2_main_special_lothern_secondary
wh_main_sch_greenskin_walls	2026876006	wh_main_human_major_secondary_pastures
wh2_main_sch_infrastructure6_other	2027287689	wh_main_special_karaz_a_karak_secondary
wh_main_sch_settlement_major_coast	20274	wh2_main_special_tor_elyr_primary
wh_main_sch_settlement_major	20278	wh2_main_special_axlotl_primary
wh2_main_sch_ritual_skv	2028746502	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_settlement_minor	20288	wh2_main_special_chamber_of_visions_primary
wh_main_sch_human_stables	2029211135	wh_main_norsca_minor_secondary_marble
wh2_main_sch_special_settlement_hexoatl	20296	wh2_main_special_hexoatl_primary
wh2_main_sch_infrastructure2_industry	2029832584	wh_main_norsca_minor_secondary_marble
wh_main_sch_bretonnia_farm_extra	2029897513	wh_main_special_carcassonne_secondary
wh2_main_sch_special_settlement_itza	20302	wh2_main_special_itza_primary
wh_dlc05_sch_wef_outpost_slaughter	2030446119	wh2_main_special_hag_graef_secondary
wh2_main_sch_military3_warmachines	2030469774	wh2_main_special_golden_colossus_secondary_ritual
wh_main_sch_settlement_major	20308	wh2_main_special_oyxl_primary
wh_dlc05_sch_wef_outpost_recruitment	2031358315	wh2_main_special_quintex_secondary
wh_main_sch_settlement_minor	20314	wh2_main_special_quetza_primary
wh_main_sch_human_tavern	2031799472	wh2_main_special_khemri_secondary
wh_main_sch_bretonnia_industry_extra	2031888977	wh2_main_special_chamber_of_visions_secondary_ritual
wh2_main_sch_infrastructure6_other	2031955587	wh2_main_special_clarak_spire_secondary
wh_main_sch_settlement_major	20322	wh2_main_special_tlaxtlan_primary
wh_main_sch_settlement_major	20330	wh2_main_special_xlanhuapec_primary
wh_main_sch_vandalization	2033566769	wh_main_norsca_minor_secondary
wh_main_sch_settlement_minor_coast	20339	wh2_main_special_ziggurat_of_dawn_primary
wh_main_sch_human_stables	20342	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_vampires	203463940	wh_main_special_carcassonne_secondary
wh_main_sch_human_barracks	20349	wh2_main_special_axlotl_secondary
wh_main_sch_human_forges	20350	wh2_main_special_axlotl_secondary
wh2_main_sch_defence_major_skv	2035463751	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_human_smiths	20359	wh2_main_special_axlotl_secondary
wh_main_sch_human_wizards	20360	wh2_main_special_axlotl_secondary
wh_main_sch_human_worship	20362	wh2_main_special_axlotl_secondary
wh_main_sch_empire_walls	20365	wh2_main_special_axlotl_secondary
wh2_main_sch_military4_monsters	2037047209	wh_main_special_waterfall_palace_secondary
wh_main_sch_human_farm_basic	20371	wh2_main_special_axlotl_secondary
wh_main_sch_human_resource_timber	20372	wh2_main_special_axlotl_secondary
wh_main_sch_human_tavern	20379	wh2_main_special_axlotl_secondary
wh2_main_sch_support4_other	2038471981	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_vampires_forest	20386	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_vampires	20389	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_ossuary	20392	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_balefire	20393	wh2_main_special_axlotl_secondary
wh2_main_sch_defence_major_def	203938061	wh2_main_special_tor_koruali_secondary
wh_dlc05_sch_wef_sdf_agents	2039768594	wh_main_special_waterfall_palace_secondary
wh_main_sch_vandalization	20401	wh2_main_special_axlotl_secondary
wh_main_sch_teb_walls	2040492082	wh_main_special_karaz_a_karak_secondary
wh_main_sch_greenskin_walls	2040544479	wh2_main_special_hellpit_secondary
wh_main_sch_human_industry_basic	20406	wh2_main_special_axlotl_secondary
wh_dlc05_sch_wef_mil_ranged	2040670578	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_human_forges	2041294458	wh_main_norsca_major_secondary
wh_main_sch_human_resource_timber_military	20413	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure4_energy	2041342447	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_vampires_resource_furs_timber_military	20419	wh2_main_special_axlotl_secondary
wh_main_sch_bretonnia_walls	20422	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_walls	2042887101	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_kislev_walls	20429	wh2_main_special_axlotl_secondary
wh_main_sch_teb_walls	20434	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure6_other	2044097998	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_vampires_ossuary	2044319895	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh2_main_sch_military2_stables	2044369212	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_defence_major_hef	20449	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure1_farm	20450	wh2_main_special_axlotl_secondary
wh_main_sch_human_farm_basic	204524174	wh_main_norsca_minor_secondary_iron
wh_main_sch_vandalization	2045608540	wh2_main_special_karag_orrud_secondary
wh2_main_sch_infrastructure2_industry	20457	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure7_minor	2045915308	wh_main_dwarf_orc_minor_secondary_savage
wh2_main_sch_infrastructure3_order	20463	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure3_order	2046655472	wh_dlc05_elf_major_secondary_oak_of_ages
wh_main_sch_vampires_ossuary	2046923555	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure4_energy	20470	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure5_tradingspying	20471	wh2_main_special_axlotl_secondary
wh_main_sch_vandalization	2047909854	wh_main_special_erengrad_secondary
wh_main_sch_kislev_walls	2048023008	wh_main_special_marienburg_secondary
wh2_main_sch_military1_barracks	20481	wh2_main_special_axlotl_secondary
wh2_main_sch_military2_stables	20486	wh2_main_special_axlotl_secondary
wh2_main_sch_military3_warmachines	20487	wh2_main_special_axlotl_secondary
wh2_main_sch_military4_monsters	204915300	wh2_main_special_tor_koruali_secondary
wh2_main_sch_military4_monsters	20493	wh2_main_special_axlotl_secondary
wh2_main_sch_military5	20495	wh2_main_special_axlotl_secondary
wh2_main_sch_infrastructure1_farm	2049798748	wh_main_norsca_major_secondary_marble
wh2_main_sch_support1_smith	20502	wh2_main_special_axlotl_secondary
wh2_main_sch_support2_worship	20512	wh2_main_special_axlotl_secondary
wh_main_sch_settlement_major	2051400997	wh2_main_special_tlaxtlan_primary_ritual
wh2_main_sch_support3_wizards	20515	wh2_main_special_axlotl_secondary
wh2_main_sch_support4_other	20519	wh2_main_special_axlotl_secondary
wh_main_sch_vampires_walls	20521	wh2_main_special_axlotl_secondary
wh2_main_sch_special_axlotl_chameleon_shrine	20530	wh2_main_special_axlotl_secondary
wh2_main_sch_ritual_def	2053752090	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_main_sch_human_stables	20540	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_defence_norsca	2054474234	wh_main_norsca_minor_secondary_marble
wh_main_sch_bretonnia_hospital	2054617810	wh2_main_special_tor_achare_secondary
wh_main_sch_human_forges	20547	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_smiths	20555	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_worship	20558	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_garrison	20565	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_infrastructure3_order	2056777357	wh_main_special_carcassonne_secondary
wh2_main_sch_infrastructure7_minor	2057006334	wh_main_human_minor_secondary_timber
wh_main_sch_human_farm_basic	20574	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_industry_basic	20578	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_tavern	20580	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_vampires_forest	20585	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_dwarf_walls	2058602411	wh_main_special_castle_drakenhof_secondary
wh_dlc05_sch_wef_outpost_replenishment	2059307841	wh2_main_special_tor_koruali_secondary
wh_main_sch_vampires_balefire	20595	wh2_main_special_chamber_of_visions_secondary
wh_dlc05_sch_wef_mil_melee	205959665	wh2_main_special_lothern_secondary
wh_main_sch_vampires_ossuary	20599	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_vandalization	20601	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_wef_eco_replenishment	206031350	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_special_reiksfort	20607	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_defence_minor	20610	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_infrastructure1_farm	20615	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_vampires_ossuary	2062065458	wh2_main_special_hellpit_secondary
wh2_main_sch_infrastructure2_industry	20621	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_infrastructure3_order	20628	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_settlement_minor	2063359118	wh2_main_special_pyramid_of_nagash_primary_ritual
wh2_main_sch_infrastructure4_energy	20637	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_infrastructure5_tradingspying	20641	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_military1_barracks	20648	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_teb_walls	2064930759	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_ritual_skv	2064966041	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_military2_stables	20654	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_military3_warmachines	20657	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_military4_monsters	20660	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_support1_smith	20664	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_support2_worship	20666	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_resource_medicine	20680	wh2_main_special_chamber_of_visions_secondary
wh2_main_sch_special_chamber_of_visions	20683	wh2_main_special_chamber_of_visions_secondary
wh_main_sch_human_barracks	2068386863	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_human_stables	20686	wh2_main_special_hexoatl_secondary
wh_main_sch_human_worship	2068860827	wh_main_special_carcassonne_secondary
wh_main_sch_human_forges	206939905	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_human_barracks	20696	wh2_main_special_hexoatl_secondary
wh_dlc05_sch_wef_outpost_slaughter	2069679335	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_human_forges	20704	wh2_main_special_hexoatl_secondary
wh_main_sch_human_smiths	20705	wh2_main_special_hexoatl_secondary
wh_main_sch_human_wizards	20708	wh2_main_special_hexoatl_secondary
wh2_main_sch_military4_monsters	2071134094	wh_main_special_marienburg_secondary
wh2_main_sch_defence_major_def	2071202873	wh_main_special_marienburg_secondary
wh_main_sch_human_worship	20717	wh2_main_special_hexoatl_secondary
wh_main_sch_vampires_balefire	2072125824	wh2_main_special_tlaxtlan_secondary_ritual
wh2_main_sch_infrastructure2_industry	2072356185	wh2_main_special_fallen_gates_secondary
wh_main_sch_empire_walls	20726	wh2_main_special_hexoatl_secondary
wh_dlc05_sch_wef_outpost_slaughter	207296833	wh2_main_human_minor_secondary_spices
wh_main_sch_human_farm_basic	20736	wh2_main_special_hexoatl_secondary
wh_main_sch_human_resource_gold	20738	wh2_main_special_hexoatl_secondary
wh_main_sch_human_tavern	20739	wh2_main_special_hexoatl_secondary
wh_main_sch_vampires_walls	2074746338	wh2_main_special_yuatek_secondary
wh_main_sch_vampires_forest	20748	wh2_main_special_hexoatl_secondary
wh_main_sch_kislev_walls	2074824604	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_vampires_vampires	20751	wh2_main_special_hexoatl_secondary
wh_main_sch_vampires_ossuary	20752	wh2_main_special_hexoatl_secondary
wh2_main_sch_military3_warmachines	2075661331	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_vampires_balefire	20757	wh2_main_special_hexoatl_secondary
wh_main_sch_dwarf_walls	2076559347	wh2_main_special_tor_anroc_secondary
wh_main_sch_vandalization	20766	wh2_main_special_hexoatl_secondary
wh2_main_sch_defence_major_skv	2076663347	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_human_farm_basic	20770208	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_bretonnia_walls	20776	wh2_main_special_hexoatl_secondary
wh_main_sch_kislev_walls	20777	wh2_main_special_hexoatl_secondary
wh_main_sch_teb_walls	20786	wh2_main_special_hexoatl_secondary
wh_main_sch_vampires_walls	20791	wh2_main_special_hexoatl_secondary
wh_dlc05_sch_wef_outpost_recruitment	2079527598	wh2_main_special_tower_of_hoeth_secondary
wh_dlc05_sch_wef_resource_pottery	207974668	wh_main_special_altdorf_secondary
wh_main_sch_empire_walls	2079767291	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh2_main_sch_defence_major_hef	20801	wh2_main_special_hexoatl_secondary
wh_main_sch_greenskin_walls	208067185	wh_main_human_major_secondary_iron
wh2_main_sch_defence_major_lzd	2080750734	wh2_main_special_tor_surpindar_secondary_ritual
wh2_main_sch_infrastructure1_farm	20810	wh2_main_special_hexoatl_secondary
wh2_main_sch_infrastructure2_industry	20816	wh2_main_special_hexoatl_secondary
wh2_main_sch_infrastructure3_order	20817	wh2_main_special_hexoatl_secondary
wh_main_sch_human_industry_basic	2081853251	wh_main_norsca_major_secondary
wh_main_sch_settlement_major_coast	2081895431	wh2_main_special_clarak_spire_primary
wh2_main_sch_infrastructure4_energy	20822	wh2_main_special_hexoatl_secondary
wh2_main_sch_support4_other	2082258854	wh2_main_special_tor_koruali_secondary
wh_dlc05_sch_wef_outpost_replenishment	2082540569	wh2_main_special_oyxl_secondary
wh2_main_sch_infrastructure5_tradingspying	20826	wh2_main_special_hexoatl_secondary
wh2_main_sch_military1_barracks	20835	wh2_main_special_hexoatl_secondary
wh_dlc05_sch_wef_outpost_foraging	2083695884	wh2_main_special_hellpit_secondary
wh2_main_sch_military2_stables	20841	wh2_main_special_hexoatl_secondary
wh2_main_sch_military2_stables	2084556068	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_military3_warmachines	20849	wh2_main_special_hexoatl_secondary
wh2_main_sch_military3_warmachines	2084910494	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_military4_monsters	20853	wh2_main_special_hexoatl_secondary
wh2_main_sch_infrastructure3_order	2086167316	wh2_main_special_caverns_of_sotek_secondary_ritual
wh2_main_sch_military5	20862	wh2_main_special_hexoatl_secondary
wh_main_sch_special_reiksfort	2086623842	wh2_main_special_naggarond_secondary
wh2_main_sch_support1_smith	20867	wh2_main_special_hexoatl_secondary
wh2_main_sch_military1_barracks	2086771701	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_infrastructure7_minor	2087352380	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh2_main_sch_defence_major_lzd	2087356409	wh2_main_special_ghrond_secondary_ritual
wh2_main_sch_support2_worship	20875	wh2_main_special_hexoatl_secondary
wh2_main_sch_support3_wizards	20880	wh2_main_special_hexoatl_secondary
wh2_main_sch_support4_other	20889	wh2_main_special_hexoatl_secondary
wh2_main_sch_special_hexoatl_incubator	20902	wh2_main_special_hexoatl_secondary
wh2_main_sch_military3_warmachines	209074746	wh2_main_special_hellpit_secondary
wh2_main_sch_special_hexoatl_stellar_pyramids	20909	wh2_main_special_hexoatl_secondary
wh_main_sch_human_stables	20910	wh2_main_special_itza_secondary
wh_main_sch_human_barracks	20924	wh2_main_special_itza_secondary
wh_main_sch_human_tavern	2092545367	wh2_main_special_clarak_spire_secondary
wh_dlc05_sch_wef_outpost_slaughter	2092945395	wh2_main_special_tor_anlec_secondary
wh_main_sch_vampires_vampires	2093052334	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_human_forges	20932	wh2_main_special_itza_secondary
wh2_main_sch_military5	209387254	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_main_sch_human_smiths	20940	wh2_main_special_itza_secondary
wh_main_sch_human_industry_basic	209441628	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_human_wizards	20947	wh2_main_special_itza_secondary
wh2_main_sch_military1_barracks	209476339	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh_main_sch_human_worship	20950	wh2_main_special_itza_secondary
wh_main_sch_empire_walls	20955	wh2_main_special_itza_secondary
wh_main_sch_human_farm_basic	20956	wh2_main_special_itza_secondary
wh_main_sch_human_wizards	2096058010	wh_main_special_erengrad_secondary
wh2_main_sch_support2_worship	2096172848	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_resource_gold	20962	wh2_main_special_itza_secondary
wh_main_sch_human_tavern	20970	wh2_main_special_itza_secondary
wh2_main_sch_infrastructure1_farm	2097791516	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_vampires_forest	20979	wh2_main_special_itza_secondary
wh_main_sch_greenskin_walls	2098108869	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_slaughter	209844014	wh2_main_special_tor_achare_secondary
wh_main_sch_vampires_vampires	20989	wh2_main_special_itza_secondary
wh_main_sch_vampires_ossuary	20998	wh2_main_special_itza_secondary
wh_main_sch_vampires_balefire	20999	wh2_main_special_itza_secondary
wh_main_sch_human_resource_iron	2100124390	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh_main_sch_vandalization	21004	wh2_main_special_itza_secondary
wh_main_sch_bretonnia_walls	21011	wh2_main_special_itza_secondary
wh2_main_sch_defence_major_lzd	2101612376	wh_main_special_mount_gunbad_secondary
wh_main_sch_kislev_walls	21020	wh2_main_special_itza_secondary
wh_main_sch_greenskin_walls	2102585653	wh2_main_special_tor_achare_secondary
wh_main_sch_bretonnia_walls	2102666728	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_teb_walls	21030	wh2_main_special_itza_secondary
wh_main_sch_vampires_walls	21031	wh2_main_special_itza_secondary
wh2_main_sch_defence_major_def	2103328425	wh2_main_special_ghrond_secondary_ritual
wh2_main_sch_defence_major_hef	21040	wh2_main_special_itza_secondary
wh2_main_sch_infrastructure1_farm	21049	wh2_main_special_itza_secondary
wh_main_sch_human_smiths	2105220059	wh2_main_special_tor_koruali_secondary
wh2_main_sch_infrastructure2_industry	21057	wh2_main_special_itza_secondary
wh2_main_sch_infrastructure5_tradingspying	2105867871	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_infrastructure3_order	21062	wh2_main_special_itza_secondary
wh2_main_sch_infrastructure4_energy	21067	wh2_main_special_itza_secondary
wh_main_sch_vampires_balefire	2107571333	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure5_tradingspying	21076	wh2_main_special_itza_secondary
wh2_main_sch_military5	2107636220	wh2_main_special_lahmia_secondary
wh2_main_sch_infrastructure3_order	2107989914	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_vampires_forest	210805140	wh_main_special_karag_dromar_secondary
wh2_main_sch_support2_worship	2108423847	wh_main_norsca_major_secondary
wh2_main_sch_military1_barracks	21087	wh2_main_special_itza_secondary
wh2_main_sch_military2_stables	21088	wh2_main_special_itza_secondary
wh2_main_sch_military3_warmachines	21091	wh2_main_special_itza_secondary
